Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Crowdfire Just,$2.50,09/03/2015,Mumbai,General,Series A,https://inc42.com/buzz/after-bootstrapping-for-5-years-with-10-mn-users-in-its-kitty-crowdfire-just-raised-2-5-mn-from-kalaari-capital/,
Mapmygenome,$0.84,10/03/2015,Hyderabad,Healthtech,Pre-Series A,https://inc42.com/buzz/hyderabad-based-mapmygenome-raises-inr-7-cr-in-pre-series-a-from-rajan-anandan-arihant-patni-others/,Aarti Grover
AdIQuity,,07/03/2015,Bengaluru,SaaS,Acquisition,https://inc42.com/buzz/flipkart-acquires-adiquity/,Flipkart
Priceburp.com,,10/03/2015,Mumbai,E-commerce,Acquisition,https://inc42.com/buzz/youtellme-acquires-priceburp/,YouTellMe
100Marks,,10/03/2015,Mumbai,Edtech,Acquisition,https://inc42.com/buzz/embibe-com-acquires-100marks/,Embibe
Appedo,$1.00,11/03/2015,India,SaaS,Seed,https://inc42.com/buzz/software-analytics-startup-appedo-raises-1-mn-in-seed-funding/,
Vauntz,,11/03/2015,India,SaaS,Acquisition,https://inc42.com/buzz/newshunt-acquires-mobile-analytics-company-vauntz/,Newshunt
Groupon India,$20.00,11/03/2015,India,E-commerce,,https://inc42.com/buzz/groupon-india-gets-20-mn-from-sequoia-capital-reports/,Sequoia Capital
ChargeBee,$5.00,11/03/2015,Chennai,Fintech,Series B,https://inc42.com/buzz/chennai-based-subscription-billing-startup-chargebee-raises-5m-from-tiger-global-accel-partners/,Tiger Global;Accel Partners
Localbanya,,10/03/2015,Mumbai,E-commerce,Undisclosed,https://inc42.com/buzz/grocery-startup-localbanya-grabs-funding-from-shrem-strategies-expands-to-pune/,Shrem Strategies
Crowdfire,$2.50,09/03/2015,India,General,Series A,https://yourstory.com/2015/03/crowdfire-raises-funding-from-kalaari-capital,
Routofy,,10/03/2015,Delhi,Travel,Seed,https://yourstory.com/2015/03/routofy-raises-funding-from-snapdeal-kunalbahl-rohitbansal,Kunal Bahl;Rohit Bansal
Akshara Eye Hospital,$0.06,05/03/2015,Bengaluru,Healthtech,,https://yourstory.com/2015/03/akshara-eye-hospital-raises-funding,
PolicyBazaar,$35.93,09/03/2015,Gurgaon,Fintech,,https://inc42.com/buzz/policybazaar-is-raising-inr-300-cr-at-inr-1200-cr-valuation-from-premjiinvest-steadview-existing-investors/,PremjiInvest;Steadview Capital;Tiger Global;Ribbit Capital
VCCircle Network,,09/03/2015,Noida,Media & Entertainment,Acquisition,https://inc42.com/buzz/media-conglomerate-news-corp-acquires-tech-media-startup-vccircle-network/,News Corp
Quikr,$107.78,09/03/2015,India,E-commerce,,https://inc42.com/buzz/classifieds-startup-quikr-set-to-raise-inr-900-cr-from-steadview-capital-existing-investors/,Steadview Capital
