Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Pratilipi,$12.57,06/06/2019,India,General,,https://entrackr.com/2019/06/pratilipi-105-cr-qiming/,Qiming VP;Qiming Venture Partners;Omidyar Network;Contrarian Vriddhi Fund;Shunwei Capital;Nexus Venture Partners;WEH Ventures
NoBroker,$50.00,05/06/2019,India,General,Series A,https://entrackr.com/2019/06/nobroker-series-c-funding-50-mn/,General Atlantic;General Atlantic (GA)
Avail Finance,$9.00,04/06/2019,Bengaluru,Fintech,Pre-Series A,https://yourstory.com/2019/06/funding-fintech-avail-finance-9mn-matrix-partners,Matrix Partners India;Matrix Partners;Ola Co-founder;CEO Bhavish Aggarwal;Bhavish Aggarwal;Ankit Bhati;Co-founders of cab aggregator Ola;Binny Bansal;Co-founder;Kunal Shah;Founder of Freecharge;Manish Patel;CEO of Mswipe
Caffeine,$2.00,04/06/2019,India,E-commerce,Series A,https://yourstory.com/2019/06/startup-funding-mcaffeine-rp-sg-ventures-lv-angel-fund-telama,RP-SG Ventures
Acument,$1.20,04/06/2019,India,General,,https://yourstory.com/2019/06/investment-bonds-social-impact-grameen-acumen-labournet,
FabHotels,$7.80,04/06/2019,India,General,,https://yourstory.com/2019/06/startup-funding-fabhotels-goldman-sachs,Goldman Sachs;Qualcomm
Dockabl,$1.26,06/06/2019,New Delhi,SaaS,Pre-Series A,https://yourstory.com/2019/06/startup-funding-b2b-saas-dockabl-pre-seriesa,Ritesh Malik (Guerrilla Ventures);Sanjay Kapoor;Angad Singh Malhotra;Arun Kapur;Aditya Berlia (Apeejay Group of Companies)
Biz2Credit,$52.00,06/06/2019,Mumbai,SaaS,Series B,https://yourstory.com/2019/06/startup-funding-biz2credit-seriesb-westbridge-capital,WestBridge Capital
Vogo,$2.99,06/06/2019,Bengaluru,EV & Mobility,Venture Debt,https://yourstory.com/2019/06/funding-vogo-startup-ola-alteria,Alteria Capital
Cityfurnish,$5.00,07/06/2019,Gurugram,General,,https://yourstory.com/2019/06/startup-funding-cityfurnish-gmail-youtube,Gmail Founder Paul Buchheit;Youtube Founder Steve Chen;Global Founders Capital;Venture Highway;Soma Capital;SCM Advisors;Boomerang Ventures;HNIs
Pristyn Care,$4.00,03/06/2019,Delhi,Healthtech,Series A,https://yourstory.com/2019/06/healthtech-startup-pristyn-care-raises-4-mn-sequoia-india,
Recykal,$2.00,03/06/2019,Hyderabad,General,Pre-Series A,https://yourstory.com/2019/06/funding-recycling-digital-startup-recykal,Vijay Acharya
MilkBasket,$10.50,04/06/2019,Noida,General,Debt,https://inc42.com/buzz/grocery-startup-milkbasket-raises-funding-led-by-unilever/,Unilever Ventures;Mayfield India;Kalaari Capital;Blume Ventures
FabHotels,$7.80,05/06/2019,Delhi,General,Series B,https://inc42.com/buzz/fabhotels-ongoing-series-b-round/,
NoBroker,$51.00,08/06/2019,Mumbai,Fintech,Pre-Series A,https://inc42.com/buzz/top-indian-startup-funding-galore-107-june/,General Atlantic;China-based venture capital Qiming Venture Partners;Unilever Ventures;Mayfield India;Kalaari Capital;Blume Ventures;Nexus Venture Partners;Omidyar Network India;Shunwei Capital;Contrarian Vriddhi Fund;WEH Ventures had also participated in the round;BEENEXT;SAIF Partners
BharatPe,$75.00,04/06/2019,New Delhi,Fintech,Series B,https://entrackr.com/2019/06/exclusive-bharatpe-raise-75-mn-insight-partners/,Insight Partners;Sequoia Capital;Beenext
Nurturing Green,,05/06/2019,Delhi-NCR,E-commerce,Undisclosed,https://yourstory.com/2019/06/vijay-shekhar-sharma-nurturing-green-startup-funding,Vijay Shekhar Sharma;Mohit Goel;Suraj Nangia
Leegality,,04/06/2019,Gurugram,SaaS,Undisclosed,https://yourstory.com/2019/06/funding-startup-leegality-mumbai-angels-aadhaar,Mumbai Angels Network;Chandigarh Angels
Chakr Innovation,$2.28,06/06/2019,Delhi,Deeptech & AI,Series A,https://yourstory.com/2019/06/startup-funding-chakr-innovation-ian-fund-idfc-parampara,IAN Fund;Jyoti Sagar;IDFC-Parampara Fund
LetzConnect,,06/06/2019,India,Edtech,Pre-Series A,https://yourstory.com/2019/06/sucseed-venture-partners-invests-letzconnect,SucSEED Venture Partners;Obopay Mobile Technologies
NoBroker,$51.00,06/06/2019,Bengaluru,Real Estate Tech,Series C,https://inc42.com/buzz/real-estate-startup-nobroker-com-raises-51-mn-in-round-led-by-general-atlantic/,General Atlantic;BEENEXT;SAIF Partners
