Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Nykaa Had,$24.00,14/05/2018,India,E-commerce,Series D,https://inc42.com/buzz/nykaa-ready-to-expand-its-retail-footprint-with-24-mn-series-d-funding/,Sunil Kant Munjal;Chairman;Hero Corporate Service Private Ltd;Family Offices of Harsh Mariwala;Dalip Pathak
SpringRole,$1.30,14/05/2018,Bengaluru,Deeptech & AI,,https://inc42.com/buzz/blockchain-based-job-listing-startup-springrole-closes-1-3-mn-private-funding/,
Sunoray Solutions,,14/05/2018,Mumbai,SaaS,Acquisition,https://inc42.com/buzz/knowlarity-communications-acquires-sunoray-solutions-to-target-sme-customers/,Knowlarity Communications
Z2P,,15/05/2018,Mumbai,Fintech,Acquisition,https://inc42.com/buzz/paymate-acquires-digital-lending-platform-z2p/,PayMate
Open,,17/05/2018,Bengaluru,Fintech,Pre-Series A,https://inc42.com/buzz/fintech-startup-open-raises-pre-series-a-funding-led-by-unicorn-india-ventures-recruit-co/,Unicorn India Ventures;Recruit Co.;ISME-ACE;BetterCapital
Droom,$30.00,17/05/2018,Gurugram,E-commerce,Series D,https://inc42.com/buzz/automobile-marketplace-droom-raises-30-mn-in-series-d-funding/,Toyota Tsusho Corporation;Digital Garage
mfine,$4.20,17/05/2018,Bengaluru,Healthtech,Series A,https://inc42.com/buzz/online-healthcare-startup-mfine-raises-4-2-mn-funding-in-series-a/,Prime Venture Partners;Stellaris Venture Partners;Mayur Abhaya
Nykaa,$24.00,14/05/2018,Mumbai,E-commerce,Series D,https://yourstory.com/2018/05/nykaa-raises-24-million-in-fresh-funding-from-existing-investors,Max Ventures;TVS Capital Funds
Carousell,$85.00,14/05/2018,India,Deeptech & AI,Series C,https://yourstory.com/2018/05/carousell-series-c-85-million,Rakuten Ventures;Golden Gate Ventures;Sequoia India
VersaFleet,$2.80,14/05/2018,India,SaaS,Pre-Series A,https://yourstory.com/2018/05/transportation-management-startup-versafleet-raises-2-8-m-pre-series-prestellar-ventures,Prestellar Ventures
Droom,$30.00,18/05/2018,India,E-commerce,Series D,https://yourstory.com/2018/05/droom-mfine-raise-funding-suresh-prabhu-addresses-entrepreneurs-in-facebook-live-session-daily-capsule,Toyota Tsusho Corporation;Digital Garage
Digit Insurance,$41.92,16/05/2018,Bengaluru,Fintech,,https://yourstory.com/2018/05/rs-350-cr-investment-within-6-months-operations-digit-plans-take-prime-spot,Fairfax Financial Holdings
Nykaa,$2.87,15/05/2018,India,E-commerce,Series D,https://yourstory.com/2018/05/nykaa-aye-finance-raise-funding-ecommerce-to-see-higher-cross-border-data-transfer-daily-capsule,Sunil Kant Munjal;Harsh Mariwala
Aye Finance,$3.59,14/05/2018,India,Fintech,Debt,https://yourstory.com/2018/05/sbi-extends-rs-30-cr-in-debt-to-msme-lender-aye-finance,SBI
