Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Locad,$11.00,16/01/2023,Bengaluru,E-commerce,Series A,https://inc42.com/buzz/logistics-startup-locad-bags-11-mn-to-help-businesses-strengthen-their-omnichannel-play/,Reefknot Investments;Kuehne;Nagel;Sequoia India’s Surge;Febe Ventures;Antler;JG Summit;WTI
Chara,$4.75,17/01/2023,India,EV & Mobility,Pre-Series A,https://inc42.com/buzz/chara-secures-funding-to-build-intelligent-motors-controllers-for-ev-hvac/,Exfinity Venture Partners
Loom Solar,$2.00,17/01/2023,India,Cleantech,,https://inc42.com/buzz/loom-solar-raises-funding-to-offer-green-energy-solutions/,
NeoGrowth,$10.00,17/01/2023,India,General,Debt,https://inc42.com/buzz/neogrowth-bags-10-mn-debt-funding-to-offer-more-credit-to-businesses/,
Hubilo,$150.00,19/01/2023,Bengaluru,General,,https://inc42.com/buzz/hubilo-fires-35-of-its-workforce-in-second-round-of-layoffs-within-6-months/,
Piper Serica,$8.98,19/01/2023,Mumbai,Fintech,,https://inc42.com/buzz/piper-serica-raises-inr-75-cr-for-its-angel-fund-to-invest-in-early-stage-tech-startups/,
Breathe Well-being,$6.00,19/01/2023,Gurugram,Healthtech,Series B,https://inc42.com/buzz/healthtech-startup-breathe-well-being-secures-6-mn-to-help-people-reverse-diabetes/,3One4 Capital;Accel;General Catalyst
Avanse Financial,$98.30,19/01/2023,India,General,,https://inc42.com/buzz/lendingtech-startup-avanse-financial-bags-98-3-mn-from-kedaara-capital/,
Orios,$42.00,20/01/2023,India,General,Series A,https://inc42.com/buzz/orios-writes-down-investment-gomechanic-amid-controversy/,Tiger Global;Orios raised its stake further to 17
Gullak,$3.00,19/01/2023,India,Fintech,Seed,https://entrackr.com/2023/01/gullak-raises-3-mn-in-seed-round/,Better Capital;Stellaris Venture Partners in June last year
PhonePe,$350.00,19/01/2023,India,Fintech,Acquisition,https://entrackr.com/2023/01/phonepe-raises-350-mn-at-over-12-bn-valuation/,General Atlantic at a pre-money valuation of $12 billion
Blue Tokai,$30.00,18/01/2023,Delhi,General,Series B,https://entrackr.com/2023/01/blue-tokai-raises-30-mn-in-series-b-led-by-a91-partners/,A91 Partners;Anicut Angel Fund;Grand Anicut Fund;8i Ventures
MeraTractor,$0.60,17/01/2023,India,Agritech,Pre-Series A,https://entrackr.com/2023/01/meratractor-raises-rs-5-cr-in-pre-series-a-round/,Vibhor Sahare;CEO;Co-founder of ANS Commerce;Ex-CEO;Co-founder of Gaadi
Strata,$9.10,19/01/2023,Mumbai,Proptech,Series A,https://yourstory.com/2023/01/proptech-company-strata-raises-rs-76-crore-mumbai-metropolitan-region,
IPO-bound PhonePe,$350.00,19/01/2023,India,General,,https://yourstory.com/2023/01/ipo-fintech-startup-phonepe-raises-350-million-12-billion-valuation-general-atlantic,
Sundaram Alternates,$24.55,19/01/2023,India,Fintech,,https://yourstory.com/2023/01/sundaram-alternates-raises-rs-205-cr-through-debut-corporate-credit-fund,
Beaconstac,$25.00,18/01/2023,India,General,Series A,https://yourstory.com/2023/01/beaconstac-raises-25-mn-led-by-telescope-partners-accel,Telescope Partners
Read Podeum,$1.00,18/01/2023,India,General,Pre-Seed,https://yourstory.com/2023/01/startups-podeum-mprofit-socialboat-amama-secure-seed-funding,Titan Capital;Bharat Founders Fund
Log9 Materials,$10.93,17/01/2023,Bengaluru,Deeptech & AI,Series B,https://yourstory.com/2023/01/log9-materials-deep-tech-startup-battery-tech-extended-series-b-funding,PTV International Ventures
Isprava Group,$19.16,20/01/2023,India,Real Estate,,https://entrackr.com/2023/01/isprava-and-lohono-stays-parent-raises-rs-160-cr-in-new-round/,Symphony International Holdings
Amama,$0.25,18/01/2023,India,E-commerce,Seed,https://entrackr.com/2023/01/jewellery-marketplace-amama-raises-250000-seed-funding/,She Capital
SocialBoat,$0.20,18/01/2023,India,Healthtech,,https://entrackr.com/2023/01/socialboat-raises-200k-led-by-plan-b-capital/,Plan B Capital;Abhijit Kane;Videt Jaiswal;Bhuvan Gupta;Prateek Sharma;Neeraj Gupta
Mad Street Den,$30.00,18/01/2023,Chennai,AI,Series C,https://entrackr.com/2023/01/ai-firm-mad-street-den-raises-30-mn-in-series-c/,Avatar Growth Capital;Sequoia Capital;Alpha Wave Global
SayF,$0.24,17/01/2023,India,Fintech,Pre-Seed,https://entrackr.com/2023/01/reward-based-savings-app-sayf-raises-pre-seed-round/,Titan Capital;Sunn91 Ventures
Blue Tokai Coffee Roasters,$30.00,18/01/2023,India,Ecommerce,Series B,https://inc42.com/buzz/a91-partners-30-mn-funding-blue-tokai-coffee-roasters/,A91 Partners;Grand Anicut Fund;8i Ventures;White Whale Ventures
