Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
KrazyBee,$2.00,10/06/2016,Bengaluru,Fintech,Seed,https://inc42.com/flash-feed/krazybee-funding/,
GoBolt,$25.00,14/06/2016,New Delhi,E-commerce,Pre-Series A,https://inc42.com/flash-feed/gobolt-pre-series-a/,
OneWay.Cab,$0.36,15/06/2016,Ahmedabad,General,,https://inc42.com/flash-feed/oneway-cab-raises-450k-ian/,
Greytip Software,$5.20,16/06/2016,Bengaluru,SaaS,,https://inc42.com/flash-feed/greytip-software-series-b/,New Enterprise Associates
Voonik,$20.00,16/06/2016,Bengaluru,E-commerce,Series A,https://inc42.com/flash-feed/voonik-20mn-series-b/,Seedfund;Sequoia;Japanese ecommerce operator
PayTunes,$0.50,10/06/2016,Delhi,Deeptech & AI,Pre-Series A,https://inc42.com/flash-feed/mobile-ad-platform-paytunes-raises-funding-ian-cio-angels-network/,CIO Angel Network;Indian Angel Network;Apurva Parekh;Sanjay Mehta
Jazzmyride.com,,10/06/2016,India,E-commerce,Undisclosed,https://inc42.com/flash-feed/tvs-automobile-invests-11-mn-three-startups/,TVS Automobile Solutions
KhanaGaDi,,11/06/2016,Jaipur,Foodtech,Undisclosed,https://inc42.com/flash-feed/50k-ventures-khanagadi-funding/,50K Ventures
Netcore IoT business,,13/06/2016,Mumbai,Advanced Hardware & Technology,Acquisition,https://inc42.com/flash-feed/gaia-smart-cities-acquires-iot-business-of-netcore/,Gaia Smart Cities
EdTechReview,,13/06/2016,Delhi,Edtech,Pre-Series A,https://inc42.com/flash-feed/edtechreview-raises-funding-evc/,EVC Ventures
Matrubharti,$0.02,13/06/2016,India,Media & Entertainment,Seed,https://inc42.com/flash-feed/matrubharti-seed-funding/,Viridian Capital
Arkin,,13/06/2016,Pune,SaaS,Acquisition,https://inc42.com/flash-feed/nexus-backed-arkin-gets-acquired-cloud-infrastructure-firm-vmware/,VMware
Bonhomia,$0.50,14/06/2016,India,E-commerce,Bridge,https://inc42.com/flash-feed/bonhomia-raises-500k-bridge-round-funding/,Valpro Capital
Sminq,$1.00,15/06/2016,Pune,SaaS,Seed,https://inc42.com/flash-feed/sminq-1-mn-funding/,Saama Capital;Blume Ventures;Vaibhav Domkundwar
GrabOnRent,,15/06/2016,Bangalore,E-commerce,Pre-Series A,https://inc42.com/flash-feed/grabonrent-pre-series-a/,IvyCap Ventures;Unicorn India Ventures
VCare Technologies,$0.36,15/06/2016,India,Consumer Services,,https://inc42.com/flash-feed/info-edge-invests-two-startups-vcare-unnati/,Info Edge
Silvan Innovation Labs,$0.07,16/06/2016,Bangalore,Advanced Hardware & Technology,,https://inc42.com/flash-feed/silvan-funding-infuse-ventures/,Infuse Ventures
Athletto,,16/06/2016,Bangalore,Media & Entertainment,Undisclosed,https://inc42.com/flash-feed/athletto-raises-angel-funding/,Atul Ingle
SillyMonks,$0.04,11/06/2016,India,Media & Entertainment,,https://inc42.com/buzz/funding-galore-97/,Sreenivasa Reddy Musani
ClearTax,$3.30,16/06/2016,India,General,Pre-Series A,https://yourstory.com/2016/06/cleartax-funding-series_a,
Greytip,$4.19,16/06/2016,Noida,SaaS,Series B,https://yourstory.com/2016/06/greytip-funding,
OneWay.Cab,$1.00,14/06/2016,Ahmedabad,General,,https://yourstory.com/2016/06/oneway_cab-funding,
Jivox,$6.00,14/06/2016,Bengaluru,General,,https://yourstory.com/2016/06/jivox-funding,Mr Jones;Fortisure Ventures;Jivox CEO Diaz Nesamoney
Kyazoonga,,10/06/2016,Mumbai,E-commerce,Undisclosed,https://yourstory.com/2016/06/ratan-tata-invests-kyazoonga,Ratan Tata
Joyent,,16/06/2016,California,SaaS,Acquisition,https://yourstory.com/2016/06/samsung-acquires-joyent,Samsung Electronics
Xchange Leasing,$5.15,14/06/2016,Mumbai,EV & Mobility,,https://yourstory.com/2016/06/uber-invests-xchange-leasing,Uber
Hopcar,,13/06/2016,Gurgaon,EV & Mobility,Acquisition,https://yourstory.com/2016/06/spinny-acquires-hopcar,Spinny
