Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Ather Energy,$51.00,28/05/2019,Bengaluru,EV & Mobility,Series D,https://entrackr.com/2019/05/ather-energy-51-mn-sachin-bansal/,Sachin Bansal
Sistema.bio,$12.00,28/05/2019,Pune,Agritech,,https://yourstory.com/2019/05/social-enterprise-funding-sistema-bio-india-shell-foundation-dila-capital,
NBFC Samunnati,$46.35,28/05/2019,Chennai,General,Series D,https://yourstory.com/2019/05/startup-funding-nbfc-samunnati-387-cr-nuveen-elevar-equity-accel,Nuveen;Annuity Association of America (TIAA);Elevar Equity;Accel Partners
Airblack,$1.50,28/05/2019,Delhi,General,Seed,https://yourstory.com/2019/05/startup-funding-social-travel-commerce-airblack-saif-partners,SAIF Partners
FreshVnF,$2.00,29/05/2019,Mumbai,Agritech,,https://yourstory.com/2019/05/agritech-supply-chain-startup-freshvnf-funding,Equanimity Ventures
TheMathCompany,$3.50,30/05/2019,Bengaluru,Deeptech & AI,Series A,https://yourstory.com/2019/05/startup-funding-data-science-the-math-company-arihant-patni,
Leadstart Publishing,$0.36,30/05/2019,Mumbai,General,Pre-Series A,https://yourstory.com/2019/05/startup-funding-sucseed-venture-partners-leadstart-publishing,Green Shoots Capital;Metaform Ventures LLC;JITO Angel Network;SWAN Angel Network;Mumbai Angel Network;MoneyControl
Hyperhire,$4.79,30/05/2019,Delhi,Deeptech & AI,Series A,https://yourstory.com/2019/05/b2b-hr-startup-hyperhire-funding-springcamp-korea,Ta
Zaasna,$0.24,31/05/2019,Bengaluru,Proptech,Seed,https://yourstory.com/2019/05/startup-funding-proptech-zaasna-2-cr-seed-round-global-investors,
Agara Labs,$2.50,31/05/2019,Bengaluru,Healthtech,Pre-Series A,https://yourstory.com/2019/05/startup-funding-deep-tech-agara-labs-blume-rtp-global,
FreshToHome,$11.00,27/05/2019,Bengaluru,Fintech,Series A,https://yourstory.com/2019/05/startup-funding-freshtohome-meat-startups,CE Ventures;Das Capital;Kortschak Investments;TTCER Partners;Al-Nasser Holdings;S Partners;Valley-based investors
Freight Tiger,$1.68,27/05/2019,Mumbai,E-commerce,Series A,https://yourstory.com/2019/05/startup-funding-logistics-tech-freight-tiger-alsthom-industries,Goldman Sachs Investment Partners;Silicon Valley-based Accel;Exfinity Venture Partners;SoftBank
Homescreen Network,$2.00,27/05/2019,Bengaluru,General,Series A,https://yourstory.com/2019/05/startup-funding-homescreen-network-saama-capital,IAN investors Bikky Khosla (Board of Director);Prashant Pahade (lead investor) this month
Rocketium,$0.60,27/05/2019,Bengaluru,SaaS,Pre-Series A,https://yourstory.com/2019/05/startup-funding-video-creation-rocektium-1crowd-blume-ventures,India-based early stage investment platform
GlowRoad,$11.50,29/05/2019,Bengaluru,E-commerce,Series B,https://inc42.com/buzz/exclusive-glowroad-raises-funding-from-vertex-korea-investment-partners/,
Bira91 Parent,$20.00,30/05/2019,Delhi,General,Series C,https://inc42.com/buzz/bira91-parent-raises-5-6-mn-from-sixth-sense-ventures-anicut-trust/,
Roposo,$5.00,30/05/2019,Gurugram,Social Media,Series D,https://entrackr.com/2019/05/roposo-series-d-round-5-mn-tiger-global/,Tiger Global
Clairco,,28/05/2019,Bengaluru,Deeptech & AI,Seed,https://yourstory.com/2019/05/clean-air-startup-clairco-funding-angellist-india,AngelList India;Prakhar Agarwal
Highorbit Careers,$9.68,28/05/2019,India,SaaS,Acquisition,https://yourstory.com/2019/05/info-edge-highorbit-careers-iimjobs-acquisition,Info Edge
Lifelong Online,$4.79,30/05/2019,Gurugram,E-commerce,Series A,https://yourstory.com/2019/05/startup-funding-lifelong-online-tanglin-venture-partners,Tanglin Venture Partners
GlowRoad,$11.50,30/05/2019,Bengaluru,E-commerce,Series B,https://yourstory.com/2019/05/startup-funding-social-commerce-glowroad-series-b-kip-vertex-ventures,Korea Investment Partners;Vertex Ventures
Bira 91,$4.30,30/05/2019,Delhi,Foodtech,Series C,https://yourstory.com/2019/05/craft-beer-bira-91-funding-sixth-sense-ventures,Sixth Sense Ventures
@,$0.33,27/05/2019,Mumbai,SaaS,,https://yourstory.com/2019/05/startup-funding-social-media-marketing-at,Anupam Mittal;Dharti Desai;Hardik Zaveri
Skilancer Solar,,27/05/2019,Noida,Deeptech & AI,Undisclosed,https://yourstory.com/2019/05/startup-funding-skilancer-solar-alfa-ventures-ai,Alfa Ventures
UrbanClap,$15.00,28/05/2019,Gurugram,Consumer Services,Series D,https://inc42.com/buzz/urbanclap-cofounders-invest-fifteen-million-series-d-funding/,Abhiraj Bhal;Raghav Chandra;Varun Khaitan
Inkmonk,,28/05/2019,Chennai,E-commerce,Acquisition,https://inc42.com/buzz/blume-portfolio-startup-printo-acquires-custom-prints-marketplace-inkmonk/,Printo
