Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
HungerBox,$2.50,22/01/2018,Bengaluru,Foodtech,Pre-Series A,https://inc42.com/buzz/b2b-foodtech-hungerbox-funding/,Lionrock Capital
AEON Learning,$3.20,22/01/2018,Bengaluru,Edtech,Series B,https://inc42.com/buzz/edtech-startup-aeon-learning-funding/,
Milkbasket,$3.00,23/01/2018,Gurugram,SaaS,Pre-Series A,https://inc42.com/resources/milkbasket-funding-unilever-ventures/,Unilever Ventures;EVC
GreyAtom,$1.00,25/01/2018,Mumbai,Edtech,,https://inc42.com/buzz/edtech-greyatom-funding/,
Skillate,,22/01/2018,Bengaluru,Deeptech & AI,Seed,https://inc42.com/buzz/ai-hrtech-startup-skillate-funding/,Incubate Fund India;Anuj Agrawal
NeoGrowth Credit,$47.00,24/01/2018,Mumbai,Fintech,,https://inc42.com/buzz/digital-lending-neogrowth-credit-funding/,LeapFrog Investments;Aspada Investment Company;Quona Capital
Aye Finance,$6.28,24/01/2018,Gurugram,Fintech,Debt,https://inc42.com/buzz/online-lending-aye-finance-funding-ifmr/,IFMR Capital
Axio Biosolutions,$7.40,26/01/2018,Bengaluru,Healthtech,Series B,https://inc42.com/buzz/rnt-capital-funding-axio/,RNT Capital;Accel Partners;IDG Ventures India
Global Gourmet,$10.00,26/01/2018,Vadodara,General,Acquisition,https://entrackr.com/2018/01/global-gourmet-10-mn-iabf/,
Paymatrix,$0.03,25/01/2018,Gurugram,Fintech,Seed,https://entrackr.com/2018/01/paymatrix-raises-seed-fund/,
ZiffyHomes,$0.24,23/01/2018,Gurugram,General,Seed,https://entrackr.com/2018/01/home-rental-ziffyhomes-funding/,Bikky Khosla (CEO at TradeIndia
OptaCredit,$2.99,22/01/2018,Chennai,Fintech,Series A,https://entrackr.com/2018/01/optacredit-raises-credit-dmi/,
Shubham Housing,$36.53,24/01/2018,India,General,Series D,https://yourstory.com/2018/01/shubham-housing-raises-rs-305-cr-series-d-premji-invest-acquires-40-percent-stake,
Milkbasket,$3.00,24/01/2018,Gurugram,E-commerce,Pre-Series A,https://yourstory.com/2018/01/milkbasket-raises-3-m-pre-series-unilever-ventures,
Massive Restaurants,$19.16,22/01/2018,India,General,,https://yourstory.com/2018/01/massive-restaurants-raises-funding-to-expand-to-14-countries,
MX Player,$200.00,24/01/2018,Seoul,Media & Entertainment,Acquisition,https://entrackr.com/2018/01/times-internet-acquires-mx-player/,Times Internet
NODWIN Gaming,,24/01/2018,Gurugram,Deeptech & AI,Acquisition,https://entrackr.com/2018/01/gaming-nazara-games-acquires-nodwin/,Nazara Technologies
WagonBee,,22/01/2018,Noida,EV & Mobility,Acquisition,https://entrackr.com/2018/01/travel-tech-goomo-acquires-wagonbee/,Goomo
Paperflite,$0.40,24/01/2018,Chennai,SaaS,Seed,https://yourstory.com/2018/01/saas-startup-paperflite-secures-400k-seed-funding-round-led-chennai-angels,The Chennai Angels;Lakshmi Narayanan;Girish Mathrubootham;T R Santhanakrishnan;Mithun Sancheti
