Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
MakeMyTrip,$330.00,06/05/2017,Bengaluru,Healthtech,Series A,https://inc42.com/buzz/funding-galore-144/,
LegalRaasta,$5.00,12/05/2017,Delhi,Fintech,Series A,https://inc42.com/buzz/legalraasta-raises-5-mn-funding/,Impanix Capital
CureFit,$3.00,08/05/2017,Bengaluru,General,Acquisition,https://inc42.com/buzz/curefit-funding-rnt-capital/,Gokul Rajaram
Zenify,,08/05/2017,Bengaluru,Real Estate Tech,Acquisition,https://inc42.com/buzz/nestaway-acquires-zenify/,NestAway
Anchanto,,09/05/2017,Singapore,SaaS,Undisclosed,https://inc42.com/buzz/anchanto-funding/,Luxasia Group;Transcosmos
Lucideus,,09/05/2017,Delhi,SaaS,Undisclosed,https://inc42.com/buzz/lucideus-tech-raises-funding/,Rajan Anandan;Sunil Kalra;Vellayan Subbiah;Jonathan Boutelle
MyGreens,$1.00,08/05/2017,Delhi,Foodtech,,https://inc42.com/buzz/mygreens-angel-funding/,Ajay Relan;Sundeep Bhandari
Ace Turtle,$5.00,08/05/2017,Bengaluru,SaaS,Series A,https://inc42.com/buzz/ace-turtle-5mn-vertex-c31/,Vertex Ventures;C31 Ventures
Sequretek,,09/05/2017,Mumbai,SaaS,Series A,https://inc42.com/buzz/sequretek-series-a/,GVFL;Unicorn India Ventures
EarlySalary,$4.00,11/05/2017,Pune,Fintech,Series A,https://inc42.com/buzz/earlysalary-4mn-idg-dhfl/,IDG Ventures India;Dewan Housing Finance Corp
Chymera VR,,10/05/2017,Bengaluru,Deeptech & AI,Undisclosed,https://inc42.com/buzz/chymera-vr-funding/,Anupam Mittal;Varsha Rao;Surojit Chatterjee;Nirav Choksi
Log 9 Materials,,11/05/2017,Bengaluru,Deeptech & AI,Pre-Series A,https://inc42.com/buzz/log-9-funding/,GEMs
Vidooly,$1.40,10/05/2017,Noida,SaaS,Series A,https://inc42.com/buzz/vidooly-series-a-funding/,Times Internet;GVFL
ION Energy,,10/05/2017,Mumbai,EV & Mobility,Undisclosed,https://inc42.com/buzz/ion-energy-funding/,Sushil Jiwarajka;Aakrit Vaish;Swapan Rajdev
EarlySalary,$4.00,10/05/2017,Pune,Fintech,Series A,https://yourstory.com/2017/05/earlysalary-raises-4-m-idg-dhfl,
