Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Darwinbox,$4.00,20/06/2017,India,General,Series A,https://inc42.com/buzz/hrtech-darwinbox-funding/,Lightspeed India Partners
Grow Fit,$4.50,21/06/2017,Bengaluru,Healthtech,Series A,https://inc42.com/buzz/grow-fit-funding/,Manipal Education;Medical Group (MEMG);Krishnan Ganesh;Meena Ganesh’s GrowthStory platform
Julia Computing,$4.60,22/06/2017,Bengaluru,E-commerce,,https://inc42.com/buzz/julia-computing-funding-2/,US-based General Catalyst;Founder Collective
LoanTap,$4.00,23/06/2017,Mumbai,Fintech,Series B,https://inc42.com/buzz/loantap-4mn-fintech-loan/,Kae Capital;HNIs (high net worth individuals);India Quotient
OneAssist,$18.00,23/06/2017,Mumbai,Fintech,Series B,https://inc42.com/buzz/oneassist-18mn-seriesc/,Moonstone Investments
Troo.ly,,19/06/2017,California,Deeptech & AI,Acquisition,https://inc42.com/buzz/airbnb-acquires-trooly/,Airbnb
FortunePay,,20/06/2017,Bengaluru,Fintech,Acquisition,https://inc42.com/buzz/mpos-ezetap-acquires-fortunepay-payment/,Ezetap
Mswipe,$31.00,21/06/2017,Mumbai,Fintech,Series D,https://inc42.com/buzz/mswipe-mpos-31mn-ratan-tata-rnt/,UC-RNT Fund;Matrix Partners India;Falcon Edge Capital;DSG Consumer Partners
Babajob,,21/06/2017,Bengaluru,HR Tech,Acquisition,https://inc42.com/buzz/quikr-babajob-acquisition/,Quikr
Insider.in,$5.42,20/06/2017,Mumbai,Media & Entertainment,Acquisition,https://inc42.com/buzz/paytm-insider-acquisition/,Paytm
Kissht,$2.00,22/06/2017,Mumbai,Fintech,Series B,https://entrackr.com/2017/06/fintech-startup-kissht-raises-2-million-from-tech-focussed-endiya-partners-and-ventureast/,
Mswipe Technologies,$24.67,21/06/2017,Mumbai,General,Acquisition,https://entrackr.com/2017/06/mswipe-technologies-raises-funds/,Ratan-backed UC-RNT capital;UC-RNT capital;DSG Consumer Partners;Matrix Partners
Fynd,$2.51,21/06/2017,Mumbai,E-commerce,Series A,https://entrackr.com/2017/06/fynd-secures-series-a-funding-from-iifl-seed-ventures-and-others/,IIFL Seed Ventures;IIFL Seed Ventures while early investor Kae Capital;Kae Capital;Rajiv Mehta of Arvind Sports;Ramakant Sharma
Explore Life Traveling,$0.50,22/06/2017,India,Travel,Seed,https://entrackr.com/2017/06/travel-tech-startup-explore-life-traveling-raises-seed-round-multiple-investors/,Mekin Maheshwari;Bharat Vijay;Krish Seshadri;Amar Arsikere
Unbxd,$12.50,19/06/2017,Bengaluru,SaaS,Series C,https://entrackr.com/2017/06/unbxd-crosses-series-c-hurdle-raises-12-5-mn-led-eight-roads-ventures/,Eight Roads Ventures;IDG Ventures;Inventus Capital Partners;Nirvana Ventures;Kris Gopalakrishnan
VoxWeb,$1.00,23/06/2017,Kanpur,General,,https://yourstory.com/2017/06/social-network-speaking-pictures-voxweb-raises-1m,
