Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
BigBasket,$84.00,01/04/2017,Bengaluru,General,Series B,https://inc42.com/buzz/funding-galore-139/,B Capital Group;Ignition Partners;Greycroft in partnership;Mayfield India;3one4 Capital;Sistema Asia Fund;Neoplux Technology Fund;Satveer Thakral of Singapore Angel Network;LetsVenture;Mumbai Angels;Apurva Salarpuria (founder;Salarpuria Sattva Group);Sidharth Pansari (Director;Primarc Group);Abhishek Bhatewara (p
Eruditus,$8.16,03/04/2017,Mumbai,Edtech,Series B,https://inc42.com/buzz/eruditus-secures-series-b-funding/,Bertelsmann India Investments
CASHe,$3.80,03/04/2017,Mumbai,Fintech,Series A,https://inc42.com/buzz/cashe-funding-seriesa/,Mathew Cyriac
Perfios,$6.10,04/04/2017,Bengaluru,Fintech,Series A,https://inc42.com/buzz/perfios-funding/,
WayCool,$2.70,04/04/2017,Chennai,Agritech,Series B,https://inc42.com/flash-feed/waycool-funding-aspada/,Accel India
DataWeave,,06/04/2017,Bengaluru,Deeptech & AI,Undisclosed,https://inc42.com/buzz/dataweave-series-a-funding/,FreakOut Group;Blume Ventures;WaterBridge Ventures
HealthCare atHOME,$38.50,03/04/2017,Delhi,Healthtech,,https://inc42.com/flash-feed/athome-funding/,Quadria Capital
SmartCoin,,03/04/2017,Bengaluru,Fintech,Undisclosed,https://inc42.com/buzz/smartcoin-funding-unicorn/,Unicorn India Ventures
Whatfix,$3.69,04/04/2017,Bengaluru,SaaS,Series A,https://inc42.com/buzz/whatfix-secures-funding/,Stellaris Venture Partners;Helion Venture Partners;Powerhouse Ventures
ElasticRun,$7.00,04/04/2017,Pune,Logistics,,https://inc42.com/buzz/elasticrun-7mn-kalaari-norwest/,Kalaari Capital;Norwest Venture Partners
Medwell Ventures,$21.00,06/04/2017,Bengaluru,Healthtech,Series B,https://inc42.com/buzz/medwell-ventures-funding-series-b/,Mahindra Partners;Eight Roads Ventures;F-Prime Capital Partners
QorQL,,07/04/2017,Noida,Healthtech,Undisclosed,https://inc42.com/buzz/paytm-backs-qorql/,Paytm
PharmEasy,$16.00,07/04/2017,Mumbai,Healthtech,Series B,https://inc42.com/buzz/pharmeasy-seriesb-16mn/,Bessemer Venture Partners;Orios Venture Partners
Wonderchef,,07/04/2017,Mumbai,E-commerce,Undisclosed,https://inc42.com/flash-feed/wonderchef-funding/,Labruyere Eberle
Fingerlix,$3.00,05/04/2017,Mumbai,General,Series A,https://yourstory.com/2017/04/fingerlix-raises-series-a-funding,
Waycool Foods,$2.70,04/04/2017,Chennai,Logistics,,https://yourstory.com/2017/04/waycool-foods-raises-funding-from-aspada-investment,
GrowthEX,$0.00,03/04/2017,Chandigarh,General,Acquisition,https://yourstory.com/2017/04/growthex-raises-angle-funding,
FastFox.com,$3.59,06/04/2017,India,General,Series A,https://yourstory.com/2017/04/fastfox-series-a,Lightspeed India Partners
Testbook,,03/04/2017,India,Edtech,Series A,https://yourstory.com/2017/04/testbook-series-a-matrix-partners,Matrix Partners
Twenty Two Motors,$1.60,07/04/2017,Gurgaon,EV & Mobility,Pre-Series A,https://yourstory.com/2017/04/twenty-two-motors-funding,Ishwar Singh;Farhaan Shabbir
