Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Vikra Ocean Tech,$1.00,29/04/2026,India,Deeptech,Seed,https://entrackr.com/snippets/vikra-ocean-tech-raises-1-mn-from-finvolve-and-india-accelerator-11779394,Finvolve;India Accelerator
Prithu,$1.20,29/04/2026,Gurugram,Agritech,Seed,https://entrackr.com/snippets/climate-tech-startup-prithu-raises-rs-10-cr-in-seed-round-led-by-transition-vc-11777909,Transition VC
Wow! Momo,$11.60,29/04/2026,India,Food & Beverage,Debt,https://entrackr.com/exclusive/exclusive-wow-momo-to-raise-rs-110-cr-debt-from-anicut-capital-11777786,Anicut Capital
SportVot,$3.92,29/04/2026,Mumbai,Gaming,,https://entrackr.com/snippets/ian-alpha-fund-leads-rs-327-cr-round-in-sports-tech-startup-sportvot-11776924,IAN Alpha Fund;Anicut Capital;Let's Venture;Capital A;Succeed Innovation
Sahi,$33.00,29/04/2026,Bengaluru,Fintech,Series B,https://entrackr.com/news/dale-vazs-stock-trading-app-sahi-raises-33-mn-in-series-b-round-11776820,Accel;Elevation Capital
Ubiqedge,$1.20,30/04/2026,India,Deeptech,Seed,https://entrackr.com/snippets/piper-serica-leads-rs-10-cr-seed-round-in-aiot-startup-ubiqedge-11782019,Piper Serica;Shibam Das;Sumit Chhazed
Ctruh,$2.50,30/04/2026,Bengaluru,Deeptech,Seed,https://entrackr.com/snippets/deep-tech-startup-ctruh-secures-25-mn-in-seed-funding-11781538,Inflection Point Ventures;Avinya Ventures;India Accelerator;Anthill Ventures;Finvolve
Milky Mist,$42.75,04/05/2026,India,FMCG,,https://entrackr.com/news/milky-mist-raises-rs-482-cr-in-pre-ipo-round-led-by-temasek-arm-11799542,Jongsong Investments (Temasek)
Aurm,$5.03,04/05/2026,Bengaluru,Fintech,Seed,https://entrackr.com/snippets/aurm-raises-rs-42-cr-in-series-a-round-led-by-earth-fund-and-sattva-ventures-11799095,Earth Fund;Sattva Ventures
Banza,$1.00,04/05/2026,Bengaluru,AI,Pre-Seed,https://entrackr.com/snippets/data-sharing-startup-banza-raises-pre-seed-round-led-by-campus-fund-11798690,Campus Fund;Avalanche
Tsavorite,$5.00,04/05/2026,India,Semiconductors,Series A,https://entrackr.com/snippets/ai-computing-solutions-provider-tsavorite-raises-5-mn-led-by-pavestone-11797773,Pavestone
Kisah,$3.80,04/05/2026,India,Fashion,Series A,https://entrackr.com/news/fireside-ventures-leads-kisahs-series-a-round-valuation-jumps-to-rs-211-cr-11797334,Fireside Ventures
CHOSEN,$5.00,04/05/2026,Chennai,Beauty,Series A,https://entrackr.com/snippets/fireside-ventures-leads-5-mn-series-a-round-in-skincare-brand-chosen-11786191,Fireside Ventures;BOLD (L'Oreal);Alkemi Growth Capital
HealthFab,$2.10,04/05/2026,India,D2C,Series A,https://entrackr.com/snippets/healthfab-raises-rs-20-cr-in-series-a-led-by-atomic-capital-11797182,Atomic Capital
Blue Tokai,$19.00,04/05/2026,India,Food & Beverage,Series D,https://entrackr.com/exclusive/exclusive-blue-tokai-to-raise-rs-175-cr-in-its-extended-series-d-round-11797068,Anicut Capital;A91 Emerging Fund;Verlinvest;12 Flags
Vobiz.ai,$1.00,05/05/2026,Bengaluru,Deeptech,Seed,https://entrackr.com/snippets/telephony-infra-startup-vobizai-raises-1-mn-led-by-piper-serica-11801843,Piper Serica
Jurisphere,$2.20,05/05/2026,India,AI,Seed,https://entrackr.com/snippets/jurisphere-raises-22-mn-led-by-infoedge-ventures-11801587,InfoEdge Ventures;Flourish Ventures;Antler;8i Ventures
