Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Chalo,$57.00,22/05/2023,India,EV & Mobility,Series D,https://inc42.com/buzz/mobility-startup-chalo-bags-57-mn-funding-to-enter-new-international-markets/,Avataar Ventures;Lightrock India;WaterBridge Ventures
PhonePe,$100.00,22/05/2023,India,Fintech,,https://inc42.com/buzz/phonepe-raises-100-mn-more-general-atlantic-fundraise-850-mn-2023/,
Microsoft-Backed Builder.ai,$250.00,23/05/2023,India,Deeptech & AI,Series D,https://inc42.com/buzz/microsoft-backed-builder-ai-raises-250-mn-in-series-d-funding-round-led-by-qia/,QIA;Qatar Investment Authority (QIA);Iconiq Capital;Jungle Ventures;Insight Partners
EMO Energy,$1.20,23/05/2023,Bengaluru,Deeptech & AI,Pre-Seed,https://inc42.com/buzz/emo-energy-bags-funding-to-focus-on-decarbonisation-through-battery-powered-solutions/,Transition VC
Purplle,$265.00,24/05/2023,India,E-commerce,Series E,https://inc42.com/buzz/purplle-picks-up-50-60-mn-funding-adia-flat-valuation/,
Faber,$2.99,24/05/2023,India,Edtech,,https://inc42.com/buzz/edtech-startup-ufaber-bags-funding-to-strengthen-offerings/,
Ulipsu,$3.20,25/05/2023,India,Edtech,Pre-Series A,https://inc42.com/buzz/edtech-startup-ulipsu-bags-3-2-mn-to-diversify-portfolio-foray-into-middle-east/,Canada
XFlow,$10.20,25/05/2023,India,Fintech,Pre-Series A,https://inc42.com/buzz/xflow-bags-10-2-mn-to-streamline-b2b-cross-border-payments/,Australian VC firm Square Peg;Australian venture capital (VC) firm Square Peg;Lightspeed;General Catalyst;Moore Strategic Ventures
KREO,$0.78,23/05/2023,Bengaluru,Gaming,Seed,https://entrackr.com/2023/05/consumer-electronics-brand-kreo-raises-rs-6-5-cr-in-seed-round/,Sauce
HaiVE.Tech,$1.00,22/05/2023,India,Fintech,Pre-Seed,https://entrackr.com/2023/05/haive-tech-raises-1-mn-in-pre-seed-round/,Mohan K;CEO of IppoPay
Boston,$0.10,25/05/2023,Gurugram,General,Seed,https://yourstory.com/2023/05/startup-news-updates-daily-roundup-may-25-2023,
Walko Food,$11.00,24/05/2023,Pune,D2C,,https://yourstory.com/2023/05/walko-food-11-million-growth-capital-funding-jungle-ventures,Jungle Ventures;J M Financial
Thena,$5.00,24/05/2023,India,SaaS,Pre-Seed,https://yourstory.com/2023/05/b2b-saas-startup-thena-seed-funding-lightspeed-first-round-capital,Amazon
Ulipsu,$3.20,24/05/2023,Coimbatore,Edtech,Pre-Series A,https://yourstory.com/2023/05/startup-news-and-updates-daily-roundup-may-24-2023,Mastermind JPIN Capital Partners;Gray Matters Capital
Hopscotch,$20.00,24/05/2023,Mumbai,E-commerce,Seed,https://yourstory.com/2023/05/hopscotch-secures-20-million-funding-round-led-by-amazon,Amazon;Eduardo Saverin;Co-founder of Facebook
Gan.ai,$5.25,23/05/2023,India,Deeptech & AI,Seed,https://yourstory.com/2023/05/generative-ai-video-startup-gan-ai-525-million-seed-funding,Surge;Sequoia Capital India;Southeast Asia’s rapid scale-up programme;Emergent Ventures
Builder.ai,$250.00,23/05/2023,India,Deeptech & AI,Series D,https://yourstory.com/2023/05/funding-builder-ai-250-million-qatar-investment-authority,Qatar Investment Authority;Qatar's sovereign wealth fund;Jungle Ventures;Iconiq Capital;Insight Partners
Infinite Uptime,$18.85,22/05/2023,India,General,Series B,https://yourstory.com/2023/05/funding-industrial-iot-innovator-infinite-uptime-18million-tigerglobal,Tiger Global;VenturEast;GSR Ventures;Mayfield;THK;Belgium based innovative impact investor;KOIS
RootFi,$1.50,22/05/2023,Bengaluru,SaaS,Seed,https://entrackr.com/2023/05/y-combinator-and-others-lead-seed-round-in-saas-startup-rootfi/,Y Combinator;Pioneer Fund;Soma Capital
Agilitas Sports,$52.00,20/05/2023,India,Sports,,https://inc42.com/buzz/from-agilitas-sports-to-rooter-indian-startups-raised-171-mn-this-week/,Convergent Finance
Bleu,,24/05/2023,India,Ecommerce,Acquisition,https://inc42.com/buzz/sirona-forays-into-sexual-wellness-category-with-the-acquisition-of-bleu/,Sirona
NIC,$11.00,24/05/2023,Pune,FMCG,,https://inc42.com/buzz/ice-cream-brand-nic-11-mn-funding-jungle-ventures/,Jungle Ventures
CarLelo,$17.96,26/05/2023,India,Auto,Acquisition,https://inc42.com/buzz/capri-loans-acquires-car-marketplace-carlelo-for-inr-150-cr/,Capri Global Holdings
OGS PayLab,,25/05/2023,Chennai,Fintech,Acquisition,https://yourstory.com/2023/05/paytabs-acquires-ogs-paylab-india-deliver-mada-certified-payment-saudi-arabia,PayTabs Group
Bleu,,23/05/2023,India,Sexual wellness,Acquisition,https://yourstory.com/2023/05/sirona-acquires-womens-wellness-brand-bleu-the-good-glamm-group,Sirona Hygiene
