Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Appsmith,$41.00,24/06/2022,India,General,Series B,https://inc42.com/buzz/appsmith-raises-41-mn-to-help-enterprises-build-low-code-custom-apps/,Insight Partners;Accel;Canaan Partners;OSS Capital
Matter,$10.00,24/06/2022,India,EV & Mobility,,https://inc42.com/buzz/matter-closes-10-mn-dollar-funds-to-launch-its-ev-two-wheeler-by-2022-end/,
Mn,$791.00,25/06/2022,India,Fintech,Series C,https://inc42.com/buzz/funding-galore-791-mn-raised-by-indian-startups-this-week/,
Battery Smart,$25.00,27/06/2022,Gurugram,EV & Mobility,Pre-Series A,https://inc42.com/buzz/ev-startup-battery-smart-raises-25-mn-to-partner-with-oems-and-fleet-operators/,Tiger Global;Blume Ventures;Orios Ventures
Solv,$40.00,27/06/2022,India,E-commerce,Series A,https://inc42.com/buzz/ecommerce-marketplace-solv-raises-40-mn-to-grow-its-bnpl-loan-offerings/,SBI Holdings;SC Ventures
Turno,$3.10,29/06/2022,India,Fintech,Seed,https://inc42.com/buzz/turno-bags-3-1-mn-in-seed-funding-to-be-the-orchestrator-of-commercial-ev-segment/,Stellaris Venture Partners;Avaana Capital;Darwinbox’s Jayant Paleti
AquaExchange,$3.00,30/06/2022,India,Fintech,Pre-Series A,https://inc42.com/buzz/aquaexchange-secures-funding-to-offer-farm-automation-services-to-aquafarms/,
CheQ,$10.00,30/06/2022,Bengaluru,Fintech,Seed,https://inc42.com/buzz/fintech-startup-cheq-raises-10-mn-launch-credit-management-platform/,Venture Highway;3one4 Capital;Multiply Ventures;Marshot Ventures;Veda VC
PropShare,$47.00,27/06/2022,Bengaluru,General,Series B,https://yourstory.com/2022/06/real-estate-investment-platform-propshare-westbridge-capital,WestBridge Capital;Pravega Ventures
Purple Style Labs,$10.00,27/06/2022,India,Ecommerce,Series B,https://inc42.com/buzz/luxury-clothing-startup-purple-style-labs-raises-10-mn-funding-to-expand-global-footprint/,Akash Bhansali;Madhuri Dixit Nene;Navroz Udwadia;Sid Yog;Rahul Garg;Mukul Agrawal;Rahul Kayan;Girish Kulkarni;Rishi Vasudev
Open Secret,,28/06/2022,Mumbai,Ecommerce,Series B,https://inc42.com/buzz/open-secret-secures-funding-to-offer-healthy-snacks-to-indian-households/,Ananta Capital;Sixth Sense Ventures;Matrix Partners India;Gautam Kumra
TheDataTeam,,28/06/2022,Chennai,Enterprise Tech,Acquisition,https://inc42.com/buzz/fintech-saas-platform-lentra-ai-acquires-ai-startup-thedatateam/,Lentra
Progcap,$40.00,28/06/2022,India,Fintech,Series C,https://inc42.com/buzz/progcap-secures-40-mn-funding-to-offer-financing-solutions-to-small-businesses/,Creation Investments;Tiger Global Management;Google;Sequoia Capital India
Sourcewiz,$2.50,29/06/2022,India,Enterprise Tech,Pre-Series A,https://inc42.com/buzz/blume-ventures-backed-sourcewiz-bags-funding-to-help-indian-exporters-digitise-businesses/,Matrix Partners India;100x Entrepreneur Fund;MarsShot Ventures;Aniket Deb;Wami Capital;Rohit Kapoor
Arzooo,$70.00,29/06/2022,Bengaluru,Retail Tech,Series B,https://inc42.com/buzz/ex-flipkart-executives-founded-retail-tech-startup-arzooo-secures-70-mn/,SBI Investment;Trifecta Leaders Fund;Celesta Capital;3 Lines VC;Tony Xu
OWNDAYS,$400.00,30/06/2022,Japan,Ecommerce,Acquisition,https://inc42.com/buzz/lenskart-acquires-japans-eyewear-brand-owndays-in-a-400-mn-deal/,Lenskart
GetVantage,$36.00,30/06/2022,Mumbai,Fintech,,https://inc42.com/buzz/fintech-startup-getvantage-bags-36-mn-funding-to-scale-up-tech-expand-to-new-territories/,Varanium Nexgen Fintech Fund;DMI Sparkle Fund;Chiratae Ventures;Dream Incubator Japan;Sony Innovation Fund;InCred Capital
hav.,$0.40,28/06/2022,India,Healthtech,,https://yourstory.com/2022/06/funding-roundup-hav-nutritap-technologies-ahods-early-stage-startup,StartUp Health
