Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Sattviko,$0.24,12/09/2017,Delhi,E-commerce,Pre-Series A,https://inc42.com/buzz/sattviko-funding-foodtech/,Raman Roy;Chairman of Nasscom
Unacademy,$11.50,13/09/2017,Bengaluru,Edtech,Series B,https://inc42.com/buzz/edtech-unacademy-funding/,Sequoia India;SAIF Partners
WittyFeed,,12/09/2017,Indore,Media & Entertainment,Pre-Series A,https://inc42.com/buzz/content-marketing-wittyfeed-funding/,Anand Chandrasekaran;Apurva Chamaria;Ritesh Malik;Ashish Toshniwal;Ajeet Khurana;Singapore Angel Network
Get My Parking,$3.00,12/09/2017,Delhi,Deeptech & AI,Series A,https://inc42.com/buzz/get-my-parking-series-a-funding-mobile-parking/,IAN Fund;BEENEXT;Indian Angel Network
Creator's Gurukul,,14/09/2017,New Delhi,Real Estate Tech,Undisclosed,https://inc42.com/buzz/coworking-creators-gurukul-funding/,Rohit Nanda;Rajit Nanda;Smarak Bhuyan;Sashwat Brahma
GlowRoad,$2.00,13/09/2017,Bengaluru,E-commerce,Series A,https://inc42.com/buzz/c2c-reseller-glowroad-funding/,Accel Partners
XPrep,$11.50,15/09/2017,Delhi,Edtech,,https://entrackr.com/2017/09/xprep-bags-angel-funding/,Netherland-based Rising Stars;Netherland-based venture fund Rising Stars;Manish Amin;Pallav Pandey (Co-founder Knowlarity;Broex);Chavi Jafa (Head-Business Solutions
OYO,$250.00,13/09/2017,Gurugram,General,,https://entrackr.com/2017/09/oyo-secures-10-mn-china-lodging/,
Tonbo Imaging,$17.00,12/09/2017,Bengaluru,General,Series B,https://entrackr.com/2017/09/tonbo-imaging-raises-17-mn/,WRV Capital
Zilingo,$17.00,12/09/2017,Bengaluru,E-commerce,,https://entrackr.com/2017/09/zilingo-raises-17-mn-sequoia-others/,Sequoia Capital India;Burda Principal Investments;Venturra Capital;SIG;Beenext;Wavemaker
CallHealth,$4.79,11/09/2017,Hyderabad,General,,https://entrackr.com/2017/09/callhealth-services-raises-rs-40-cr/,Sachin Tendulkar;Trevanion Pte Ltd;Perini Pte Ltd;Iquest Enterprises Pvt
Sattviko,$0.24,11/09/2017,Delhi,Foodtech,Pre-Series A,https://entrackr.com/2017/09/sattviko-raises-funds/,Raman Roy;Xerox India managing director Rajat Jain;Samsung executive Sanjay Bhasin in February 2015
Ecom Express,$22.99,11/09/2017,Delhi,E-commerce,,https://entrackr.com/2017/09/ecom-express-secures-rs-192-cr/,
Matrimony.com,$26.95,09/09/2017,Chennai,General,,https://entrackr.com/2017/09/matrimony-raises-rs-225-crore-anchor-investors/,
Creator's Gurukul,,15/09/2017,Delhi,Co-working,Undisclosed,https://entrackr.com/2017/09/creators-gurukul-secures-fresh-funding/,Rohit Nanda;Rajit Nanda;Smarak Bhuyan;Sashwat Brahma
Runnr,,13/09/2017,India,Logistics,Acquisition,https://entrackr.com/2017/09/zomato-acquires-runnr/,Zomato
Finova Capital,,12/09/2017,Jaipur,Fintech,Series A,https://entrackr.com/2017/09/finova-raises-funding-sequoia/,Sequoia Capital India
OYO Rooms,$10.00,13/09/2017,India,General,Series D,https://yourstory.com/2017/09/oyo-rooms-raises-10m-china-lodging-group,Sequoia Capital;Lightspeed Ventures
