Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Firstcry,$36.00,08/04/2015,Pune,E-commerce,Series B,https://inc42.com/buzz/firstcry-closes-its-series-d-round-at-36-mn-with-additional-10-mn-plans-to-boost-its-private-label-brand-babyhug/,Facebook co-founder Eduardo Saverin;Los Angeles based VC firm Velos Capital;Valiant Capital Partners;Ventex Venture Holdings;SAIF Partners
Unitus,$4.31,10/04/2015,Bengaluru,E-commerce,Seed,https://inc42.com/buzz/aiming-to-double-its-investment-rate-unitus-seed-fund-closes-inr-36-cr-from-existing-new-investors/,Mohandas Pai;Ranjan Pai
MobiKwik,$25.00,08/04/2015,India,Fintech,Series B,https://inc42.com/buzz/mobikwik-gets-about-25-mn-from-tree-line-asia-plans-to-raise-another-100-mn/,Tree Line Asia;Cisco Investments;American Express;Sequoia Capital
LogiNext,$0.36,08/04/2015,Mumbai,Logistics,Seed,https://inc42.com/buzz/eyeing-385-bn-logistics-space-mumbai-based-loginext-secures-inr-3-cr-from-ian/,Indian Angel Network
Freecharge,$450.00,08/04/2015,India,Fintech,Acquisition,https://inc42.com/buzz/breaking-snapdeal-finally-acquires-freecharge/,Snapdeal
Global Fashion Group,$35.00,08/04/2015,India,E-commerce,,https://inc42.com/buzz/online-fashion-retailer-jabong-merges-with-gfg-newly-merged-entity-raises-35-mn-from-tengelmann-verlinvest/,Tengelmann Ventures;Verlinvest
UrbanLadder,$50.00,09/04/2015,India,E-commerce,,https://inc42.com/buzz/urbanladder-grabs-50-mn-from-sequoia-tr-capital-existing-investors/,Sequoia Capital;TR Capital;Steadview Capital;SAIF Partners;Kalaari Capital
Whatfix,$0.66,10/04/2015,Bangalore,SaaS,Seed,https://inc42.com/buzz/whatfix-funding/,Powerhouse Ventures;Helion;GSF
Zomato,$50.00,10/04/2015,Gurgaon,Foodtech,,https://inc42.com/buzz/zomato-has-just-added-50-mn-in-its-funding-box/,Info Edge
PressPlay,$2.20,08/04/2015,Delhi,Media & Entertainment,Pre-Series A,https://inc42.com/startups/entertainment-on-the-go-for-travelers-pressplay-gets-2-2-mn-from-sequoia-capital-to-make-traveling-more-fun/,Sequoia Capital;angel investors
ZopNow,$10.00,13/04/2015,Bangalore,E-commerce,,https://inc42.com/buzz/grocery-space-attracts-investor-attention-zopnow-grabs-10-mn-from-dragoneer-existing-investors-valued-at-50-mn/,Dragoneer Investment Group;Accel Partners;Qualcomm Ventures;Times Internet
The Porter,$0.36,13/04/2015,Mumbai,Logistics,,https://inc42.com/buzz/mumbai-based-the-porter-a-startup-by-iitians-gets-inr-3-cr-to-make-intracity-goods-movement-a-breeze/,Kae Capital
CapriCoast,$1.25,13/04/2015,Bangalore,E-commerce,Seed,https://inc42.com/buzz/zansaar-cofounders-new-online-furnishing-startup-capricoast-gets-accels-attention-invests-1-25-mn/,Accel Partners India
Commeasure,$1.00,14/04/2015,Noida,Travel Tech,Seed,https://inc42.com/buzz/ex-makemytrip-employees-startup-which-develops-direct-booking-systems-for-hotels-gets-1-mn-from-jungle-ventures/,Jungle Ventures
LocalOye,$5.00,14/04/2015,Mumbai,Consumer Services,Series A,https://inc42.com/buzz/localoye-aims-to-disrupt-the-100-bn-local-services-market-raises-5-mn-from-lightspeed-tiger-global/,Tiger Global Management;Lightspeed Venture Partners
Ola,$400.00,08/04/2015,India,EV & Mobility,Series E,https://inc42.com/buzz/yuri-milners-dst-global-infuses-over-200-mn-in-olas-315-mn-series-e-round/,DST Global;GIC;Falcon Edge Capital;SoftBank Group;Tiger Global;Steadview Capital;Accel Partners
Purple Squirrel Eduventures,,09/04/2015,Mumbai,Edtech,Undisclosed,https://inc42.com/buzz/investors-eyeing-elearning-space-matrix-partners-india-invests-in-mumbai-based-purple-squirrel/,Matrix Partners India
Urban Ladder,$50.00,09/04/2015,Bengaluru,E-commerce,Series C,https://yourstory.com/2015/04/urban-ladder-funding-sequoia-capital,
SVB India Finance,$35.93,14/04/2015,Mumbai,Fintech,Acquisition,https://yourstory.com/2015/04/temasek-acquires-svb-india-renames-innoven-capital,Temasek
MaplePOS,,14/04/2015,Delhi,Foodtech,Acquisition,https://inc42.com/buzz/zomato-acquires-maplepos-to-enable-restaurant-reservations-payments/,Zomato
