Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
MobileWalla,$12.50,28/05/2018,Kolkata,General,Series B,https://inc42.com/buzz/mobilewalla-raises-12-5-mn-series-b-funding-to-accelerate-data-science-innovation/,GCP Capital;New Investor ATW Partners;And Existing Investor Madrona Ventures;New York-based GCP Capital;Madrona Venture Group;ATW Partners;IAN
Orowealth,$1.60,29/05/2018,Mumbai,Fintech,Series A,https://inc42.com/buzz/fintech-startup-orowealth-raises-1-6-mn-in-series-a-funding/,Powerhouse Ventures
Toffee Insurance,$1.50,29/05/2018,India,Fintech,Seed,https://inc42.com/buzz/toffee-insurance-raises-1-5-mn-in-seed-funding-from-kalaari-omidyar-and-accion/,Kalaari Capital;Omidyar Network;Accion Venture Lab
Pine Labs,$125.00,31/05/2018,New Delhi,Fintech,Acquisition,https://inc42.com/buzz/pine-labs-raises-125-mn-from-paypal-temasek/,Actis Capital;Altimeter Capital
CredRight,$1.30,31/05/2018,Hyderabad,Fintech,Pre-Series A,https://inc42.com/buzz/credright-raises-1-3-mn-pre-series-a-funding-from-yournest-and-accion/,
Acko,$12.00,28/05/2018,Mumbai,Fintech,,https://inc42.com/buzz/amazon-chryscap-led-12-mn-funding-round-in-online-insurance-startup-acko/,Amazon;Ashish Dhawan;Catamaran Ventures
KRACKiN,,28/05/2018,Bengaluru,Edtech,Acquisition,https://inc42.com/buzz/inurture-acquires-krackin-to-help-graduates-become-industry-ready/,iNurture
YCook,$5.00,29/05/2018,Bengaluru,Foodtech,Series B,https://inc42.com/buzz/food-startup-ycook-raises-5-mn-series-b-funding-from-021-capital-oikocredit/,021 Capital;Oikocredit
Zenatix,,29/05/2018,Gurgaon,Deeptech & AI,Acquisition,https://inc42.com/buzz/hero-electronix-forays-into-iot-with-acquisition-of-zenatix/,Hero Electronix
QTrove,$51.57,30/05/2018,Bengaluru,E-commerce,,https://inc42.com/buzz/curated-marketplace-qtrove-raises-51-57-mn-from-springboard-ventures/,Springboard Ventures
Events High,,31/05/2018,Bengaluru,Travel Tech,Acquisition,https://inc42.com/buzz/treebo-hotels-made-its-acquisition-debut-with-events-high/,Treebo Hotels
CoinTribe,$10.00,01/06/2018,Gurugram,Fintech,Series B,https://inc42.com/buzz/puneet-dalmia-and-sabre-partners-invests-10-mn-in-online-lending-startup-cointribe/,Sabre Partners;Puneet Dalmia
Stellapps,$14.00,31/05/2018,Bengaluru,Agritech,,https://inc42.com/buzz/gates-foundation-indusage-led-14-mn-funding-in-iot-focussed-agritech-startup-stellapps/,Bill and Melinda Gates Foundation;IndusAge Partners;Qualcomm Ventures;ABB Technology Ventures;Omnivore;Blume Ventures;Venture Highway;BEENEXT
Kunal Shah's new venture,$30.00,01/06/2018,India,Fintech,,https://inc42.com/buzz/kunal-shah-new-innings-takes-a-big-start-with-30-mn-bet-from-sequoia-others/,Sequoia Capital
Pine Labs,$233.00,02/06/2018,Noida,Fintech,Series A,https://entrackr.com/2018/06/funding-indian-startups-week-may-june/,Sabre Partners;Bill;Melinda Gates Foundation;IndusAge Partners;Amazon Inc;Powerhouse Ventures;Puneet Dalmia;Ashish Dhawan;Catamaran Ventures
Kunal Shah,$30.00,01/06/2018,Bengaluru,Fintech,,https://entrackr.com/2018/06/kunal-shah-funding-sequoia-capital/,
ToneTag,$10.00,30/05/2018,India,General,,https://entrackr.com/2018/05/tonetag-raise-funding-amazon-mastercard/,Amazon Inc;Mohandas Pai;PremjiInvest’s chief investment officer T
Acko,$12.00,29/05/2018,Delhi,General,Acquisition,https://yourstory.com/2018/05/google-home-surpasses-amazon-echo-acko-raises-funds-grab-announces-launch-of-grabfood-daily-capsule,Amazon
Toffee Insurance,$1.50,30/05/2018,India,General,Series A,https://yourstory.com/2018/05/reliance-jio-partners-with-screenz-toffee-insurance-raises-funds-irctc-announces-major-website-revamp-daily-capsule,Kalaari Capital;Omidyar Network;Accion Venture Lab;Powerhouse Ventures;Indian investors
Zivame,,28/05/2018,Bengaluru,E-commerce,Undisclosed,https://entrackr.com/2018/05/zivame-kalaari-idg-dilute-stake/,Zodius Capital
CoinTribe,$10.00,02/06/2018,Gurugram,Fintech,Series B,https://yourstory.com/2018/06/stellapps-cointribe-raise-funds-phonepe-clocks-20-billion-in-annual-transaction-value-daily-capsule,Sabre Partners;Puneet Dalmia
Stellapps,$14.00,01/06/2018,Bengaluru,Deeptech & AI,Series B,https://yourstory.com/2018/06/binny-bansal-backed-stellapps-raises-14-million-gates-foundation-others,IndusAge Partners;Bill & Melinda Gates Foundation;Qualcomm Ventures;ABB Technology Ventures;Omnivore;Blume Ventures;Venture Highway;BEENEXT
Qtrove,$41.92,31/05/2018,India,E-commerce,,https://yourstory.com/2018/05/qtrove-and-uber-rival-taxify-raise-funds-alibaba-group-leads-investment-in-zto-express-daily-capsule,Springboard Ventures;Brand Capital
