Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Mn,$137.00,08/10/2022,New Delhi,EV & Mobility,Series C,https://inc42.com/buzz/funding-galore-from-euler-motors-to-juno-137-mn-raised-by-indian-startups-this-week/,Singapore’s sovereign fund GIC
Oddr,$2.00,10/10/2022,India,Fintech,Seed,https://inc42.com/buzz/legaltech-startup-oddr-secures-funding-to-help-businesses-trim-cost-dso/,Saama Capital;Twin Ventures
Vistaar Finance,$17.96,10/10/2022,Bengaluru,Fintech,Acquisition,https://inc42.com/buzz/warburg-pincus-to-acquire-majority-stake-in-lendingtech-startup-vistaar-finance/,
Tracxn,$16.67,08/10/2022,Bengaluru,General,,https://inc42.com/buzz/tracxn-inr-139-22-cr-anchor-investors-ahead-ipo/,
Flickstree,$5.00,10/10/2022,India,Deeptech & AI,Series A,https://inc42.com/buzz/flickstree-secures-5-mn-to-help-businesses-improve-brand-engagement/,Venture Catalysts
BlackSoil,$29.94,11/10/2022,Mumbai,EV & Mobility,Debt,https://inc42.com/buzz/blacksoil-inr-250-cr-back-growth-stage-startups-debt-funding/,
Shaka Harry,$2.00,11/10/2022,India,E-commerce,Seed,https://inc42.com/buzz/ms-dhoni-backs-plant-based-meat-brand-shaka-harry/,Better Bite Ventures;Blue Horizon;Panthera Peak Ventures
Adda247,$35.00,12/10/2022,India,Edtech,,https://inc42.com/buzz/adda247-raises-35-mn-dollar-led-by-westbridge-capital-adds-google-to-cap-table/,WestBridge Capital;Adds Google To Cap Table;Info Edge;Asha Impact
Isthara,$10.00,12/10/2022,India,General,Series B,https://inc42.com/buzz/isthara-secures-10-mn-to-offer-more-coliving-spaces-smart-food-courts/,Dubai-based Eagle Investments
Assiduus Global,$15.00,12/10/2022,Bengaluru,E-commerce,Series A,https://inc42.com/buzz/assiduus-global-raises-15-mn-dollar-to-offer-ecommerce-solutions-to-d2c-brands/,Pulsar Capital;9Unicorn;Venture Catalyst;StrongHer VC;Thrasio founder Carlos Cashman
C Network,$4.60,12/10/2022,India,Healthtech,Series A,https://inc42.com/buzz/tata-1mg-backed-digital-diagnostics-startup-5c-network-raises-4-6-mn-dollar/,Celesta Capital;Axilor Ventures;Unitus Ventures;Ajay Gupta;Rohit Razdan;Shiv Tallam
MobiKwik,$6.59,14/10/2022,India,Fintech,Debt,https://inc42.com/buzz/amid-uncertainty-over-ipo-mobikwik-raises-inr-55-cr-in-debt/,
FitBudd,$3.40,12/10/2022,India,SaaS,Seed,https://inc42.com/buzz/fitbudd-raises-funding-to-help-fitness-coaches-engage-better-with-customers/,Accel India;Beenext;Sequoia Capital India;Waveform Ventures
GHC,$10.00,12/10/2022,Hyderabad,Healthtech,Series A,https://inc42.com/buzz/d2c-startup-ghc-raises-10-mn-ventures-into-womens-personal-care-products/,Left Lane Capital;Khosla Ventures;Quiet Capital;Weekend Fund
OptIQ,$1.50,11/10/2022,Bengaluru,Deeptech & AI,Pre-Seed,https://entrackr.com/2022/10/optiq-raises-1-5-mn-from-better-capital-and-others/,Arvind Kumar Gupta;Akash Singh;Akhil Bhiwal;Sarath Sura;Swapnil Jain;Anil Advani;Raj Krishna Murtthy;Vaibhav Raj Gupta;Videt Jaiswal
Wishlink,$3.00,11/10/2022,India,Fintech,Seed,https://entrackr.com/2022/10/wishlink-raises-3-mn-seed-round-led-by-elevation-capital/,Elevation Capital
HomeLane,$2.16,11/10/2022,Bengaluru,General,Series E,https://entrackr.com/2022/10/homelane-raises-debt-from-stride-expands-esop-pool/,IIFL AMC’s Late Stage Tech Fund;Oman India Joint Investment Fund;Stride Ventures in September last year
DaMENSCH,$2.99,11/10/2022,Bengaluru,D2C,Series A,https://entrackr.com/2022/10/exclusive-damensch-bags-rs-25-cr-debt-from-alteria/,A91 Partners;Matrix Partners India
Goofy Tails,$37.00,10/10/2022,Delhi,D2C,Series A,https://entrackr.com/2022/10/d2c-petcare-brand-goofy-tails-raises-500k-in-seed-round/,BeyondSeed;The Chennai Angels
Hubbler,$1.50,10/10/2022,India,SaaS,Seed,https://entrackr.com/2022/10/no-code-platform-hubbler-raises-1-5-mn-in-seed-round/,LenDenClub Alpha;Artha Venture Fund;Unicorn India Ventures
BioPrime,$1.08,10/10/2022,Pune,General,Pre-Series A,https://entrackr.com/2022/10/bioprime-raises-rs-9-cr-in-pre-series-a-round/,Inflexor Ventures
Explorex,$5.00,11/10/2022,Mumbai,SaaS,Pre-Seed,https://yourstory.com/2022/10/funding-alert-yc-backed-explorex-raises-5-million-,Taher Savliwala - Super Angel (500+ investments including the likes of Coinbase);James Park - co-founder;CEO of Fitbit;Harpreet Rai - CEO of Oura;Liron Shapira - Co-founder of Relationship Hero
MyySports,$2.00,13/10/2022,Delhi,Fintech,Acquisition,https://yourstory.com/2022/10/gaming-sports-tech-myysports-florintree-mathew-cyriac-funding,
MobiKwik,$100.00,12/10/2022,Bengaluru,General,Debt,https://yourstory.com/2022/10/mobikwik-raises-more-debt-tweaks-esop-policy-amid-ipo-delay,
Vecmocon,$5.20,12/10/2022,Delhi,EV & Mobility,,https://yourstory.com/2022/10/funding-deeptech-ev-startup-vecmocon-tigerglobal-blumeventures,
Read Wishlink,$3.00,11/10/2022,Delhi,E-commerce,Pre-Seed,https://yourstory.com/2022/10/startup-funding-roundup-news-wishlink-makerdojo-wright-research-fresh-funds,US-based investors UP2398;Jan M
Vedantu,$40.00,13/10/2022,India,Edtech,Acquisition,https://entrackr.com/2022/10/vedantu-acquires-majority-stake-in-deeksha-for-40-mn/,Vedantu
