Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Cheerio AI,$0.96,05/03/2026,India,AI,Seed,https://entrackr.com/snippets/cheerio-ai-raises-rs-8-cr-in-seed-round-led-by-artha-venture-fund-11177469,Artha Venture Fund; Hyderabad Angels; TiE Angels; LetsVenture; Invention Engine
InfinityBox,$1.69,05/03/2026,Bengaluru,Manufacturing,Pre-Series A,https://entrackr.com/exclusive/exclusive-rainmatter-leads-infinityboxs-pre-series-a-round-11177343,Rainmatter; AAR EM Ventures; Capital-A
Battery Smart,$7.40,05/03/2026,India,Electric Mobility,Pre-Series C,https://entrackr.com/exclusive/exclusive-battery-smart-kicks-off-pre-series-c-funding-round-11176828,Acacia Inclusion; PC-SBI Kurashi Visionary Fund; Blume Ventures
Bonkers Corner,$15.00,06/03/2026,India,D2C,Series A,https://entrackr.com/news/d2c-brand-bonkers-corner-raises-105-mn-at-48-mn-valuation-11179893,India SME Investments; Phoenix Family Office; Radhakrishna Ramnarain; Namita Thapar
Rozana,$31.60,06/03/2026,India,E-Commerce,Series B,https://entrackr.com/news/rural-commerce-startup-rozana-raises-rs-290-cr-in-series-b-led-by-bertelsmann-11179444,Bertelsmann India Investments; Fireside Ventures; Spark Growth Ventures; Bikaji Family Office; FE Securities
Ecofy Finance,$43.00,09/03/2026,India,Fintech,Series B,https://entrackr.com/exclusive/exclusive-ecofy-set-to-raise-rs-380-cr-led-by-british-international-investment-11188904,British International Investment; Finnfund Digital Access Impact Fund; FMO; Green Growth Equity Fund
Namma Yatri,$4.40,10/03/2026,Bengaluru,Mobility,Pre-Series A,https://entrackr.com/exclusive/exclusive-google-backed-namma-yatri-raises-fresh-capital-11192150,Vimal Kumar; Blume Ventures; Antler
Coreworks.AI,$5.00,10/03/2026,India,Fintech,Seed,https://entrackr.com/snippets/together-fund-leads-5-mn-seed-round-in-coreworksai-11191967,Together Fund
Basil Health,$1.50,10/03/2026,Delhi,Food & Beverage,Pre-Series A,https://entrackr.com/snippets/basil-health-raises-15-mn-in-pre-series-a-round-11191786,Whiteboard Capital; Brigade REAP; Barbershop Fund; Deep Bajaj; Siddharth Kothari
Mozark,$40.00,10/03/2026,India,SaaS,Series B,https://entrackr.com/news/mozark-raises-40-mn-in-series-b-round-led-by-ifc-and-rmb-capitalworks-11191307,IFC; RMB Capitalworks; Kalaari Capital
AquaExchange,$8.00,10/03/2026,India,Agritech,Series B,https://entrackr.com/news/aquaexchange-raises-8-mn-in-series-b-round-at-41-mn-valuation-11191074,Endiya Partners; Factor Analytics; Accion Ventures; Ocean 14 Capital
Newtrace,$6.30,10/03/2026,India,Deeptech,Pre-Series A,https://entrackr.com/news/newtrace-raises-63-mn-in-pre-series-a-round-led-by-hdfc-bank-msivc-11191069,HDFC Bank; Mitsui Sumitomo Insurance Venture Capital; Peak XV Surge; Aavishkaar Capital; Speciale Invest
Captain Fresh,$34.73,10/03/2026,Bengaluru,Food & Beverage,Debt,https://entrackr.com/news/captain-fresh-raises-rs-290-cr-from-blue-earth-capital-11191054,Blue Earth Capital
Verdant Impact,$3.00,10/03/2026,India,Agritech,Seed,https://entrackr.com/snippets/verdant-impact-raises-3-mn-in-seed-round-led-by-unicorn-india-ventures-11190942,Unicorn India Ventures; Infynyte Club
Zoff Foods,$2.00,10/03/2026,India,FMCG,,https://entrackr.com/snippets/zoff-foods-raises-2-mn-from-jm-financial-pe-11190432,JM Financial Private Equity
Confluxe,$1.60,11/03/2026,India,Fashion,Pre-Seed,https://entrackr.com/snippets/wavemaker-partners-leads-16-mn-pre-seed-round-in-confluxe-11204068,Wavemaker Partners; Kriscore Capital
Constems AI Systems,$2.00,11/03/2026,India,AI,Pre-Series A,https://entrackr.com/snippets/constems-ai-systems-raises-2-mn-led-by-finvolve-and-india-accelerator-11203937,Finvolve; India Accelerator; Cognify; Inflection Point Ventures
DrinkPrime,$2.40,11/03/2026,Bengaluru,Manufacturing,Series A,https://entrackr.com/exclusive/exclusive-drinkprime-raises-fresh-money-at-30-valuation-premium-11195036,Artha Venture Fund; Mirabilis Investment Trust
NPrep,$1.50,11/03/2026,Jodhpur,Edtech,Seed,https://entrackr.com/snippets/lumikai-leads-15-mn-seed-round-in-nprep-11193962,Lumikai; All In Capital; Velo Partners; DSP Group Family Office; Viren Shetty
OpenCFO,$2.00,11/03/2026,India,Fintech,,https://entrackr.com/snippets/opencfo-raises-2-mn-in-round-led-by-endiya-partners-11193954,Endiya Partners
Boba Bhai,$4.30,11/03/2026,Bengaluru,Food & Beverage,,https://entrackr.com/snippets/qsr-chain-boba-bhai-raises-43-mn-11193618,8i Ventures; Titan Capital Winners Fund; Global Growth Capital; Big Capital
