Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
NiYO Solutions,$13.20,10/01/2018,Bengaluru,Fintech,Series A,https://inc42.com/buzz/fintech-niyo-solutions-funding/,
Lendingkart,$4.70,10/01/2018,Ahmedabad,Fintech,Debt,https://inc42.com/buzz/sme-lendingkart-funding/,FMO
Moneytor,,10/01/2018,Mumbai,Fintech,Seed,https://inc42.com/buzz/moneytor-raises-seed-funding-500-startups-others/,500 Startups;ISME ACE;Satyen Kothari
SalesPro,,10/01/2018,Bengaluru,SaaS,Undisclosed,https://inc42.com/buzz/salespro-funding-sales-consultancy/,37.37 North Capital
ToneTag,$1.30,12/01/2018,Bengaluru,Fintech,,https://inc42.com/buzz/tonetag-mobile-payments-funding/,Tropical Star Limited
Rivigo,$126.00,13/01/2018,Bengaluru,Logistics,Series A,https://entrackr.com/2018/01/indian-startups-funding-news-15/,SAIF Partners;Warburg Pincus
WeWork India,$15.60,11/01/2018,Bengaluru,General,,https://entrackr.com/2018/01/wework-investment-embassy-group/,
Orb Energy,$15.00,10/01/2018,Bengaluru,Cleantech,Debt,https://entrackr.com/2018/01/solar-startup-orb-energy-raises-15-mn/,US-based Overseas Private Investment Corporation (OPIC);African finance institution Pamiga;Germany’s development finance institution DEG
NiYO,$13.20,10/01/2018,Bengaluru,Fintech,Series A,https://entrackr.com/2018/01/niyo-raises-13-2-mn/,
Lendingkart Finances,$3.59,10/01/2018,Ahmedabad,General,Series B,https://entrackr.com/2018/01/lendingkart-finances-raises-funds/,
Bikxie,$0.24,09/01/2018,Bengaluru,General,Acquisition,https://entrackr.com/2018/01/bike-taxi-startup-bikxie-raises-funds/,
IndianMoney,$3.00,12/01/2018,Bengaluru,Fintech,Series A,https://yourstory.com/2018/01/funding-roundup-fintech-debt-funding-continue-rule-roost,SRI Capital
Lendingkart Finance,$3.59,09/01/2018,India,General,Debt,https://yourstory.com/2018/01/lendingkart-finance-raises-rs-30-cr-fourth-debt-round-seven-months,
Foodpanda,$3.35,11/01/2018,Gurugram,Foodtech,Acquisition,https://entrackr.com/2018/01/ola-bought-foodpanda-28-crore/,Ola
KivaShots,,09/01/2018,Gurugram,Foodtech,Seed,https://entrackr.com/2018/01/ayurvedic-startup-kivashots-funding/,Rajesh Sud;Rajit Mehta;Vineet Mitera;Mohit Garg;Pankaj Chaddha;Amit Singal
Nextwave Multimedia,,09/01/2018,Chennai,Deeptech & AI,Acquisition,https://entrackr.com/2018/01/game-nazara-acquires-stake-nextwave/,Nazara Technologies
Simulanis,,12/01/2018,Delhi,Edtech,Series A,https://yourstory.com/2018/01/michael-susan-dell-foundation-backed-vc-fund-invest-rs-100-cr-15-edtech-startups,Education Catalyst Fund;Michael & Susan Dell Foundation;Gray Matters Capital
AerServ,$90.00,11/01/2018,"Irvine, California",AdTech,Acquisition,https://yourstory.com/2018/01/inmobi-acquires-aerserv,InMobi
