Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Grofers,$35.00,15/04/2015,Gurgaon,E-commerce,,https://inc42.com/buzz/grofers-is-doing-1000-orders-a-day-grabs-35-mn-from-tiger-global-sequoia/,Tiger Global;Sequoia Capital
PolicyBazaar,$40.00,15/04/2015,Gurgaon,Fintech,Series D,https://inc42.com/buzz/policybazaar-gets-40-mn-in-series-d-from-premjiinvest-steadview-abg-capital-existing-investors/,PremjiInvest;Tiger Global;Ribbit Capital;Steadview Capital;ABG Capital
Robosoft Technologies,$12.00,17/04/2015,Karnataka,Media & Entertainment,Series B,https://inc42.com/buzz/karnataka-based-mobile-games-startup-robosoft-raises-12mn-from-ascent-kalaari-capital/,Ascent Capital;Kalaari Capital
Vyomo,,20/04/2015,Delhi,Consumer Services,Seed,https://inc42.com/buzz/yuvraj-singhs-youwecan-ventures-hits-first-investment-in-mobile-based-beauty-wellness-startup-vyomo/,YouWeCan Ventures
1MG,$6.00,20/04/2015,Gurgaon,Healthtech,,https://inc42.com/buzz/healthkart-separates-rebrands-healthkartplus-to-1mg-gets-6-mn-for-the-newly-formed-entity/,Deep Kalra
Freshdesk,$50.00,20/04/2015,India,SaaS,Series E,https://inc42.com/buzz/cloud-based-customer-service-startup-freshdesk-raises-50-mn-from-tiger-global-accel-partners-in-series-e/,Tiger Global;Accel Partners;Google Capital
Sulekha,$28.00,20/04/2015,Chennai,Consumer Services,Series C,https://inc42.com/buzz/local-services-classified-startup-sulekha-gets-28-mn-in-series-c/,GIC;Norwest Venture Partners
PepperTap,$10.00,15/04/2015,Gurugram,General,Series A,https://yourstory.com/2015/04/peppertap-funding,Tiger Global Management;Sequoia Capital
The Porter,$0.36,17/04/2015,Mumbai,Logistics,Seed,https://yourstory.com/2015/04/the-porter-funding,Kae Capital
Ola,$400.00,16/04/2015,Bengaluru,EV & Mobility,Series E,https://yourstory.com/2015/04/ola-funding-series-e,DST Global;GIC;Falcon Edge Capital
LocalOye,$5.00,16/04/2015,Mumbai,Local Services,Series A,https://yourstory.com/2015/04/localoye-classifieds-marketplace-funding,Tiger Global Management;Lightspeed Venture Partners
Promptec Renewable Energy Solutions,$7.78,21/04/2015,Bengaluru,Cleantech,Acquisition,https://yourstory.com/2015/04/promptec-renewable-energy-solutions-havells-acquisition,Havells India
Purple Squirrel Eduventures,,15/04/2015,Mumbai,Edtech,Undisclosed,https://yourstory.com/2015/04/purple-squirrel-eduventures-matrix-partners-funding,Matrix Partners India
TaskBob,$1.20,16/04/2015,Mumbai,Consumer Services,Series A,https://inc42.com/buzz/investors-gain-interest-in-mobile-services-marketplaces-taskbob-urbanclap-gets-funded/,Orios Venture Partners;Mayfield
EasyPrep,,16/04/2015,India,Edtech,Acquisition,https://inc42.com/buzz/toppr-gears-up-to-lead-the-8-bn-exam-preparation-market-acquires-easyprep/,Toppr
RidingO,,16/04/2015,Bangalore,EV & Mobility,Acquisition,https://inc42.com/buzz/taxi-aggregator-carzonrent-acquires-gsf-backed-ride-sharing-startup-ridingo/,Carzonrent
Mygola,,21/04/2015,Bangalore,Travel Tech,Acquisition,https://inc42.com/buzz/makemytrip-makes-7th-acquisition-buys-in-helion-backed-travel-planning-startup-mygola/,MakeMyTrip
