Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Innovaccer,$15.60,12/08/2016,New Delhi,Deeptech & AI,Series A,https://inc42.com/flash-feed/innovaccer-15-6-mn-seriesa/,Westbridge Capital Partners;Google’s Vice President for South East Asia
Cuberoot Technologies,$0.50,12/08/2016,Gurgaon,Deeptech & AI,,https://inc42.com/flash-feed/cuberoot-500k-funding/,
Buttercups,,15/08/2016,Bengaluru,E-commerce,Undisclosed,https://inc42.com/flash-feed/buttercups-funding/,Anand Chandrasekaran;Kanwaljit Singh;Manoj Varghese
Salebhai,$1.50,16/08/2016,Ahmedabad,E-commerce,,https://inc42.com/flash-feed/salebhai-funding/,Brand Capital
Hike,$175.00,16/08/2016,New Delhi,Internet,Series D,https://inc42.com/flash-feed/hike-funding/,Tencent Holdings;Foxconn Technology Group;Tiger Global;Bharti;SoftBank Group
Joolz,$0.49,15/08/2016,Mumbai,E-commerce,Pre-Series A,https://inc42.com/flash-feed/mumbai-based-jewellery-marketplace-joolz-raises-493k/,Ah! Ventures;Mahesh Ahuja;Sri Peddu;M&S Partners;Deepak Kasthwal;PKX Thomas;Neha Shah;GSF Accelerator
Gradopedia,,16/08/2016,Mumbai,Edtech,Seed,https://inc42.com/flash-feed/gradopedia-seed-funding/,Dubai-based investors
MaalGaadi,$0.38,16/08/2016,Indore,Logistics,Seed,https://inc42.com/buzz/funds-maalgaadi-zipi/,Swan Angel Network;Sachin Khandelwal
Pikkol,,17/08/2016,Bengaluru,Logistics,Undisclosed,https://inc42.com/buzz/pikkol-funding/,Indian Angel Network;Revathy Ashok;Raj Rathi
PosterGully,,17/08/2016,India,E-commerce,Acquisition,https://inc42.com/flash-feed/postergully-acquired/,Sumit Gandhi;Manish Gandhi
Appknox,$0.67,17/08/2016,Singapore,Enterprise Tech,Pre-Series A,https://inc42.com/startups/appknox-raises-651k/,SeedPlus
Digio,$0.38,18/08/2016,India,Fintech,,https://inc42.com/flash-feed/digio-funding/,Zerodha;Rainmatter
Hike Messenger,$175.00,16/08/2016,India,General,Series D,https://yourstory.com/2016/08/hike-messenger-funding,Tencent;Foxconn;Tiger Global
Zenoti,$15.00,12/08/2016,Hyderabad,General,Series A,https://yourstory.com/2016/08/zenoti-funding,Norwest Venture Partners;Accel Partners
Faircent,$1.50,12/08/2016,India,General,Series A,https://yourstory.com/2016/08/faircent-funding-2,
Appknox,,16/08/2016,Singapore,SaaS,Pre-Series A,https://yourstory.com/2016/08/appknox-funding,SeedPlus
Joolz,$0.50,16/08/2016,India,E-commerce,Pre-Series A,https://yourstory.com/2016/08/joolz-funding,ah! Ventures;GSF Accelerator;Mahesh Ahuja;Sri Peddu;Deepak Kasthwal;PKX Thomas;Neha Shah
