Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Dailyhunt,$6.39,03/09/2018,Bengaluru,General,Series D,https://inc42.com/buzz/dailyhunt-secures-6-39-mn-in-series-e-from-falcon-edge/,
CloudCherry,$9.00,06/09/2018,Bengaluru,SaaS,Series A,https://inc42.com/buzz/saas-startup-cloudcherry-raises-9-mn-in-extended-series-a-funding-round/,
Chaayos,$12.00,06/09/2018,Delhi,E-commerce,Series B,https://inc42.com/buzz/for-offline-expansion-chaayos-raises-12-mn-from-saif-partners-others/,
Udaan,$225.00,03/09/2018,Bengaluru,E-commerce,,https://inc42.com/buzz/with-225-mn-funding-ex-flipkartians-b2b-online-marketplace-udaan-becomes-indias-fastest-unicorn/,DST Global;Lightspeed Venture Partners
HappyEasyGo,,04/09/2018,Gurugram,Travel Tech,Series A,https://inc42.com/buzz/ota-platform-happyeasygo-raises-funds-from-korean-chinese-investors/,Korea Investment Partners;Samsung;CITIC Capital
Servntire Global,,04/09/2018,Kerala,Deeptech & AI,Acquisition,https://inc42.com/buzz/kerala-based-blockchain-solution-startup-servntire-gets-acquired-by-us-based-netobjex/,Netobjex
Miles Software,$19.00,04/09/2018,Mumbai,Fintech,Acquisition,https://inc42.com/buzz/ebix-inc-acquires-mumbai-based-miles-software-through-ebixcash/,Ebix
TongueStun,$18.00,05/09/2018,Bengaluru,Foodtech,Acquisition,https://inc42.com/buzz/zomato-acquires-food-startup-tonguestun-for-18-mn/,Zomato
Nykaa,$15.72,05/09/2018,Mumbai,E-commerce,,https://inc42.com/buzz/lighthouse-invests-15-72-mn-in-nykaa-as-tvs-shriram-growth-fund-exits/,Lighthouse India Fund III
Mad Street Den,,06/09/2018,Chennai,Deeptech & AI,Series A,https://inc42.com/buzz/ai-startup-mad-street-den-raises-funds-from-japanese-telco-kddi/,KDDI;Global Brain
SignCatch,,06/09/2018,Delhi NCR,Enterprise Tech,Undisclosed,https://inc42.com/buzz/exclusive-retail-tech-startup-signcatch-raises-funding-from-singapore-vc-firm/,ThinKuvate
Dream11,$100.00,07/09/2018,Mumbai,Media & Entertainment,Series D,https://inc42.com/buzz/tencent-leads-100-mn-series-d-funding-in-dream11-to-enter-indian-gaming-industry/,Tencent;Kalaari Capital;Multiples Alternate Asset Management
Udaan,$526.00,08/09/2018,Mumbai,Fintech,Series A,https://entrackr.com/2018/09/funding-indian-startups-week-sep/,Chinese lending company FinUp Finance Technology Group;Flipkart co-founder Binny Bansal;Blume Venture
Lighthouse,$13.53,05/09/2018,Mumbai,General,Series B,https://entrackr.com/2018/09/lighthouse-secondary-stake-nykaa/,
SlicePay,$15.00,03/09/2018,Bengaluru,Fintech,Pre-Series A,https://entrackr.com/2018/09/slicepay-15-mn-fund-china-finup-group/,FinUp;Chinese lending company FinUp Finance Technology Group;Japan’s Das Capital;Simile Ventures from Russia
Dream11,$100.00,08/09/2018,Mumbai,Gaming,Series B,https://yourstory.com/2018/09/dream11-closes-100-m-funding-led-tencent-inches-towards-unicorn-status,Tencent;Chinese investor Tencent
Flyrobe,$3.60,06/09/2018,Mumbai,General,Series A,https://yourstory.com/2018/09/mumbai-based-fashion-rental-startup-flyrobe-raises-3-6-m-sequoia-others,Sequoia Capital;IDG Ventures
ThinCI,$65.00,05/09/2018,Hyderabad,Deeptech & AI,Series C,https://yourstory.com/2018/09/thinci-raises-65-million-in-series-c-round-to-double-india-headcount-to-300,Japanese automative component giant Denso;Temasek
GreyOrange,$140.00,06/09/2018,Gurugram,Deeptech & AI,Series C,https://entrackr.com/2018/09/mithril-binny-bansal-140-mn-greyorange/,Mithril Capital;Binny Bansal;Blume Ventures
Dream11,$100.00,06/09/2018,Mumbai,Gaming,,https://entrackr.com/2018/09/tencent-invest-100-mn-dream11-2/,Tencent
Zomato,$18.00,04/09/2018,India,Foodtech,Acquisition,https://entrackr.com/2018/09/zomato-acquire-tonguestun-18-mn/,
