Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Fulcrum Venture,$2.50,08/06/2015,Mumbai,General,,https://inc42.com/buzz/pe-investor-fulcrum-venture-secures-funds-from-sidbi-to-invest-in-startups-under-2-5-mn/,
Swiggy,$16.50,09/06/2015,Bengaluru,Foodtech,Series B,https://inc42.com/buzz/swiggy-series-b/,
Arkin Net,$15.00,03/06/2015,Pune,SaaS,,https://inc42.com/buzz/networking-solutions-startup-arkin-net-secures-15-mn/,Nexus Venture Partners;B.V. Jagadeesh
Ecom Express,$133.00,04/06/2015,Delhi,Logistics,,https://inc42.com/buzz/ecom-express-133-mn/,Warburg Pincus
Vidooly,$1.00,04/06/2015,India,SaaS,Pre-Series A,https://inc42.com/buzz/vidooly-series-a/,Bessemer Venture Partners
Zopper,$20.00,05/06/2015,New Delhi,E-commerce,Series B,https://inc42.com/buzz/zopper-series-b/,Tiger Global;Nirvana Venture Advisors
Clovia,$5.00,09/06/2015,India,E-commerce,Series A,https://inc42.com/buzz/clovia-5-mn-funding/,IvyCap Ventures
Entropy Innovations,,03/06/2015,Mumbai,EV & Mobility,Undisclosed,https://inc42.com/buzz/entropy-funding/,Mark Mobius;AdvantEdge Incubator
Propstack,$3.00,03/06/2015,Mumbai,General,Series A,https://yourstory.com/2015/06/propstack-funding,
Medwell Ventures,$10.00,04/06/2015,Bengaluru,Healthtech,,https://yourstory.com/2015/06/medwell-ventures-funding,Fidelity Growth Partners India;Fidelity Biosciences
PosterGully,$0.16,08/06/2015,India,E-commerce,,https://yourstory.com/2015/06/postergully-funding,Natarajan Iyer;Rajesh Sawhney;Nish Bhutani;Vivek Mulchandani
Uniphore,,03/06/2015,Chennai,Deeptech & AI,Undisclosed,https://yourstory.com/2015/06/uniphore-funding-idg,IDG Ventures
Arkin,$15.00,03/06/2015,Pune,SaaS,Series B,https://yourstory.com/2015/06/arkin-funding,Nexus Venture Partners;B.V. Jagadeesh
