Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Gate,$8.70,15/10/2018,Bengaluru,General,Series A,https://inc42.com/buzz/eyeing-10x-growth-by-2019-mygate-raises-8-7-mn-in-series-a/,Prime Venture Partners
Hiver,$4.00,20/10/2018,Bengaluru,SaaS,Seed,https://inc42.com/buzz/saas-startup-hiver-raises-4-mn-from-kalaari-and-kae-capital/,Kae Capital
WakeUpBasket,,16/10/2018,Hyderabad,Logistics,Acquisition,https://inc42.com/buzz/dailyninja-acquires-hyderabad-based-wakeupbasket-targeting-20k-orders-day-in-next-6-months/,DailyNinja
Worxogo,$2.20,16/10/2018,Bengaluru,Deeptech & AI,Series A,https://inc42.com/buzz/inventus-ideaspring-lead-series-a-funding-in-cognitive-ai-startup-worxogo/,Inventus India;Ideaspring Capital
FarmersFZ,,16/10/2018,Kochi,Agritech,Seed,https://inc42.com/buzz/agritech-startup-farmersfz-raises-seed-funding-from-ian/,Indian Angel Network;Malabar Angels;Native Lead
IShareSpace,$0.48,18/10/2018,Mumbai,Real Estate Tech,Acquisition,https://inc42.com/buzz/one-co-work-acquires-isharespace/,One Co.Work
Universal Sportsbiz,$13.50,18/10/2018,Bengaluru,E-commerce,Series E,https://inc42.com/buzz/universal-sportsbiz-value-rises-to-163-mn-after-raising-series-e-funding/,Accel Partners;Alteria Capital
USPL,$35.00,20/10/2018,Mumbai,Fintech,Pre-Series A,https://entrackr.com/2018/10/funding-indian-startups-week-oct-3/,Prime Venture Partners;Kalaari Capital;Kae Capital
TravelTriangle,$3.00,17/10/2018,India,General,Series C,https://yourstory.com/2018/10/traveltriangle-raises-debt-funding-of-3-million-led-by-innoven-capital,InnoVen Capital
Worxogo,$1.98,17/10/2018,Mumbai,Deeptech & AI,Series A,https://yourstory.com/2018/10/tech30-startup-worxogo-raises-funding-foodpanda-acquires-holachef-daily-capsule,Inventus India;Ideaspring Capital
Sequoia-backed DailyNinja,$3.00,16/10/2018,Bengaluru,General,Series A,https://yourstory.com/2018/10/hyperlocal-startup-dailyninja-acquires-wakeupbasket,
Holachef,,16/10/2018,Mumbai,Foodtech,Acquisition,https://yourstory.com/2018/10/foodpanda-acquires-holachef-enter-cloud-kitchen-business,Foodpanda
Eunimart,$0.65,15/10/2018,Visakhapatnam,E-commerce,Seed,https://yourstory.com/2018/10/never-say-die-ex-naval-officer-turned-entrepreneur-meets-300-investors-gets-500000-funding,Agility Logistics;Serguei Netessine;Olga Maslikhova;Bayshore Venture Partners;Ivan Shornikov;Jianggan Li
