Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
DevX,$1.00,24/04/2023,India,General,Seed,https://inc42.com/buzz/devx-bags-funding-to-solve-office-needs-of-startups/,
InspeCity,$1.50,25/04/2023,India,Deeptech & AI,Pre-Seed,https://inc42.com/buzz/solving-earths-resource-scarcity-inspecity-bags-funding-to-build-space-cities/,Speciale Invest;Veda VC;Antler India;DeVC India;Anicut Capital
Haqdarshak,$1.10,26/04/2023,Bengaluru,General,,https://inc42.com/buzz/haqdarshak-raises-funding-to-enable-easy-information-access-through-technology/,Namita Thapar;Peyush Bansal;Aman Gupta
HerKey,$4.00,26/04/2023,India,General,,https://inc42.com/buzz/herkey-bags-investment-to-address-gender-gap-in-the-indian-workforce/,Kalaari;360 One Asset;Nidhi Ghuman;360 ONE Asset said
QuickReply.ai,$1.14,27/04/2023,Gurugram,E-commerce,Seed,https://inc42.com/buzz/quickreply-ai-bags-funding-to-disrupt-whatsapp-marketing-for-businesses/,Leo Capital which invested $0;Deepak Diwakar (cofounder;MindTickle);Azhar Iqubal (cofounder;CEO;Inshorts);Dinesh Agarwal (founder;IndiaMART)
Rebel Foods,$9.10,26/04/2023,India,Foodtech,Series F,https://inc42.com/buzz/rebel-foods-raises-9-1-mn-debt-funding-from-catalyst-trusteeship-stride-ventures/,
ASL,$5.00,24/04/2023,India,General,Series A,https://entrackr.com/2023/04/study-abroad-platform-asl-raises-5-mn-in-bridge-round/,
Xpressbees,$40.00,28/04/2023,Pune,Logistics,,https://yourstory.com/2023/04/xpressbees-raises-40-m-from-khazanah-nasional-berhad,TPG Growth;ChrysCapital;Alibaba Group;Elevation Capital;Investcorp;Norwest Venture Partners;Gaja Capital
Lokal,$14.37,25/04/2023,Bengaluru,General,Series B,https://yourstory.com/2023/04/lokal-raises-rs-120-cr-creator-content-hyperlocal-bengaluru-startup,India Quotient
Niro,$11.00,26/04/2023,Bengaluru,Fintech,Series A,https://yourstory.com/2023/04/embedded-lending-startup-niro-series-a-funding-round,Elevar Equity;GMO Venture Partners;Rebright Partners;Mitsui Sumitomo Insurance VC
Genefitletics,$0.90,24/04/2023,Delhi,Deeptech & AI,Pre-Series A,https://yourstory.com/2023/04/startup-news-and-updates-daily-roundup-d2c-health-google-gaming,
Adventum Student Living,$5.00,24/04/2023,India,Edtech,Bridge,https://inc42.com/buzz/edtech-startup-asl-bags-funding-to-strengthen-product-portfolio/,Cornerstone Ventures
ixamBee,,24/04/2023,India,Edtech,Undisclosed,https://inc42.com/buzz/publisher-s-chand-strengthens-edtech-portfolio-acquires-stake-in-ixambee/,S Chand and Company;Mukesh Sharma Family Trust;Inflection Point Ventures;Firstport Capital;Keiretsu Forum
Metamorphosis Edu,,27/04/2023,Hyderabad,Edtech,Acquisition,https://inc42.com/buzz/brightchamps-marks-third-acquisition-picks-up-metamorphosis-edu/,BrightCHAMPS
Boundless Brands,$2.50,28/04/2023,India,Ecommerce,Seed,https://inc42.com/buzz/sandeep-aggarwals-boundless-brands-raises-funds-to-help-fb-cos-digitise-operations/,angel investors
Aksum,$1.00,27/04/2023,India,B2B,Pre-Series A,https://yourstory.com/2023/04/startup-news-and-updates-daily-roundup-april-27-2023,Inflection Point Ventures
NKure Therapeutics,,26/04/2023,Bengaluru,Biotech,Pre-Series A,https://yourstory.com/2023/04/startup-news-and-updates-daily-roundup-april-26-2023,Endiya Partners;Kotak Investment Advisors;Featherlite
