Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
IMbesharam,$4.00,22/01/2016,Delhi,General,Series A,https://inc42.com/buzz/imbesharam-funding/,
SnapBizz,$7.20,22/01/2016,Bengaluru,E-commerce,,https://inc42.com/flash-feed/snapbizz-funding/,Jungle Ventures
Little,$50.00,22/01/2016,Bengaluru,Fintech,,https://inc42.com/flash-feed/little-raises-funding-from-gic/,Tiger Global Management;SAIF Partners
ShabdaNagari,$1.20,22/01/2016,Kanpur,General,,https://inc42.com/flash-feed/shabdanagari-funding/,
Qubole,$30.00,22/01/2016,India,General,Series C,https://inc42.com/flash-feed/qubole-funding/,Institutional Venture Partners;Norwest Venture Partners
Qlivery,$2.50,25/01/2016,Gurugram,Deeptech & AI,Series A,https://inc42.com/flash-feed/qlivery-funding/,
Buildzar,$4.00,27/01/2016,Gurugram,E-commerce,Seed,https://inc42.com/flash-feed/buildzar-funding/,
Branch Metrics,$35.00,28/01/2016,India,General,Series B,https://inc42.com/flash-feed/branch-metrics-raises-35-mn/,Founders Fund;Pejman Mar Ventures;Cowboy Ventures;Zach Coelius;Ben Narasin;New Enterprise Associates (NEA)
HandyHome,,22/01/2016,Mumbai,Consumer Services,Acquisition,https://inc42.com/flash-feed/urbanclap-acquires-handyhome/,UrbanClap
PlexusMD,,23/01/2016,Ahmedabad,Healthtech,Undisclosed,https://inc42.com/buzz/plexusmd-funding/,Arihant Patni;Avnish Mehra;Pranay Adhvaryu;Ravi Sampat
LocalCircles,,22/01/2016,New Delhi,Media & Entertainment,Undisclosed,https://inc42.com/flash-feed/puneet-dalmia-invests-in-localcircles/,Puneet Dalmia
Skycandle,,22/01/2016,New Delhi,E-commerce,Series A,https://inc42.com/flash-feed/skycandle-funding/,GPA Group
Power2SME,,25/01/2016,Gurgaon,E-commerce,Undisclosed,https://inc42.com/flash-feed/power2sme-funding/,Nandan Nilekani;Accel Partners;Kalaari Capital;Inventus Capital
Siftr,$0.15,25/01/2016,Mumbai,Deeptech & AI,,https://inc42.com/flash-feed/siftr-funding-from-venture-catalysts/,Venture Catalysts;Vishal Maheshwari;Vikas Kapoor;Daud Ali;Nitin Agarwal
Gajty,,25/01/2016,Gurgaon,Consumer Services,Seed,https://inc42.com/flash-feed/gajty-funding/,Purvi Ventures
Applicate,$1.00,26/01/2016,Bangalore,SaaS,Bridge,https://inc42.com/flash-feed/applicate-raises-funding/,Rishi Vasudev;Amit Gupta;Rajiv Nayan;Rakesh Mishra
What's On Rent,,27/01/2016,Bangalore,E-commerce,Undisclosed,https://inc42.com/flash-feed/whatsonrent-funding/,Lalit Mangal;Neeraj Gupta;Sanjay Gupta;Nixel Technology
Actizone,,27/01/2016,Mumbai,E-commerce,Acquisition,https://inc42.com/flash-feed/giftxoxo-acquires-actizone/,Giftxoxo
Aisle,$0.18,27/01/2016,Bangalore,Consumer Services,Pre-Series A,https://inc42.com/buzz/aisle-co-funding/,Anand Vijay;ah! Ventures;Anand Chandrasekaran;Mekin Maheshwari;Akshay Syal;Richard Kim;Jana Pokkalla;Manish Gautam
DesignBids,,28/01/2016,New Delhi,Real Estate Tech,Undisclosed,https://inc42.com/flash-feed/ian-invests-in-designbids/,Indian Angel Network
CodingLabs,,28/01/2016,India,SaaS,Undisclosed,https://inc42.com/flash-feed/codinglabs-funding/,50K Ventures;Vineel Nalla
JustDoc,,28/01/2016,India,Healthtech,Seed,https://inc42.com/buzz/justdoc-seed-funding/,TracxnLabs;T.V. Mohandas Pai;Mohit Saxena;Raghunandan G;Singapore Angel Network
WiZN Systems,,28/01/2016,Bangalore,Deeptech & AI,Undisclosed,https://inc42.com/flash-feed/wizn-systems-funding/,Foxconn Technology Group;Kanwaljit Singh;Rahul Chowdhri
Qriyo,$0.16,28/01/2016,Jodhpur,Edtech,Seed,https://inc42.com/flash-feed/qriyo-funding/,Idein Ventures
Aisle,$0.15,28/01/2016,Bengaluru,General,Pre-Series A,https://yourstory.com/2016/01/aisle-pre-series_a,Anand Vijay;Able;CEO
Branch Metrics,$35.00,27/01/2016,India,General,Series B,https://yourstory.com/2016/01/branch-metrics-funding,Founders Fund;Pejman Mar Ventures;Cowboy Ventures;Zach Coelius;Ben Narasin
Teabox,$6.00,27/01/2016,India,General,Series A,https://yourstory.com/2016/01/teabox-funding-ratan-tata,JAFCO Asia
Shabda Nagari,$1.20,25/01/2016,Kanpur,General,,https://yourstory.com/2016/01/shabda-nagari-funding,
