Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Verzeo,$5.00,10/09/2018,Bengaluru,Edtech,Series A,https://inc42.com/buzz/exclusive-ai-based-edtech-startup-verzeo-secures-5-mn-from-hnis/,
AutoGrid,$32.00,11/09/2018,Bengaluru,Deeptech & AI,Series D,https://inc42.com/buzz/autogrid-secures-series-d-funding-to-expand-ai-powered-energy-resources-network/,
PharmEasy,$5.50,11/09/2018,Mumbai,Healthtech,Series C,https://inc42.com/buzz/healthtech-startup-pharmeasy-raises-5-5-mn-venture-debt-from-innoven-capital/,
Kissht,$30.00,12/09/2018,Mumbai,Fintech,Series C,https://inc42.com/buzz/kissht-raises-30-mn-in-series-c-funding-to-increase-online-offline-merchants/,Vertex Ventures SEA;India;Sistema Asia Fund;Vertex Ventures Southeast Asia (SEA);Chinese investment conglomerate;Fosun International;Fosun RZ Capital;Ventureast;Endiya Partners
Vokal,$6.50,12/09/2018,Bengaluru,Media & Entertainment,Series A,https://inc42.com/buzz/vernacular-knowledge-sharing-platform-vokal-raises-6-5-mn-in-series-a-funding-lead-by-kalaari-capital/,Kalaari Capital;Shunwei Capital;500 Startups;Accel India;Blume Ventures
Bon,$1.08,12/09/2018,Pune,Fintech,Seed,https://inc42.com/buzz/fintech-platform-for-gig-economy-bon-raises-1-mn-seed-funding/,Omidyar Network;Axilor Ventures;Better Capital AngelList India Syndicate
Upwards Fintech,$5.00,12/09/2018,Mumbai,Fintech,Series A,https://inc42.com/buzz/upwards-fintech-raises-5-mn-series-a-funding-from-shunwei-capital-others/,Shunwei Capital;India Quotient;Mayfield
MamaEarth,$4.00,11/09/2018,Gurugram,E-commerce,Series A,https://inc42.com/buzz/stellaris-ventures-led-4-mn-series-a-funding-round-in-baby-care-startup-mamaearth/,Stellaris Ventures;Mariwala family office;Kunal Bahl;Rohit Bansal;Fireside Ventures
91Springboard,,14/09/2018,Goa,Real Estate Tech,Undisclosed,https://inc42.com/buzz/singapore-based-freakout-marks-its-first-investment-in-india-with-91springboard/,FreakOut
Kissht,$58.00,15/09/2018,Bengaluru,Fintech,Series A,https://entrackr.com/2018/09/funding-indian-startups-week-sep-2/,Singapore’s Vertex Ventures (SEA;India);Russia’s Sistema Asia Fund;Chinese venture capital firm Shunwei Capital;Stellaris Ventures;Fireside Ventures;Omidyar Network;ADvantage;Mayfield;India Quotient
Pharmeasy,$4.79,12/09/2018,Mumbai,Logistics,Series B,https://yourstory.com/2018/09/pharmeasy-raises-venture-debt-rs-40-cr-led-innoven-capital,InnoVen Capital;Bessmer Venture Partners;MEMG (Manipal Group);Orios Venture Partners;JM Financials;Trifecta Capital;Bessemer Venture Partners
Upwards,$5.00,12/09/2018,Mumbai,Fintech,Series A,https://entrackr.com/2018/09/shunwei-capital-5-mn-upwards/,Shunwei Capital;Mayfield;India Quotient
BabyChakra,,10/09/2018,Mumbai,Healthtech,Pre-Series A,https://yourstory.com/2018/09/babychakra-raises-undisclosed-funds-veteran-investor-mark-mobius-silicon-valley-tech-leaders,Equanimity Ventures Fund;Anand Chandrasekaran;Maninder Gulati;Gideon Marks
