Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Mn,$699.00,26/02/2022,India,Fintech,Acquisition,https://inc42.com/buzz/funding-galore-over-699-mn-raised-by-indian-startups-this-week/,
Testsigma,$4.60,28/02/2022,India,General,Seed,https://inc42.com/buzz/testsigma-bags-4-6-mn-from-accel-and-strive-to-build-open-source-test-automation-platform/,Accel;STRIVE;BoldCap;Shanmugam Krishnasamy;CTO of Freshworks
Snapmint,$9.00,01/03/2022,Mumbai,Fintech,Series A,https://inc42.com/buzz/fintech-startup-snapmint-raises-9-mn-to-launch-innovative-bnpl-products/,Prashasta Seth;CEO;CIO of Prudent Investment Managers
ClaimBuddy,$3.00,28/02/2022,India,Healthtech,Pre-Series A,https://inc42.com/buzz/insurtech-startup-claimbuddy-bags-3-mn-in-pre-series-a-round-from-chiratae-ventures-rebright-partners/,Chiratae Ventures;Rebright Partners;Titan Capital;Relentless Ventures
Kuhoo,$20.00,01/03/2022,Mumbai,Fintech,Seed,https://inc42.com/buzz/fintech-startup-kuhoo-secures-20-mn-from-westbridge-capital-to-invest-in-technology/,
Prozo,$9.10,02/03/2022,Noida,E-commerce,Series A,https://inc42.com/buzz/supplytech-startup-prozo-raises-inr-76-cr-to-invest-in-technology-and-warehouse-expansion/,Sixth Sense Ventures
Docsumo,$3.50,03/03/2022,India,Deeptech & AI,Seed,https://inc42.com/buzz/ai-startup-docsumo-raises-funding-to-expand-its-footprint-in-north-america/,Common Ocean;Fifth Wall;Arbor Realty Trust;Better Capital
Pocketly,$3.00,02/03/2022,Bengaluru,Fintech,Pre-Series A,https://inc42.com/buzz/pocketly-bags-3-mn-funding-to-build-on-credit-and-bnpl-offerings/,Dholakia Ventures;100X
Apollo.io,$110.00,04/03/2022,Bengaluru,General,Series B,https://entrackr.com/2022/03/apollo-io-raises-110-mn-in-series-c-round-led-by-sequoia/,Sequoia;Sequoia Capital
Junio,$6.00,04/03/2022,New Delhi,General,Seed,https://entrackr.com/2022/03/junio-raises-6-mn-led-by-nb-ventures/,NB Ventures;UAE-based NB Ventures;Elevation Capital;Cred founder Kunal Shah
Filo,$23.00,03/03/2022,India,Edtech,Series A,https://entrackr.com/2022/03/filo-raises-23-mn-in-series-a-led-by-anthos-capital/,Anthos Capital;Better Capital;Gokul Rajaram;Rob Frohwein (cofounder Kabbage);Mate Pencz;Florian Hagenbuch (founders;Loft);Ross Lipson (cofounder;Dutchie)
Pocket FM,$65.00,03/03/2022,Gurugram,Deeptech & AI,Series C,https://entrackr.com/2022/03/pocket-fm-raises-65-mn-from-goodwater-capital-naver-and-tanglin-venture/,Lightspeed;Tencent;Times Group
Zapkey,$2.00,02/03/2022,Mumbai,Proptech,Seed,https://entrackr.com/2022/03/zapkey-raises-2-mn-from-gruhas-proptech-blume-founders-fund-others/,Gruhas Proptech;DLF Family Office;Blume Founders Fund;Aprameya Radhakrishna (Co-founder;Koo);Srini Sriniwasan (MD;Kotak Investment Advisors)
Beatoven.ai,$1.00,02/03/2022,India,Deeptech & AI,Seed,https://entrackr.com/2022/03/music-tech-platform-beatoven-ai-raises-1-mn/,Redstart Labs;UK-based Entrepreneur First
Eat Better,$0.66,02/03/2022,Jaipur,D2C,Seed,https://entrackr.com/2022/03/eat-better-raises-rs-5-5-cr-in-seed-round/,Java Capital;Mumbai Angels;Shiprocket Ventures;CapierCapital;Plan B Capital
Sequoia-backed Atlan,$50.00,02/03/2022,India,SaaS,Series A,https://entrackr.com/2022/03/sequoia-backed-atlan-raises-around-50-mn-in-series-b-at-over-450-mn-valuation/,Salesforce Ventures;Sequoia Capital;Sequoia Capital India
Upswing,$4.00,28/02/2022,Pune,Fintech,,https://entrackr.com/2022/02/fintech-startup-upswing-raises-4-mn/,QED Investors;Kunal Shah;Jitendra Gupta;Rajan Bajaj;Lalit Keshre
ExactSpace,$1.40,28/02/2022,India,Deeptech & AI,Seed,https://entrackr.com/2022/02/industrial-ai-startup-exactspace-raises-1-4-mn-in-seed-round/,Thermax Limited
DaMENSCH,$16.40,28/02/2022,Bengaluru,D2C,Series A,https://entrackr.com/2022/02/d2c-brand-damensch-raises-16-4-mn-in-series-b-round/,A91 Partners;Saama Capital;Matrix Partners;Whiteboard Capital;Alteria Capital
Medibuddy,$702.00,26/02/2022,Bengaluru,Fintech,,https://entrackr.com/2022/02/funding-and-acquisitions-in-indian-startups-this-week-21-feb-26-feb/,
Macmerise Celfie Design,$1.00,02/03/2022,Mumbai,E-commerce,Pre-Series A,https://entrackr.com/2022/03/macmerise-celfie-design-raises-1-mn-in-a-pre-series-a/,Inflection Point Ventures;Amitabh Bachchan;Tarun Katial;Ajmera Group;NAFA Capital
AppliedRoots,$50.00,03/03/2022,India,Edtech,Acquisition,https://entrackr.com/2022/03/tech-upskilling-startup-scaler-acquires-appliedroots/,Scaler
GameDuell,,28/02/2022,Berlin,Gaming,Acquisition,https://entrackr.com/2022/02/mpl-acquires-berlin-based-gameduell/,Mobile Premier League
UpScalio,,28/02/2022,India,Ecommerce,Acquisition,https://inc42.com/buzz/ecommerce-rollup-startup-upscalio-acquires-stake-in-four-consumers-brands/,UpScalio
Upswing Financial Technologies,$4.00,28/02/2022,Mumbai,Fintech,,https://inc42.com/buzz/open-finance-startup-upswing-raises-4-mn-from-qed-investors/,QED Investors
Realbooks (Adansa Solutions),$1.65,28/02/2022,India,Fintech,Acquisition,https://inc42.com/buzz/indiamart-acquires-26-01-stake-in-fintech-startup-realbooks-for-inr-13-75-cr/,IndiaMART
Whizzard,$8.62,01/03/2022,Telangana,Logistics,Acquisition,https://inc42.com/buzz/mahindra-logistics-acquires-last-mile-delivery-startup-whizzard-for-inr-72-cr/,Mahindra Logistics
Locofast,$15.00,01/03/2022,India,Ecommerce,Series A,https://inc42.com/buzz/supplytech-startup-locofast-bags-15-mn-to-invest-in-technology/,Stellaris Venture Partners;Chiratae Ventures;Axilor Ventures;Stride Ventures;BlackSoil Capital
AjnaLens,$1.44,28/02/2022,Mumbai,Deeptech,Pre-Series A,https://inc42.com/buzz/vijay-shekhar-sharma-backed-extended-reality-startup-ajnalens-secures-pre-series-a-funding/,LetsVenture;JITO Angel Network
ENGG Online,$3.50,02/03/2022,Mumbai,Edtech,Pre-Series A,https://inc42.com/buzz/edtech-startup-engg-online-raises-3-5-mn-to-build-immersive-learning-solutions-for-engineering-students/,Madhu Kela;PS Jayakumar;Kishor Shah
Applied Roots,$50.00,03/03/2022,Hyderabad,Edtech,Acquisition,https://inc42.com/buzz/scaler-acquires-appliedroots-for-50-mn-to-strengthen-ai-ml-offerings/,Scaler
Zimyo,$2.04,03/03/2022,India,HRTech,,https://inc42.com/buzz/indiamart-continues-investment-spree-invests-in-hrtech-startup-zimyo/,IndiaMART
Just Dogs,$7.00,03/03/2022,Ahmedabad,Ecommerce,,https://inc42.com/buzz/pet-care-startup-just-dogs-raises-7-mn-from-sixth-sense-ventures-to-scale-its-omnichannel-presence/,Sixth Sense Ventures
