Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Events High,$0.12,17/12/2016,Bengaluru,Deeptech & AI,Acquisition,https://inc42.com/flash-feed/events-high-funding/,
NoBroker,$7.00,19/12/2016,Bengaluru,General,Series B,https://inc42.com/flash-feed/nobroker-7mn-ktbnetwork/,Korean investor;BEENEXT;Digital Garage;SAIF Partners
Tiyo,$0.12,19/12/2016,Kolkata,Healthtech,Pre-Series A,https://inc42.com/flash-feed/tiyo-secures-seed-funding/,Middle East-based existing investor;Accel Partners
Kast's,$2.00,23/12/2016,Bengaluru,General,Pre-Series A,https://inc42.com/flash-feed/enkast-funding/,Manish Maheshwari
MyAdvo,$35.00,23/12/2016,Mumbai,General,Seed,https://inc42.com/flash-feed/myadvo-funding/,Pradyumna Dalmia (;Augment Ventures;Rahul Kayan (Calcutta Angels Network)
ShopKirana,$20.00,23/12/2016,Mumbai,General,Series A,https://inc42.com/flash-feed/shopkirana-funding-2/,
Touchfone Technologies,,19/12/2016,Bengaluru,Media & Entertainment,Acquisition,https://inc42.com/flash-feed/scoopwhoop-acquires-strmeasy/,ScoopWhoop Media
Dhruva Interactive,$8.50,20/12/2016,Bengaluru,Gaming,Acquisition,https://inc42.com/flash-feed/starbreeze-acquires-dhruva/,Starbreeze
BYJU's,,20/12/2016,Bengaluru,Edtech,Undisclosed,https://inc42.com/flash-feed/byjus-funding-ifc/,International Finance Corporation
Plix,,21/12/2016,Gurugram,Edtech,Acquisition,https://inc42.com/flash-feed/onlinetyari-acquires-plix/,OnlineTyari
Supr Daily,,21/12/2016,Mumbai,Consumer Services,Seed,https://inc42.com/flash-feed/supr-daily-funding/,Venture Catalysts
The BlueBook,$0.50,21/12/2016,Bengaluru,Consumer Services,Seed,https://inc42.com/buzz/the-bluebook-seed-funding/,Indian Angel Network;Let's Venture;Srinubabu Gedela;Avinash Vashistha;Rajiv Mehta
Innoplexus,,22/12/2016,Pune,Deeptech & AI,Pre-Series A,https://inc42.com/flash-feed/innoplexus-funding/,HCS
Urmajesty,,23/12/2016,Hubli,Logistics,Acquisition,https://inc42.com/flash-feed/freshboxx-acquires-urmajesty/,Freshboxx
MCaffeine,$0.30,21/12/2016,India,E-commerce,,https://inc42.com/flash-feed/mcaffeine-angel-funding/,Harminder Sahni;Kaushal Aggarwal;Krishna Mehra;Pranay Jivrajka;Navjot Singh Saini
The BlueBook,$0.50,22/12/2016,Hyderabad,E-commerce,Seed,https://yourstory.com/2016/12/the-bluebook-funding,Indian Angel Network
Zoomcar,,20/12/2016,Bengaluru,EV & Mobility,Series B,https://yourstory.com/2016/12/zoomcars-series-b-squared-funding-round-led-chinese-vc-firm-cyber-carrier-cl,Cyber Carrier CL
