Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Service,$0.36,13/01/2017,Bengaluru,General,Seed,https://inc42.com/buzz/iservice-funding/,Blume Ventures
Unacademy,$4.50,13/01/2017,Bengaluru,Edtech,Series A,https://inc42.com/buzz/unacademy-funding-2/,Nexus Venture Partners;Blume Ventures
GolfGreedy,,09/01/2017,Singapore,Travel Tech,Acquisition,https://inc42.com/flash-feed/golflan-acquires-golfgreedy/,GolfLan
FreeCharge,$57.20,09/01/2017,Mumbai,Fintech,,https://inc42.com/flash-feed/jasper-infotech-funding-freecharge/,Jasper Infotech
Once Again Store,,10/01/2017,Bengaluru,E-commerce,Acquisition,https://inc42.com/flash-feed/coutloot-acquires-onceagain/,CoutLoot
Housing.com,$55.00,10/01/2017,Mumbai,Real Estate Tech,,https://inc42.com/flash-feed/housing-proptiger-acquisition/,REA Group;SoftBank Group
Securens Systems,$5.00,10/01/2017,Mumbai,SaaS,,https://inc42.com/flash-feed/securens-systems-funding/,Trifecta Capital;Mayfield India
IntelligenceNODE,$0.73,10/01/2017,Mumbai,SaaS,Venture Debt,https://inc42.com/flash-feed/intelligencenode-funding/,BlackSoil Capital
InstaOffice,,10/01/2017,Gurugram,Real Estate Tech,Pre-Series A,https://inc42.com/flash-feed/instaoffice-funding/,Globevestor;Zishaan Hayath;Karan Chellani;Mohit Satyan
Supercraft3D,$1.00,10/01/2017,Singapore,Healthtech,,https://inc42.com/flash-feed/supercraft3d-funding/,Binny Bansal
Hansel.io,$1.35,11/01/2017,Bengaluru,SaaS,,https://inc42.com/flash-feed/hansel-io-funding-2/,IDG Ventures;Endiya Partners
SecurAX,,13/01/2017,Bengaluru,SaaS,Seed,https://inc42.com/flash-feed/securax-funding/,Axilor;Parampara Early Stage Opportunities Fund
Square Yards,$10.00,12/01/2017,Gurugram,Real Estate Tech,,https://inc42.com/flash-feed/square-yards-funding/,Andre Hoffman;Lohia Group family office
SkillVeri,$0.96,12/01/2017,India,General,Series A,https://yourstory.com/2017/01/skillveri-series-a-funding,
Roambee,$4.10,12/01/2017,India,Logistics,Series B,https://yourstory.com/2017/01/roambee-series-b,
Reach,,11/01/2017,India,Deeptech & AI,Acquisition,https://yourstory.com/2017/01/ixigo-acquires-reach,ixigo
