Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Spinny,$50.00,27/09/2019,India,General,Series A,https://entrackr.com/2019/09/exclusive-spinny-raises-50-mn-series-b-round/,SAIF Partners;Accel Partners have
OfBusiness,$29.04,24/09/2019,Gurugram,General,Series C,https://entrackr.com/2019/09/ofbusiness-raises-valuation-rs-1905-cr/,Norwest Venture Partners;Creation Investments;Incred had managed to score;NDFC
Emotix,$1.92,24/09/2019,Mumbai,Deeptech & AI,Seed,https://entrackr.com/2019/09/emotix-raises-rs-16-cr-from-angels-including-nasscom-chairman-keshav-murugesh/,WNS group CEO;NASSCOM chairman Keshav Murugesh;NASSCOM's Chairman - Keshav R Murugesh;Inderjit Kaur Arora;Suresh Subramani;Giridhar Sanjeevi;519 per share(including a premium of Rs 66;419)
DIPL,$0.69,27/09/2019,Mumbai,Fintech,Acquisition,https://yourstory.com/2019/09/startup-funding-digital-payment-solutions-firm-dipl-ic1101,
WhistleDrive,$8.62,26/09/2019,Hyderabad,Logistics,Series B,https://yourstory.com/2019/09/startup-funding-employee-transportation-whistledrive-colosseum-group,
OfBusiness,$29.94,26/09/2019,Gurugram,Fintech,,https://yourstory.com/2019/09/funding-startup-sme-lending-platform-ofbusiness-norwest-matrix,Norwest Venture Partners;Falcon Edge;Matrix Partners
Onco,$7.00,26/09/2019,India,General,Series A,https://yourstory.com/2019/09/funding-alert-cancer-care-aggregator-onco-7-accel-chiratae-dream-incubator,Accel Partners;Chiratae Ventures;Dream Incubator
Balance,$2.00,26/09/2019,India,General,Seed,https://yourstory.com/2019/09/startup-funding-1balance-seed-round-accel-partners,Accel Partners;Larry Braitman
Darwinbox,$15.00,26/09/2019,Hyderabad,General,Series B,https://yourstory.com/2019/09/startup-funding-alert-hyderabad-darwinbox-million-sequoia-capital,Sequoia India
Sachin Bansal,$88.50,25/09/2019,Mumbai,Fintech,Debt,https://yourstory.com/2019/09/funding-sachin-bansal-crids-flipkart-fintech,
Agatsa,$1.00,25/09/2019,India,Healthtech,,https://yourstory.com/2019/09/funding--healthtech-agasta-ian-technology-development-board-government-india,IAN;Technology Development Board;Government of India
Fivetran,$44.00,25/09/2019,Bengaluru,General,,https://yourstory.com/2019/09/startup-funding-bengaluru-expansion-california-y-combinator,VC firm Andreessen Horowitz (a16z);CEAS Investments
