Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Sequoia-backed Tracxn,$3.00,30/08/2019,Bengaluru,General,,https://entrackr.com/2019/08/tracxn-raises-rs-21-cr-78-mn-valuation/,SAIF Partners;Accel;Prime Venture Partners;Tracxn has also raised funds from prominent angel investors such as Ratan Tata;Sachin Bansal;Binny Bansal;Sahil Barua;Girish Mathrubootham
Udaan,$300.00,30/08/2019,Bengaluru,E-commerce,Series C,https://entrackr.com/2019/08/exclusive-udaan-raise-300-mn-series-d-round/,
ChargeBee,$14.00,28/08/2019,Chennai,SaaS,Series B,https://entrackr.com/2019/08/chargebee14-mn-series-d-steadview-capital/,Steadview Capital;Insight Venture Partners;Accel
Rapido,$46.83,27/08/2019,India,General,Pre-Series A,https://entrackr.com/2019/08/rapido-rs-391-cr-westbridge-valuation-rs-1000-cr/,WestBridge;WestBridge Capital at over Rs 1000 crore valuation;WestBridge Capital;Integrated Capital Growth
FreshToHome,$20.00,26/08/2019,Bengaluru,E-commerce,Series B,https://entrackr.com/2019/08/freshtohome-raises-20-mn-iron-pillar-others/,HongKong based CE Ventures
BharatPe,$50.00,26/08/2019,India,Fintech,Series B,https://entrackr.com/2019/08/bharatpe-closes-series-b-round-at-50-mn-led-by-ribbit-capital/,Ribbit Capital;US-based financial technology-focused investor Ribbit Capita
LenDenClub,$1.00,30/08/2019,India,General,Pre-Series A,https://yourstory.com/2019/08/funding-p2p-lending-startup-lendenclub-artha-venture-fund,Artha Venture Fund;Das Capital;Gunosy;Singapore
Chargebee,$14.00,29/08/2019,India,SaaS,Series D,https://yourstory.com/2019/08/funding-alert-chargebee-14-million-series-d-steadview-capital,Steadview Capital;London-based Steadview Capital
Advantage Club,$1.00,28/08/2019,Gurugram,General,Pre-Series A,https://yourstory.com/2019/08/startup-funding-tech-advantage-club-growx-ventures,Fosun RZ Capital;Axilor Ventures;Sprout Venture Partners;Avtar Singh Monga;Mumbai Angels;Rahul Maroli;Rajnish Sinha;Rohit Chanana
Recko,$0.72,27/08/2019,Bengaluru,Fintech,Seed,https://yourstory.com/2019/08/startup-funding-ai-fintech-reconciliation-software-startup-recko-funding,Taavet Hinrikus
LBB,$0.84,26/08/2019,Delhi,General,Series A,https://yourstory.com/2019/08/startup-funding-local-discovery-platform-lbb-alteria-capital,Inventus India;IAN Fund;Japanese investors Dream Incubator;Akatsuki Entertainment Technology (AET) Fund;Blume Ventures;Chiratae Ventures;Japanese investors
LenDenClub,$1.00,29/08/2019,Mumbai,Fintech,Pre-Series A,https://inc42.com/buzz/lendenclub-raises-1-mn-pre-series-a-funding-led-by-artha-venture-fund/,Artha Venture Fund;Shuchi Kothari;Ramakant Sharma;Narendra Karnavat;Nandi Mehta
Vedantu,$42.00,29/08/2019,Bengaluru,Edtech,Series C,https://entrackr.com/2019/08/tiger-global-westbridge-capital-42-mn-vedantu/,Tiger Global;Westbridge Capital;Accel;Omidyar India;TAL Education
Cred,$87.43,26/08/2019,Bengaluru,Fintech,Series B,https://entrackr.com/2019/08/cred-raising-rs-730-cr-series-b-round-led-by-ribbit-and-gemini-tiger-joining-too/,Ribbit Capital;Gemini Investments;Sequoia Capital India;Tiger Global;Hillhouse;Greenoaks Capital
Vedantu,$42.00,30/08/2019,Bengaluru,Edtech,Series C,https://yourstory.com/2019/08/startup-funding-tiger-global-westbridge-capital-series-c-edtech-vedantu,Tiger Global;WestBridge Capital;Accel;Omidyar India;TAL Education
Punjab Renewable Energy Systems,$6.59,28/08/2019,India,Cleantech,Series B,https://yourstory.com/2019/08/punjab-renewable-energy-funding-shell,Shell;Neev Fund
Fitternity,$1.00,28/08/2019,India,Healthtech,Series A,https://yourstory.com/2019/08/funding-fitness-startup-fitternity-sixth-sense-ventures-series-a,Sixth Sense Ventures
RentoMojo,$3.32,28/08/2019,Bengaluru,E-commerce,Series C,https://yourstory.com/2019/08/startup-funding-furniture-rental-rentomojo-series-c-samsung-vc,Samsung Venture Investments Corporation;Mitsui Sumitomo Insurance Venture Capital
Vedalabs,,27/08/2019,Gurugram,Retail,Pre-Series A,https://yourstory.com/2019/08/funding-retail-ai-startup-vedalabs-satin-neo-dimensions,Satin Neo Dimensions
eBikeGo,,26/08/2019,Amritsar,EV & Mobility,Undisclosed,https://yourstory.com/2019/08/singer-sukhbir-singh-investment-electric-vehicle-startup-ebikego,Sukhbir Singh
Blackboard Radio,$0.10,26/08/2019,India,Edtech,Seed,https://yourstory.com/2019/08/funding-ai-edtech-startup-blackboard-radio-villgro-learning,Villgro
DocWise,,26/08/2019,Bengaluru,Healthtech,Acquisition,https://yourstory.com/2019/08/docsapp-acquires-doctor-patient-engagement-platform-docwise,DocsApp
Embassy Buildcon,$3.32,26/08/2019,Bengaluru,Real Estate Tech,Debt,https://inc42.com/buzz/wework-india-franchisee-embassy-buildcon-raises-27-7-mn-debt/,ICICI Bank
SastaSundar Healthbuddy,$11.98,28/08/2019,Kolkata,Healthtech,,https://inc42.com/buzz/mitsubishi-commits-to-invest-inr-100-cr-in-sastasundar-healthbuddy/,Mitsubishi
Dunzo,$4.14,29/08/2019,Bengaluru,Foodtech,Venture Debt,https://inc42.com/buzz/dunzo-raises-34-cr-funding-to-fend-off-swiggy-challenge/,Alteria Capital
Tracxn,$2.51,30/08/2019,Bengaluru,SaaS,Series B,https://inc42.com/buzz/data-intelligence-platform-tracxn-is-raising-inr-20-94-cr-in-series-b-funding/,KB Global Platform Fund
Meru Cabs,$24.13,01/09/2019,India,EV & Mobility,Acquisition,https://inc42.com/buzz/mahindra-mahindra-acquires-55-stake-in-meru-cabs/,Mahindra & Mahindra
