Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Forge,$30.54,24/06/2023,India,General,Pre-IPO,https://inc42.com/buzz/drone-startup-ideaforge-raises-inr-255-cr-from-anchor-investors-ahead-of-ipo/,Invesco;HSBC;ICICI Pru MF;Mirae Asset MF;HDFC MF;Goldman Sachs;Motilal Oswal Mutual Fund;Think Investments PCC;360 One Asset Management;Nomura
Oben Electric,$4.79,27/06/2023,Bengaluru,EV & Mobility,Pre-Series A,https://inc42.com/buzz/oben-electric-raises-inr-40-cr-ramp-up-production/,
BluJ Aero,$2.00,27/06/2023,India,General,Seed,https://inc42.com/buzz/bluj-aero-bags-funding-to-create-sustainable-freight-aircraft/,Endiya Partners;Ideaspring Capital;Rainmatter Foundation
BillionElectric,$10.00,27/06/2023,Bengaluru,Logistics,Seed,https://inc42.com/buzz/billionelectric-bags-10-mn-to-address-loopholes-in-the-indian-commercial-mobility-sector/,
Lendingkart,$24.00,27/06/2023,India,Fintech,Debt,https://inc42.com/buzz/lendingkart-bags-funding-to-make-finance-more-accessible-to-msmes/,Bertelsmann;Mayfield India;Saama Capital;Sistema Asia;India Quotient
WatchYourHealth,$2.20,28/06/2023,India,Healthtech,,https://inc42.com/buzz/healthtech-startup-watchyourhealth-bags-funding-to-improve-customer-engagement/,
Omnivore,$150.00,28/06/2023,India,Agritech,Series A,https://yourstory.com/2023/06/omnivore-agritech-and-climate-sustainability-third-fund-raises-150-million-first-close,
Reloy,$0.86,29/06/2023,India,Proptech,,https://yourstory.com/2023/06/startup-news-and-updates-daily-roundup-june-29-2023,
Koskii,$7.31,28/06/2023,Bengaluru,General,Series A,https://yourstory.com/2023/06/women-wear-brand-koskii-series-a-funding-baring-private-equiry,Baring Private Equity;Baring Private Equity Partners India
Nothing,$96.00,28/06/2023,India,General,,https://yourstory.com/2023/06/nothing-funding-highland-europe-phone2-carl-pei-smartphone,Highland Europe;EQT Ventures;C Capital;Swedish House Mafia;GV (Google Ventures)
Dallas Venture,$7.19,26/06/2023,Hyderabad,SaaS,,https://yourstory.com/2023/06/dallas-venture-capital-dvc-secured-a-commitment-of-rs-60-cr,
AvatarLife,$1.50,26/06/2023,India,General,Seed,https://yourstory.com/2023/06/startup-news-and-daily-roundup-june-26-2023,
The Mainstreet Marketplace,$2.00,26/06/2023,India,Ecommerce,Seed,https://inc42.com/buzz/the-mainstreet-marketplace-secures-funding-promote-sneaker-culture/,First Lap LLP;Gruhas Proptech;Sujeet Kumar
Karma Primary Healthcare,,26/06/2023,Udaipur,Health Tech,Series A,https://inc42.com/buzz/karma-primary-health-bags-funding-to-bridge-gaps-in-rural-healthcare/,Innospark Ventures;1Crowd;Innovative Directions;Aanshi LLP;Social Innovation Circle;Sunil Mishra
Scapia,$9.00,28/06/2023,India,Ecommerce,Seed,https://inc42.com/buzz/former-flipkart-exec-anil-gotetis-scapia-raises-9-mn-in-seed-funding/,Matrix Partners India;Tanglin Venture Partners;3 STATE Ventures;Keki Mistry
Zippee,,28/06/2023,India,Logistics,Undisclosed,https://inc42.com/buzz/ecommerce-fulfilment-platform-zippee-bags-funding-to-expand-dark-store-count/,Haldiram's;FounderBank Capital;PiperSerica;Misfits Fund;Ashneer Grover;Kunal Shah;Peyush Bansal;Prashant Pitti
Kaleyra,$100.00,29/06/2023,India,Enterprise Tech,Acquisition,https://inc42.com/buzz/tata-communications-to-acquire-enterprise-communication-platform-kaleyra-for-100-mn/,Tata Communications
Koskii,$7.31,29/06/2023,Bengaluru,Ecommerce,Series A,https://inc42.com/buzz/occasion-wear-brand-koskii-closes-inr-61-cr-funding-from-baring-private-equity-others/,Baring Private Equity Partners India;Steer Advisors
Dhaksha Unmanned Systems,$24.43,30/06/2023,Chennai,Deeptech,Acquisition,https://inc42.com/buzz/coromandel-to-acquire-stake-in-drone-startup-dhaksha-for-inr-204-cr/,Coromandel International
Strata Geosystems,$108.98,26/06/2023,India,Real Estate Tech,Acquisition,https://inc42.com/buzz/infra-market-to-acquire-majority-stake-in-strata-geosystems/,Infra.Market
The Mainstreet Marketplace,$2.00,28/06/2023,India,Ecommerce,Seed,https://yourstory.com/2023/06/startup-news-and-updates-daily-roundup-june-28-2023,Gruhas;Deepinder Goyal;Sujeet Kumar
Rannkly,$0.18,27/06/2023,India,SaaS,Seed,https://yourstory.com/2023/06/startup-news-and-updates-daily-roundup-june-27-2023,100x.VC;Riziliant Technologies
Zydus Lifesciences,$12.69,24/06/2023,Pune,Biotech,Acquisition,https://yourstory.com/2023/06/zydus-lifesciences-acquires-stake-in-mylab-healthcare,Zydus Lifesciences
