Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
UrbanPiper,$1.00,10/12/2016,Bengaluru,SaaS,Seed,https://inc42.com/flash-feed/urbanpiper-seed-axilor/,
XSEED Education,$10.00,12/12/2016,Delhi,Edtech,Series A,https://inc42.com/flash-feed/edtech-startup-xseed-education-secures-funding/,Verlinvest
Indifi Technologies,$10.00,13/12/2016,Gurugram,Fintech,Series B,https://inc42.com/flash-feed/indifi-technologies-funding/,Omidyar Network
Forge,$10.00,15/12/2016,Mumbai,General,Series A,https://inc42.com/flash-feed/ideaforge-funding/,WRV Capital;IndusAge Partners
TripShelf,$0.19,15/12/2016,India,General,Pre-Series A,https://inc42.com/flash-feed/tripshelf-funding/,GEMS Advisory
Nykaa,,10/12/2016,Mumbai,E-commerce,Undisclosed,https://inc42.com/flash-feed/nykaa-acquisition-max-ventures/,Max Ventures and Industries
Doctor Insta,$2.50,10/12/2016,Gurugram,Healthtech,,https://inc42.com/flash-feed/doctor-insta-funding-roundglass/,RoundGlass Partners;BrahmaX Ventures
inFeedo,$0.20,12/12/2016,India,SaaS,,https://inc42.com/flash-feed/infeedo-200k-funding/,Dheeraj Jain;Anupam Mittal;Ameera Shah;Vivek Bhargava;Rahul Singh;Ambarish Gupta
Wooplr,,12/12/2016,Bengaluru,E-commerce,Undisclosed,https://inc42.com/flash-feed/wooplr-secures-funding/,Anand Chandrasekaran
Fresh Food Concepts,$2.00,12/12/2016,Delhi,Foodtech,Pre-Series A,https://inc42.com/flash-feed/juiceup-preseries-a/,Siddhartha Gupta;Ashvin Chadha
Comet,,13/12/2016,India,Logistics,Seed,https://inc42.com/flash-feed/comet-secures-funding/,India Quotient;Nobel House;Sunstone Capital;Alok Mittal
FitMeIn,,13/12/2016,India,Healthtech,Pre-Series A,https://inc42.com/flash-feed/fitmein-finc-funding/,FiNC;GHV
Qacco,$0.15,13/12/2016,Gurugram,Travel Tech,,https://inc42.com/flash-feed/qacco-funding/,Lead Angels Network;Anbu Pandian;Prabhakar MR
OfBusiness,$11.00,13/12/2016,Gurugram,E-commerce,,https://inc42.com/flash-feed/ofbusiness-funding-11-mn/,Zodius;Matrix Partners
Fitpass,$1.00,14/12/2016,Delhi,Healthtech,Seed,https://inc42.com/flash-feed/fitpass-funding/,Mumbai Angels
ten3T,,14/12/2016,Bengaluru,Healthtech,Seed,https://inc42.com/flash-feed/ten3t-funding/,pi Ventures;V. Krishna Prasad;Bhupen Shah
TradingBells,$0.30,14/12/2016,Indore,Fintech,Seed,https://inc42.com/flash-feed/tradingbells-funding/,Swastika Investmart
MediAngels,,14/12/2016,Mumbai,Healthtech,Acquisition,https://inc42.com/flash-feed/1mg-acquires-mediangels/,1mg
Amagi Media Labs,$35.00,15/12/2016,Bengaluru,Media & Entertainment,Series D,https://inc42.com/flash-feed/amagi-funding/,Emerald Media;Premji Invest
Ngage,$6.00,15/12/2016,India,Media & Entertainment,Acquisition,https://inc42.com/flash-feed/mogae-media-acquires-ngage/,Mogae Media
Pi DATACENTERS,$23.00,15/12/2016,Andhra Pradesh,SaaS,Series A,https://inc42.com/flash-feed/epsilon-23mn-pidatacenters/,Epsilon Venture Partners
Enlightiks,,16/12/2016,Bengaluru,Healthtech,Acquisition,https://inc42.com/flash-feed/practice-acquires-enlightiks/,Practo
5X Ruby,,16/12/2016,Taiwan,SaaS,Acquisition,https://inc42.com/flash-feed/shopmatic-acquires-5x-ruby/,Shopmatic
Pocket Aces,$3.00,16/12/2016,Mumbai,Media & Entertainment,,https://inc42.com/startups/pocket-aces-funding/,Sequoia;Aarin Capital;3one4 Capital
Indifi,$10.00,13/12/2016,Gurugram,Fintech,Series B,https://yourstory.com/2016/12/indifi-raises-series-b-funding,Pierre Omidyar;Accel Partners;Elevar Equity
Pocket Aces,$3.00,15/12/2016,Mumbai,Media & Entertainment,,https://yourstory.com/2016/12/pocket-aces-3m-funding,Sequoia Capital India;North Base Media;Aarin Capital;3one4 Capital;Axilor Ventures;Kunal Shah;Sandeep Tandon
