Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
CustomFurnish,$4.50,07/12/2015,Hyderabad,E-commerce,,https://inc42.com/flash-feed/customfurnish-raises-funding-from-agnus-capital/,
Jigsaw Academy,$3.00,09/12/2015,India,Edtech,,https://inc42.com/flash-feed/jigsaw-academy-funding/,
FitCircle,,04/12/2015,Mumbai,Healthtech,Pre-Series A,https://inc42.com/flash-feed/fitcircle-funding/,Beerud Sheth;Ravi Mantha
Faasos,$30.00,07/12/2015,Pune,Foodtech,,https://inc42.com/flash-feed/faasos-raises-30-mn/,ru-Net;Sequoia Capital;Lightbox Ventures
Near.in,,07/12/2015,Noida,Logistics,Acquisition,https://inc42.com/flash-feed/paytm-acquires-near-in/,Paytm
Vlurn,,07/12/2015,Mumbai,Edtech,Seed,https://inc42.com/flash-feed/vlurn-raises-funding/,Vidyadhar Sarfare
Leaf Wearables,$0.25,07/12/2015,Delhi,Deeptech & AI,Seed,https://inc42.com/flash-feed/leaf-wearables-raises-250k/,Ajeet Khurana;Mumbai Angels;Jinesh Shah;Vikram Chachra;Aniruddha Malpani;Vijay Talreja
mFicient Technologies,,07/12/2015,Delhi,SaaS,Seed,https://inc42.com/buzz/mficient-technologies-raises-funding/,Delhivery founders
Yumist,$2.00,09/12/2015,Gurugram,Foodtech,,https://inc42.com/flash-feed/yumist-funding/,Unilazer Ventures;Orios Venture Partners;Steven Lurie
NoPaperForms,,09/12/2015,Mumbai,Edtech,Acquisition,https://inc42.com/flash-feed/careers360-acquires-nopaperforms/,Careers360
Litoro,,09/12/2015,Vijayawada,SaaS,Acquisition,https://inc42.com/flash-feed/mockbank-acquires-litoro/,MockBank
Joe Hukum,,09/12/2015,Gurugram,E-commerce,Seed,https://inc42.com/flash-feed/joe-hukum-raises-seed-funding/,TracxnLabs;Jitendra Gupta;Prashant Tandon
EasyKhaana,$0.10,03/12/2015,Delhi,Foodtech,Seed,https://inc42.com/flash-feed/easy-khaana-raises-funding/,a private investor
MapmyIndia,,03/12/2015,India,Deeptech & AI,Undisclosed,https://inc42.com/flash-feed/flipkart-acquires-minority-stake-in-mapmyindia/,Flipkart
Zenatix,$1.00,07/12/2015,Delhi,SaaS,Pre-Series A,https://yourstory.com/2015/12/zenatix-funding,
Realtycompass,,03/12/2015,India,Real Estate Tech,Acquisition,https://inc42.com/flash-feed/quikr-acquires-realtycompass/,Quikr
Instano,,03/12/2015,Bangalore,E-commerce,Acquisition,https://inc42.com/flash-feed/magictiger-acquires-instano/,MagicTiger
