Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
True Balance,$23.00,14/10/2019,Mumbai,General,Series C,https://entrackr.com/2019/10/truebalance-raises-23-mn-series-c-round/,NH Investment;Securities;IMM Investment;D3 Jubilee Partners;SB Partners;HB Investment;Shinhan Capital
Bewakoof,$9.58,14/10/2019,Mumbai,D2C,Seed,https://entrackr.com/2019/10/bewakoof-secures-rs-80-cr-led-by-investcorp/,Investcorp
Zoomcar,$500.00,11/10/2019,Bengaluru,E-commerce,Debt,https://entrackr.com/2019/10/wework-indias-karan-virwani-invests-in-zoomcar/,
Sub-k,$8.98,10/10/2019,Hyderabad,Fintech,Series C,https://entrackr.com/2019/10/sub-k-secures-rs-75-cr-series-c-round-from-denmarks-maj-invest/,Accion;Nordic Microfinance Initiative in March 2018
Melorra,$12.00,09/10/2019,Bengaluru,General,Series C,https://entrackr.com/2019/10/melorra-secures-12-mn-series-c-round-from-lightbox-blacksoil-capital/,
NeuroLeap,$1.00,09/10/2019,Mumbai,Healthtech,,https://yourstory.com/2019/10/funding-alert-applied-neuroscience-startup-neuroleap-birla-jindal,IAN;Technology Devel
Sub-K,$8.98,09/10/2019,Hyderabad,Fintech,Pre-Series A,https://yourstory.com/2019/10/funding-fintech-sub-k-denmark-maj-invest,Arali Ventures;US-based VC firm Ribbit Capital;Sequoia India;Y Combinator;Founder of financial services company;Fintellix
CleanseCar,$2.00,09/10/2019,Bengaluru,Fintech,Pre-Series A,https://yourstory.com/2019/10/cleansecar-pre-series-a-funding-vehicle-services-startup,
DealShare,$11.00,10/10/2019,Jaipur,E-commerce,Series A,https://yourstory.com/2019/10/funding-startup-dealshare-matrix-partners-india-falcon-edge-capital,Matrix Partners India;Falcon Edge Capital
Vahdam Teas,$8.98,10/10/2019,Delhi,General,Series A,https://yourstory.com/2019/10/funding-tea-brand-vahdam-teas-sixth-sense-ventures-startups,Sixth Sense Ventures
OneOneDay,$1.30,11/10/2019,India,Web3 & Crypto,Pre-Series A,https://yourstory.com/2019/10/funding-alert-adtech-startup-oneoneday-oodies-india,Chinese investors;Malaysia's Creador;Rick Tsing;I am excited to see the future of the ad world shaped by Oodies;Rohan Malhotra
Club Factory,$100.00,11/10/2019,India,E-commerce,Series C,https://yourstory.com/2019/10/funding-alert-club-factory-ecommerce-vincent-lou,Qiming Venture Partners
Smytten,$1.50,12/10/2019,India,General,Pre-Series A,https://yourstory.com/2019/10/startup-funding-luxury-discovery-platform-smytten-roots-ventures,Japan Vyas
Mall91,$7.50,14/10/2019,Noida,E-commerce,Series A,https://yourstory.com/2019/10/funding-mall91-go-ventures-gojek-vernacular-language-startup-commerce,Go-Ventures
Rapido,$55.00,11/10/2019,Mumbai,General,Series A,https://inc42.com/buzz/exclusive-rapido-closes-series-b-funding-round-at-55-mn/,WestBridge Capital;ShunWei Capital;WestBridge Capital as it picked up 8 Series B equity shares;16;159 Series B CCPS at a value of INR 222;Hong Kong’s multi-strategy private investment office Integrated Capital;Nexus
Repair CleanseCar,$2.00,09/10/2019,Bengaluru,General,Pre-Series A,https://inc42.com/buzz/car-cleaning-repair-cleansecar-raises-2-mn-from-haldirams-dhianu-das-others-2/,
Netmeds,$29.94,09/10/2019,Chennai,Healthtech,Debt,https://entrackr.com/2019/10/netmeds-raises-250-cr-debt-tresara/,Tresara Health
Vahan,,08/10/2019,Bengaluru,Deeptech & AI,Undisclosed,https://yourstory.com/2019/10/yc-vahan-funding-khosla-ventures-founders-fund-startup,Khosla Ventures;Founders Fund;Pioneer Fund
Nukleus,,09/10/2019,Noida,Coworking,Undisclosed,https://yourstory.com/2019/10/funding-alert-singer-sukhbir-singh-backs-coworking-startup-nukleus,Sukhbir Singh
Kosha,,09/10/2019,India,D2C,Seed,https://yourstory.com/2019/10/tres-monos-capital-hiranandani-clothing-brand-investment-kosha-startup,Tres Monos Capital;Narendra Hiranandani
GeoIQ,,09/10/2019,Bengaluru,SaaS,Undisclosed,https://yourstory.com/2019/10/funding-location-intelligence-startup-geoiq-ip-ventures,IP Ventures
Priority Vendor,,10/10/2019,Noida,Fintech,Acquisition,https://yourstory.com/2019/10/fintech-firm-c2fo-acquires-early-payment-platform-priority-vendor,C2FO
Sattuz,,10/10/2019,Bihar,Foodtech,Undisclosed,https://yourstory.com/2019/10/funding-startup-sattuz-indian-angel-network,Indian Angel Network;Hari Balasubramanian;Vikas Kuthiala
Hevo Data,$4.00,10/10/2019,Bengaluru,SaaS,Seed,https://yourstory.com/2019/10/funding-hevo-data-sequoia-capital-chiratae-ventures-startup,Sequoia Capital;Chiratae Ventures
boodmo,$1.20,14/10/2019,Gurugram,E-commerce,,https://yourstory.com/2019/10/funding-alert-auto-spare-parts-startup-boodmo,existing investor
Smytten,$1.50,10/10/2019,Gurugram,E-commerce,,https://inc42.com/buzz/roots-ventures-invests-1-5-mn-in-smytten-to-support-expansion/,Roots Ventures
