Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
UrbanClap,$21.00,03/07/2017,Gurugram,Consumer Services,Series C,https://inc42.com/buzz/urbanclap-21mn-ratan-tata-services/,Vy Capital;SAIF Partners;Accel Partners;Bessemer Venture Partners
Burrp,,03/07/2017,Mumbai,Foodtech,Acquisition,https://inc42.com/buzz/bookmyshow-burrp-acquisition/,BookMyShow
Billionloans,$1.00,04/07/2017,Bengaluru,Fintech,Seed,https://inc42.com/buzz/reliance-capital-billionloans-loans-funding/,Reliance Capital
Ecolibrium Energy,$2.60,05/07/2017,Ahmedabad,Cleantech,,https://inc42.com/buzz/iot-ecolibrium-energy-2-6-mn/,Infuse Ventures;JLL Technology Ventures
Minjar,,06/07/2017,Bengaluru,SaaS,Undisclosed,https://inc42.com/buzz/cloud-minjar-funding/,Blume Ventures;Contrarian Capital;Emergent Ventures
Mycity4kids,$3.00,07/07/2017,India,General,Series A,https://entrackr.com/2017/07/mycity4kids-raises-fund-existing-investors/,
Timesaverz,$1.00,06/07/2017,Mumbai,General,Series A,https://entrackr.com/2017/07/online-marketplace-home-service-timesaverz-raises-1-million/,Internet business professional Neville Taraporewalla;GSF Superangels founder Rajesh Sawhney
Moglix,$12.00,06/07/2017,Noida,SaaS,Series A,https://entrackr.com/2017/07/manufacturing-tech-startup-moglix-raises-12-mn-from-ifc-and-others/,Ratan Tata has raised $12 mn from IFC (International Finance Corporation;Ratan Tata -Moglix aims to provide product discovery
Jumbotail,$8.50,06/07/2017,Bengaluru,General,Series A,https://entrackr.com/2017/07/online-wholesale-marketplace-jumbotail-raises-8-5-mn-series-round/,Kalaari Capital;Nexus Venture Partners
Droom,$20.00,05/07/2017,India,E-commerce,Series A,https://entrackr.com/2017/07/droom-raises-20-million-in-series-c-round/,Integrated Asset Management;Lightbox;Beenos;Digital Garage;Beenext)
Refabd,$0.07,04/07/2017,Bengaluru,General,Series A,https://entrackr.com/2017/07/used-household-products-seller-refabd-raises-seed-fund/,
Upwardly,,07/07/2017,India,Fintech,Seed,https://entrackr.com/2017/07/upwardly-raises-seed-funding-group-investors/,Sreeram Iyer;Suvo Sarkar;Anita Gupta;Likemind Ventures
Clip App,$1.00,07/07/2017,Bengaluru,Media,Seed,https://entrackr.com/2017/07/clip-app-secures-1-mn-round-india-quotient-chinese-investor/,India Quotient;Shunwei Capital
Dr Agarwal's Healthcare,$24.60,07/07/2017,Chennai,Healthtech,Debt,https://entrackr.com/2017/07/dr-agarwals-healthcare-bags-24-6-million-debt-edelweiss/,Edelweiss Special Opportunities Fund II
Billionloans,$1.00,03/07/2017,Bengaluru,Fintech,Seed,https://entrackr.com/2017/07/fintech-start-billionloans-gets-1-mn-reliance-capital/,Reliance Capital
Epigamia,$10.78,07/07/2017,Delhi,E-commerce,Series A,https://yourstory.com/2017/07/epigamia-greek-yohurt-funding-series-b,InnoVen Capital
InstaReM,$13.00,04/07/2017,Mumbai,Fintech,,https://yourstory.com/2017/07/instarem-raises-13m-funding,GSR Ventures;SBI-FMO Ventures;Vertex Ventures;Fullerton Financial Holdings (FFH);Global Founders Capital (GFC)
Air Travel Bureau,$7.35,01/07/2017,India,Travel Tech,Acquisition,https://inc42.com/buzz/yatras-acquisition-of-air-travel-bureau-stuck-in-court/,Yatra
