Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Printvenue,$4.50,29/01/2015,Delhi,E-commerce,,https://inc42.com/buzz/printvenue-raises-4-5-mn-expand-operations-west-asia-southeast-asia/,
Firstcry,$26.00,02/02/2015,Mumbai,E-commerce,Series B,https://inc42.com/buzz/firstcry-raises-26-mn-series-d-funding-valiant-capital-partners-existing-investors/,San Francisco-based hedge fund Valiant Capital Partners;Facebook co-founder Eduardo Saverin;Los Angeles based VC firm Velos Capital;IDG Ventures India;Ventex Venture Holdings;SAIF Partners
Mad Street Den,$1.50,30/01/2015,Chennai,Deeptech & AI,,https://inc42.com/buzz/artificial-intelligence-startup-mad-street-den-raises-1-5mn-exfinity-fund-growx-ventures/,Exfinity Fund;GrowX Ventures
Tripda,$11.00,30/01/2015,India,EV & Mobility,Series A,https://inc42.com/buzz/rocket-backed-carpooling-startup-tripda-raises-11-mn-fuel-expansion-india/,Rocket Internet
WATConsult,,30/01/2015,Mumbai,Media & Entertainment,Acquisition,https://inc42.com/buzz/dentsu-acquires-75-stake-digital-media-agency-watconsult/,Dentsu Aegis Network India
Couponmachine.in,$0.14,31/01/2015,Visakhapatnam,E-commerce,,https://inc42.com/buzz/vizag-based-couponmachine-gets-140k-funding/,
Yumist,$1.00,02/02/2015,Gurgaon,Foodtech,Series A,https://inc42.com/buzz/investors-love-food-yumist-holachef-frsh-gets-funding/,Orios Venture Partners
SmartPocket,$0.18,02/02/2015,Bangalore,Fintech,Seed,https://inc42.com/buzz/bangalore-based-smartpocket-gets-inr-1-5-cr-sol-primero/,Sol Primero;Rajiv Mehta
NowFloats,,02/02/2015,Hyderabad,SaaS,Series A,https://inc42.com/buzz/nowfloats-raises-series-funding-capture-125-mn-sme-market/,Omidyar Network;Mumbai Angels;Blume Ventures;Hyderabad Angels
BabyOye,,03/02/2015,Bangalore,E-commerce,Acquisition,https://inc42.com/buzz/mahindra-group-acquires-babyoye/,Mahindra Group
Manthan,$60.00,04/02/2015,Bangalore,Deeptech & AI,Series D,https://inc42.com/buzz/data-analytics-startup-manthan-gets-60-mn-series-d-temasek-norwest/,Temasek;Norwest Venture Partners
Aasaanjobs,$1.50,29/01/2015,Mumbai,General,Series A,https://yourstory.com/2015/01/aasaanjobs-funding,
Graphene Semiconductor Services,$0.59,02/02/2015,Bengaluru,Deeptech & AI,,https://yourstory.com/2015/02/karnataka-govt-semiconductor-fund-backs-graphene,KARSEMVEN Fund
Mekanist,,29/01/2015,India,Consumer Internet,Acquisition,https://yourstory.com/2015/01/zomato-acquires-turkey-based-mekanist,Zomato
Simplotel,,30/01/2015,Bangalore,SaaS,Undisclosed,https://inc42.com/buzz/makemytrip-buys-minority-stake-simplotel-innovation-fund/,MakeMyTrip
TaxiForSure,$200.00,29/01/2015,Bangalore,Travel Tech,Acquisition,https://inc42.com/buzz/ola-acquire-taxiforsure-200-mn-take-uber/,Ola
