Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Open,$30.00,25/06/2019,Bengaluru,Fintech,Series A,https://entrackr.com/2019/06/open-30-mn-series-b-round-tiger-global/,Tiger Global;Tanglin Venture;Tanglin Venture Partners Advisors
Wizcounsel,$0.12,28/06/2019,Delhi,SaaS,,https://yourstory.com/2019/06/delhi-startup-wizcounsel-angel-funding-kapil-dev,Kapil Dev
Unacademy,$50.00,27/06/2019,Delhi,Edtech,Series D,https://yourstory.com/2019/06/startups-kheyti-agritech-unacademy-funding,CEO;Haptik);Sujeet Kumar (Co-Founder;Udaan)
Clairvolex,$3.50,26/06/2019,Bengaluru,Deeptech & AI,Pre-Series A,https://yourstory.com/2019/06/startup-funding-clairvolex-walden-riverwood-capital,Walden Riverwood Capital;California-based Walden Riverwood Capital;IndusAge
Unacademy,$50.00,26/06/2019,Jaipur,Edtech,Series C,https://yourstory.com/2019/06/funding-startup-unacademy-50-million-sequoia-nexus-haptik-udaan,Sequoia India;SAIF Partners an
Milkbasket,$1.80,26/06/2019,Gurugram,General,Series B,https://yourstory.com/2019/06/startup-funding-milkbasket-innoven-capital,Unilever Ventures;Mayfield India;Kalaari Capital;Blume Ventures
Cure.fit,$45.00,25/06/2019,Bengaluru,Healthtech,Series D,https://yourstory.com/2019/06/startup-funding-curefit-120-million-series-d-chiratae-accel-kalaari-oaktree,Chiratae Ventures (formerly IDG Ventures);Accel Partners;Kalaari Capital;Oaktree Capital;Epiq Capital;Unilever Ventures;Innoven Capital;Kotak Mahindra Bank
Scentials,$2.99,24/06/2019,Mumbai,General,Series A,https://yourstory.com/2019/06/startup-funding-scentials-unilever-ventures,Unilever Ventures
Bellatrix,$3.00,24/06/2019,Ahmedabad,Spacetech,Pre-Series A,https://inc42.com/buzz/deepika-padukone-invests-bellatrix-3-mn-funding/,IDFC-Parampara;StartupXseed;Karsemven Fund;Survam Partners;Karsemven Fund (KITVEN);Survam Partners ( Suman Kant Munjal family office) at a post-money valuation of $ 10 mn;Deepika Padukone;GrowX Ventures;CIIE;SINE
1mg,$70.00,28/06/2019,Gurugram,Healthtech,Series D,https://entrackr.com/2019/06/1mg-scores-70-mn-series-d-round/,Corisol Holdings;IFC;Redwood Global;Korea Omega Healthcare Fund;Sequoia Capital;Omidyar Network;Kae Capital
1mg,$70.00,27/06/2019,Gurugram,Healthtech,Series D,https://yourstory.com/2019/06/startup-funding-1mg-ifc-world-bank-corisol-holdings,IFC;Corisol Holdings;Sequoia Capital;Omidyar Network;Maverick Ventures;Kae Capital
String Bio,,27/06/2019,Bangalore,Deeptech & AI,Undisclosed,https://yourstory.com/2019/06/biotech-startup-string-bio-funding-ankur-capital,Ankur Capital;ONGC;Seventure Partners;KITVEN;Srinivasa Hatcheries
Recko,$1.00,26/06/2019,Bengaluru,SaaS,,https://yourstory.com/2019/06/funding-prime-venture-partners-recko-reconciliation-startup,Prime Venture Partners
TapChief,$0.65,25/06/2019,India,SaaS,,https://yourstory.com/2019/06/tapchief-funding-vijay-shekhar-sharma-kunal-shah,500 Startups;AngelList India;Stanford Angels;SucSEED Venture Partners;Paytm;Kunal Shah
Streak AI,$1.00,25/06/2019,Bengaluru,Fintech,Pre-Series A,https://yourstory.com/2019/06/startup-funding-streak-3one4-capital-rainmatter-zerodha,3one4 Capital;Rainmatter Capital
Astrogate Labs,,24/06/2019,Bengaluru,Deeptech & AI,Pre-Series A,https://yourstory.com/2019/06/startup-funding-spacetech-astrogate-labs-speciale-invest,Speciale Invest
ConceptOwl,$0.42,24/06/2019,Thiruvananthapuram,Edtech,,https://yourstory.com/2019/06/funding-ian-edtech-startup-conceptowl,Indian Angel Network;KRS Jamwal;Ankit Somani;Mitesh Shah
Infigo Life Sciences,$8.38,24/06/2019,Mumbai,Healthtech,Acquisition,https://yourstory.com/2019/06/funding-startup-iifl-india-eye-care-infigo,IIFL India Private Equity Fund
Avail Finance,$9.00,28/06/2019,Bengaluru,Fintech,Series A,https://yourstory.com/2019/06/funding-ola-invest-avail-finance,Matrix Partners;Ola
GOQii,,28/06/2019,Mumbai,Healthtech,Series C,https://yourstory.com/2019/06/startup-funding-bollywood-akshay-kumar-goqii,Akshay Kumar
Streak.tech,$1.00,25/06/2019,Bengaluru,Fintech,Pre-Series A,https://inc42.com/buzz/3one4-capital-funding-streak-tech/,3one4 Capital;Rainmatter Capital
Scentials,$3.60,25/06/2019,Mumbai,E-commerce,Series A,https://inc42.com/buzz/celebrity-products-brand-scentials-raises-funding-led-by-unilever/,Unilever Ventures
Curefit,$120.00,25/06/2019,Bengaluru,Healthtech,Series D,https://inc42.com/buzz/curefit-series-b-round/,Chiratae Ventures;Accel Partners;Kalaari Capital;Oaktree Capital;Unilever Ventures;Epiq Capital;Innoven Capital;Kotak Mahindra Bank
Isthara,$5.70,25/06/2019,Coimbatore,Real Estate Tech,,https://inc42.com/buzz/coliving-startup-isthara-raises-fresh-funds-to-support-expansion-plans/,JM Financial India Fund II
MyGlamm,$14.47,27/06/2019,Mumbai,E-commerce,,https://inc42.com/buzz/beauty-marketplace-myglamm-raises-funding-mn-led-by-bessemer/,Bessemer Venture Partners;Mankekar family office;L'Occitane
GOQii,,27/06/2019,Mumbai,Healthtech,Series C,https://inc42.com/buzz/fitness-wearable-startup-goqii-raises-investment-from-akshay-kumar/,Akshay Kumar
