Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
MoEngage,$9.00,04/12/2018,Hyderabad,Deeptech & AI,Series B,https://inc42.com/buzz/moengage-raises-9-mn-in-series-b-funding-round-led-by-indian-vcs/,Indian VCs;Hyderabad-based Ventureast;Mumbai-based Matrix Partners India
BuildSupply,$3.50,05/12/2018,Gurugram,E-commerce,Series A,https://inc42.com/buzz/proptech-startup-buildsupply-raises-3-5-mn-in-series-a-funding-round/,Venture Highway;Delhi-based venture capital company
Quikr,$7.80,07/12/2018,India,E-commerce,Venture Debt,https://inc42.com/buzz/quikr-raises-7-8-mn-venture-debt-from-innoven-capital/,
Eight,$26.40,07/12/2018,Mumbai,General,Series E,https://inc42.com/buzz/japans-business-card-app-eight-raises-26-4-mn-eyes-larger-india-presence/,Japan Post Capital
ShopKirana,$2.00,06/12/2018,Delhi,E-commerce,,https://inc42.com/buzz/shopkirana-raises-2-mn-from-info-edge-japanese-vc-firms/,
Instant Global Paytech,,04/12/2018,Mumbai,Fintech,Undisclosed,https://inc42.com/buzz/infibeam-invests-in-payments-company-to-expand-to-offline-market/,Infibeam Avenues
TechEagle,,05/12/2018,Lucknow,Logistics,Acquisition,https://inc42.com/buzz/zomato-acquires-drone-delivery-startup-techeagle/,Zomato
Facilio,$6.40,05/12/2018,Chennai,SaaS,Series A,https://inc42.com/buzz/tiger-global-accel-partners-lead-6-4-mn-funding-in-facilio/,Tiger Global;Accel Partners
AHA Taxis,,07/12/2018,Noida,Travel Tech,Acquisition,https://inc42.com/buzz/ebixcash-acquires-70-stake-in-inter-city-cab-operator-aha-taxis/,EbixCash
OYO,$100.00,03/12/2018,Gurugram,Travel Tech,Series E,https://inc42.com/buzz/oyo-may-grab-100-mn-ride-to-strengthen-indonesia-presence/,Grab
MYNEWCAR,$1.00,08/12/2018,Mumbai,E-commerce,Pre-Series A,https://inc42.com/buzz/exclusive-multi-brand-online-car-marketplace-mynewcar-raises-1-mn-in-funding/,
Boodmo,$0.84,06/12/2018,Gurugram,General,,https://entrackr.com/2018/12/autoparts-boodmo-funding/,
OYO,$100.00,08/12/2018,India,General,Venture Debt,https://yourstory.com/2018/12/oyo-quikr-raise-funds-daily-capsule,InnoVen Capital
OYO,$103.40,07/12/2018,Gurugram,General,,https://yourstory.com/2018/12/oyo-grabs-its-share-of-103-4-m-from-grab-as-a-part-of-its-1-b-round,SoftBank Investment Advisers (SBIA) through SoftBank Vision Fund;Lightspeed Venture Partners;Sequoia;Greenoaks Capital
MoEngage,$9.00,05/12/2018,Delhi,E-commerce,Series B,https://yourstory.com/2018/12/moengage-funding-quora-data-breach,Matrix Partners;VenturEast;Creation Investment
ShopKirana,$2.00,08/12/2018,India,E-commerce,,https://entrackr.com/2018/12/funding-indian-startups-week-dec/,Info Edge;AET Fund;Akatsuki;Incubate Fund;Better Capital
Quikr,$6.59,06/12/2018,Bengaluru,E-commerce,Venture Debt,https://entrackr.com/2018/12/quikr-raise-55-cr-innoven/,Innoven Capital
Amazon Seller Services,$263.47,05/12/2018,India,E-commerce,,https://entrackr.com/2018/12/amazon-fund-2200-cr-marketplace/,Amazon Corporate Holdings;Amazon.com
Fusion Microfinance,$62.28,04/12/2018,Delhi,Fintech,Series E,https://yourstory.com/2018/12/fusion-microfinance-raises-series-e-funding-of-rs-520-cr-from-warburg-pincus,Warburg Pincus;Incofin;NMI;BIO;SIDBI;Creation Investments
