Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Bounce Infinity,$20.00,30/01/2023,India,EV & Mobility,,https://inc42.com/buzz/bounce-infinity-raises-20-mn-from-sequoia-others-after-laying-off-3-4-workforce/,Sequoia Capital
ReadyAssist,$10.00,01/02/2023,India,General,Pre-Series A,https://inc42.com/buzz/roadside-assistance-startup-readyassist-acquires-servicing-platform-speedforce-for-10-mn/,Howen International Fund
Esports Club,$3.00,01/02/2023,Bengaluru,Gaming,Pre-Series A,https://inc42.com/buzz/the-esports-club-secures-funding-to-build-sustainable-ecosystem/,
Bn,$941.00,02/02/2023,Bengaluru,Fintech,,https://inc42.com/buzz/winter-continues-indian-startup-funding-slumps-80-yoy-january-2023/,
Freightify,$12.00,02/02/2023,India,Logistics,Series A,https://inc42.com/buzz/logistics-startup-freightify-bags-12-mn-debt-equity-funding-from-sequoia-india-others/,Sequoia Capital India;Nordic Eye Venture Capital;Motion Ventures also have
Nourish You,$2.00,31/01/2023,Hyderabad,E-commerce,Seed,https://inc42.com/buzz/d2c-startup-nourish-you-raises-funding-to-strengthen-rd-distribution-market-presence/,
CapGrid,$7.00,30/01/2023,Gurugram,EV & Mobility,Series A,https://entrackr.com/2023/01/capgrid-raises-7-mn-in-series-a-round-led-by-nexus-venture/,Nexus Venture;Nexus Venture Partners;Anicut Capital
Read Swytchd,$0.18,30/01/2023,Bengaluru,EV & Mobility,Seed,https://yourstory.com/2023/01/startup-funding-snitch-vineeta-singh-shark-tank,Keiretsu Forum
Profit.co,$11.00,31/01/2023,India,General,,https://yourstory.com/2023/01/enterprise-class-okr-platform-profitco-raises-11-million-elevation-capital,Elevation Capital;Raed Ventures
Enzene Biosciences,$50.00,30/01/2023,Pune,General,,https://yourstory.com/2023/01/enzene-biosciences-raises-50m-dollars,
SpeedForce,$10.00,31/01/2023,Vadodara,Auto Tech,Acquisition,https://entrackr.com/2023/01/readyassist-acquires-speedforce-10-mn/,ReadyAssist
Bounce Infinity,$20.00,04/02/2023,India,EV,,https://inc42.com/buzz/funding-galore-from-bounce-infinity-to-capgrid-indian-startups-raised-48-mn-this-week/,Sequoia Capital India
Saarthi Pedagogy,$1.20,31/01/2023,Ahmedabad,Edtech,Pre-Series A,https://yourstory.com/2023/01/saarthi-pedagogy-nourish-you-the-esports-club-raise-funding,GVFL Limited;Pinnacle Investments
ReadyAssist,$10.00,31/01/2023,India,Autotech,Acquisition,https://yourstory.com/2023/01/autotech-startup-readyassist-acquires-two-wheeler-workshop-chain-speedforce,ReadyAssist
