Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
JIFFY.ai,$53.00,09/03/2022,India,Fintech,Series B,https://inc42.com/buzz/enterprisetech-startup-jiffy-ai-raises-53-mn-to-scale-marketing-and-its-hyper-app-platform/,
Mn,$223.00,05/03/2022,India,Gaming,Acquisition,https://inc42.com/buzz/funding-galoreover-223-mn-raised-by-indian-startups-this-week/,
Captain Fresh,$50.00,07/03/2022,India,General,Series C,https://inc42.com/buzz/accel-india-backed-captain-fresh-bags-50-mn-to-enter-africa-and-middle-east/,Prosus Ventures;Tiger Global
Mn,$450.00,07/03/2022,India,Web3 & Crypto,,https://inc42.com/startups/polygon-decoded-the-450-mn-bet-on-indias-web3-poster-child-and-how-it-plans-to-conquer-ethereums-scaling-problem/,
Otipy,$32.00,07/03/2022,Delhi,Agritech,Series B,https://inc42.com/buzz/agritech-startup-otipy-raises-32-mn-to-strengthen-its-supply-chain-network/,Westbridge Capital
Hiver,$22.00,07/03/2022,Bengaluru,SaaS,,https://inc42.com/buzz/hiver-bags-22-mn-in-funding-to-help-companies-streamline-customer-service/,K1 capital;Kae Capital;AngelList
Money View,$75.00,09/03/2022,Bengaluru,Fintech,Series D,https://inc42.com/buzz/fintech-startup-money-view-raises-75-mn-from-tiger-global-other-valuation-reaches-625-mn/,
Kuku FM,$19.50,10/03/2022,India,Gaming,Series A,https://inc42.com/buzz/exclusive-kuku-fm-in-talks-with-krafton-for-20-mn-series-b-round/,KRAFTON;South Korean gaming giant KRAFTON;Founder Bank Capital;Shunwei Capital;Vertex Ventures;Ind;3one4 Capital;India Quotient
Blinkit,$100.00,11/03/2022,India,Foodtech,,https://inc42.com/buzz/blinkit-raises-100-mn-from-zomato-in-talks-for-another-300-mn/,
Classplus,$62.00,11/03/2022,Delhi,Edtech,Series C,https://inc42.com/buzz/edtech-startup-classplus-raises-62-mn-from-alpha-wave-tiger-global/,Alpha Wave Ventures;Tiger Global;GSV Ventures;Alpha Wave Incubation;Blume Ventures;RTP Global
Byju’s,$800.00,11/03/2022,Bengaluru,Edtech,Pre-IPO,https://entrackr.com/2022/03/byjus-raises-800-mn-at-22-bn-valuation-founder-infuses-400-mn/,
Metasky,$1.80,10/03/2022,Bengaluru,Web3 & Crypto,Pre-Seed,https://entrackr.com/2022/03/web3-platform-metasky-raises-pre-seed-round/,Sequoia Capital India;Woodstock Fund
Loco,$42.00,10/03/2022,Mumbai,Gaming,Series A,https://entrackr.com/2022/03/game-streaming-platform-loco-raises-42-mn-led-by-hashed/,Hashed;South Korea’s early-stage venture fund;South Korea’s early-stage venture fund focusing on blockchain;Krafton
Oorjaa,$1.08,08/03/2022,Bengaluru,E-commerce,Pre-Series A,https://entrackr.com/2022/03/oorjaa-raises-pre-series-a-round-led-by-ipv/,IPV;Inflection Point Ventures
Eruditus,$350.00,08/03/2022,India,Edtech,Series D,https://entrackr.com/2022/03/edtech-unicorn-eruditus-secures-350-mn-in-debt-from-cppib/,Accel;SoftBank at a $3
Zeta,$30.00,07/03/2022,Mumbai,Fintech,,https://entrackr.com/2022/03/zeta-raises-30-mn-from-mastercard-at-1-5-bn/,
CityMall,$75.00,07/03/2022,Gurugram,General,Series A,https://entrackr.com/2022/03/exclusive-citymall-raises-75-mn-in-series-c-round/,Norwest;Norwest Venture Partners
DeepTek,$10.00,07/03/2022,Pune,Healthtech,Series A,https://entrackr.com/2022/03/healthtech-startup-deeptek-raises-10-mn-in-series-a/,
CureSkin,$5.00,07/03/2022,Bengaluru,Deeptech & AI,Series A,https://entrackr.com/2022/03/cureskin-raises-5-mn-in-series-a-round/,JSW Ventures;Gurugram-based SenseAI Ventures;Sharrp Ventures;SenseAI
Gamerji,$1.10,07/03/2022,Ahmedabad,Gaming,Pre-Series A,https://entrackr.com/2022/03/gamerji-raises-1-1-mn-in-pre-series-a-round/,Unicorn India Ventures;Stadia Ventures;Urmin Group family office
Apollo.io,$402.00,05/03/2022,Bengaluru,Fintech,Series A,https://entrackr.com/2022/03/funding-and-acquisitions-in-indian-startups-this-week-28-feb-05-mar/,
CredoPay,$5.00,09/03/2022,Chennai,Fintech,Pre-Series A,https://yourstory.com/2022/03/funding-fintech-neobanking-solutions-startup-credopay-pre-series-a,
Tecxprt,,10/03/2022,India,SaaS,Acquisition,https://entrackr.com/2022/03/ninjacart-acquires-sass-startup-tecxprt/,Ninjacart
PayReview,,09/03/2022,India,HR Tech,Acquisition,https://entrackr.com/2022/03/peoplestrong-acquires-payreview/,PeopleStrong
100ms,$20.00,11/03/2022,Bengaluru,SaaS,Series A,https://entrackr.com/2022/03/100ms-scoops-up-20m-in-series-a-led-by-alpha-wave/,Alpha Wave Incubation;Matrix Partners India;LocalGlobe;Accel;Strive.vc
Wizzy,$0.30,08/03/2022,Ahmedabad,E-commerce,Seed,https://entrackr.com/2022/03/100x-vc-backed-wizzy-raises-300k/,Manipal Technology & Media Group;Concept India;Quattro Ventures;Sat Industrie;Kolte Patil
PensionBox,$0.16,07/03/2022,Bengaluru,Fintech,Seed,https://entrackr.com/2022/03/pensionbox-raises-160k-in-seed-round/,Kishore Ganji;Keynote India;Aprameya Radhakrishna;SAT Industry
