Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
K Kirana,$25.00,23/05/2022,India,General,Series A,https://inc42.com/buzz/1k-kirana-raises-25-mn-for-connecting-consumers-with-grocery-stores/,Alpha Wave Ventures;Info Edge Ventures;Kae Capital;Falcon Edge;Amrit Acharya;Srinath Ramakkrushnan;Rahul Sharma;Vishal Chaudhary from Zetwerk;Kushal Karwa;Rishabh Karwa;Nitin Rana;Amit Bhasin from GoMechanic have participated in the round;Raje
BluSmart,$25.00,24/05/2022,Delhi,EV & Mobility,Series A,https://inc42.com/buzz/ev-startup-blusmart-collectively-raises-50-mn-to-expand-its-superhubs/,BP Ventures;Green Frontier Capital;Stride Ventures;Alteria Capital;BlackSoil;UCIC participated in the venture debt round
NAKAD,$7.00,25/05/2022,India,Fintech,Seed,https://inc42.com/buzz/fintech-startup-nakad-raises-7-mn-to-offer-working-capital-to-msmes/,Accel;Matrix Partners India;AdvantEdge Founders;Shashank Kumar
Lumos Labs,$1.10,26/05/2022,India,Web3 & Crypto,Seed,https://entrackr.com/2022/05/lumos-labs-raises-1-1-mn-in-seed-round/,Global Web3 venture fund Delta Blockchain Fund;Next Web Capital;Arcanum Capital;AG Build;Paradigm Shift Capital
Buildd,$2.00,26/05/2022,India,Fintech,Pre-Seed,https://entrackr.com/2022/05/buildd-raises-2-mn-in-pre-seed-round/,Germany-headquartered venture capital firm Picus Capital;Mankekar Family Office;Germany-headquartered venture capital firm;Kunal Sharma (ex Freecharge);Nitin Agarwal (Founder B21);Aniruddha Patwardhan (Phonepe Engineering Head);Kedar Swadi (Phonepe Data Science Head)
Miko,$11.98,26/05/2022,India,Deeptech & AI,Series B,https://entrackr.com/2022/05/exclusive-robotics-firm-miko-raises-rs-100-cr-debt/,
ShopSe,$6.10,25/05/2022,India,General,Series A,https://entrackr.com/2022/05/shopse-raises-6-1-mn-in-series-a-round/,Amrish Rau;Jitendra Gupta
Almo,$2.00,25/05/2022,India,D2C,Pre-Series A,https://entrackr.com/2022/05/almo-raises-2-mn-in-pre-series-a-round-led-by-ipv/,IPV;Inflection Point Ventures
Country Delight,$108.00,25/05/2022,Gurugram,D2C,Series C,https://entrackr.com/2022/05/country-delight-raises-108-mn-led-by-venturi-partners-and-temasek/,Venturi Partners;Temasek;Nicholas Cator-backed Venturi Partners;SWC Global;Trifecta Capital
Celcius,$4.50,23/05/2022,Mumbai,General,Series A,https://entrackr.com/2022/05/celcius-raises-4-5-mn-in-series-a-round-led-by-mumbai-angels/,Mumbai Angels;Supply Chain Labs;Endurance Capital;VCats;Keiretsu Forum;Huddle;EVAN
