Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Farm Taaza,$8.00,06/10/2017,Bengaluru,Agritech,Series A,https://inc42.com/buzz/farm-taaza-funding-agritech-epsilon/,Epsilon Venture Partners;IL;FS Investment Managers’ Tara India Fund IV
Ekart,$98.00,02/10/2017,India,Logistics,,https://inc42.com/buzz/flipkart-group-logistics-ekart-funding/,Klick2Shop Logistics Services International
Chqbook,,03/10/2017,Gurugram,Fintech,Undisclosed,https://inc42.com/buzz/fintech-startup-chqbook-funding/,Startup Buddy;Apurva Chamaria;Sachin Arora;Bharat Gupta;Amit Manocha
Elanic,,04/10/2017,Bengaluru,E-commerce,Undisclosed,https://inc42.com/buzz/p2p-fashion-marketplace-elanic-raises-funding-japan-based-digital-garage/,Digital Garage
MRL PosNet,$104.50,04/10/2017,Chennai,Fintech,Acquisition,https://inc42.com/buzz/worldline-mrl-posnet-acquisition-payments/,Worldline
SlicePay,$2.00,06/10/2017,Bengaluru,Fintech,Series A,https://inc42.com/buzz/fintech-slicepay-funding/,Das Capital;Simile Ventures;Blume Ventures
Drivezy,$10.00,06/10/2017,Bengaluru,General,Bridge,https://entrackr.com/2017/10/car-bike-drivezy-10-mn-das-capital/,
Yaantra,$2.40,05/10/2017,Delhi,General,Pre-Series A,https://entrackr.com/2017/10/yaantra-secures-rs-20-crore/,
Oorjan,$1.80,05/10/2017,Mumbai,General,Seed,https://entrackr.com/2017/10/solar-oorjan-funding-globevestor/,Globevestor;Globevestor to scale operations
CollPoll,$0.24,05/10/2017,Vadodara,Edtech,Series B,https://entrackr.com/2017/10/collpoll-raises-fund-sprout-angels/,Kashyap Deorah;Anand Sankeshwar
Zefo,$7.19,05/10/2017,Bengaluru,Logistics,,https://entrackr.com/2017/10/zefo-60-cr-sequoia-helion-beenext/,
MedGenome,$10.00,04/10/2017,Bengaluru,Healthtech,Series C,https://entrackr.com/2017/10/medgenome-raise-rs-65-crore/,Sequoia Capital;Sofina
PhonePe,$38.70,04/10/2017,Bengaluru,Fintech,,https://entrackr.com/2017/10/flipkart-funds-phonepe/,Flipkart Payments
DocsApp,$5.50,03/10/2017,Bengaluru,Healthtech,Series A,https://entrackr.com/2017/10/docsapp-set-raise-rs-36-crore-bessemer/,Bessemer Venture Partners
Ekart,$98.00,03/10/2017,India,Logistics,,https://entrackr.com/2017/10/ekart-bags-98-mn-funding/,Klick2Shop
Ola,$2000.00,03/10/2017,Bengaluru,EV & Mobility,,https://entrackr.com/2017/10/ola-raises-2-billion-softbank-tencent/,SoftBank;Tencent
