Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Icertis,$148.00,20/07/2019,Bengaluru,Agritech,Series A,https://entrackr.com/2019/07/funding-indian-startups-week-july-6/,Alkemi Venture Partners
Grofers,$10.00,16/07/2019,India,General,Series F,https://entrackr.com/2019/07/grofers-raises-10-mn-capital-investments/,
MobiKwik,$1.04,15/07/2019,New Delhi,General,Series E,https://entrackr.com/2019/07/mobikwik-rs-8-7-cr-ndtv-trifecta-capital/,
Aquvio,$0.01,16/07/2019,Kanpur,General,Pre-Series A,https://yourstory.com/2019/07/water-purifier-startup-funding-aquvio,
Akiva Superfoods,$2.00,16/07/2019,Delhi,E-commerce,Series A,https://yourstory.com/2019/07/funding-health-wellness-food-akiva-superfoods-alkemi,Alkemi;Alkemi Venture Partners;Zomato
Netmeds,$0.74,16/07/2019,Chennai,E-commerce,Acquisition,https://yourstory.com/2019/07/funding-online-pharmacy-netmeds-parent-tresara-health,MAPE Advisory;OrbiMed;Tanncam;Sistema
MobiKwik,$1.04,16/07/2019,Gurugram,General,Venture Debt,https://yourstory.com/2019/07/startup-funding-mobikwik-trifecta-capital-ndtv,Sequoia Capital;American Express;Net1;Net1 UEPS;GMO Venture Partner
Near,$100.00,16/07/2019,Gurugram,Fintech,,https://yourstory.com/2019/07/startup-funding-near-sequoia-greater-pacific-capital,
Procol,$1.00,17/07/2019,Delhi,Healthtech,Series A,https://yourstory.com/2019/07/funding-blume-ventures-rainmatter-capital-procol-zerodha,Blume Ventures
Agrahyah Technologies,$1.00,17/07/2019,Mumbai,General,Pre-Series A,https://yourstory.com/2019/07/tech-startup-aawaz-parent-agrahyah-pre-series-a-round,
MyMoneyMantra,$12.46,17/07/2019,New Delhi,Fintech,,https://yourstory.com/2019/07/startup-funding-mymoneymantra-ifsd-bv-vaalon-capital,
Tiny Spoons,$0.24,17/07/2019,Mumbai,General,,https://yourstory.com/2019/07/startup-funding-tiny-spoons-organic-baby-food,Anil Joshi
Rapido,$0.18,18/07/2019,Bengaluru,General,Pre-Series A,https://yourstory.com/2019/07/funding-bike-taxi-app-rapido-raises-rs-1-49-cr-karina-choudhrie,Nexus Venture Partners;Hong Kong-based investment firm;B Capital Group;Falcon Edge Capital;Karina Choudhrie Tech Sponsors India;Integrated Capital;Rapido Holdings LLC
Vested,$1.50,18/07/2019,Bengaluru,Healthtech,Pre-Seed,https://yourstory.com/2019/07/startup-funding-venture-catalysts-vested-investment,
RentoMojo,$0.14,19/07/2019,Bengaluru,E-commerce,Series A,https://yourstory.com/2019/07/startup-funding-furniture-rental-rentomojo-upgrade,Accel;Chiratae;Bain Capital;Lightbox Ventures;Crescent Enterprises;Goldman Sachs PE;Norwest Venture Partners to expand its offline presence
Bay,$58.00,19/07/2019,Noida,E-commerce,Series E,https://yourstory.com/2019/07/startup-funding-investments-ebay-paytm-mall-sarva,
Ecozen,$97.00,15/07/2019,Mumbai,Agritech,Series A,https://yourstory.com/2019/07/funding-agritech-startup-ecozen-caspian-hivos-triodos-fund,
Yatra,$337.80,17/07/2019,Gurugram,Travel,Acquisition,https://entrackr.com/2019/07/ebix-acquires-yatra-337-mn-stock-deal/,Ebix
Icertis,$115.00,17/07/2019,Pune,SaaS,Series E,https://entrackr.com/2019/07/icertis-unicorn-115-mn-greycroft-premjiinvest/,Greycroft;PremjiInvest
Awfis,$10.78,17/07/2019,New Delhi,Coworking,,https://entrackr.com/2019/07/awfis-raising-rs-90-cr-from-bisque-and-link-investment-trust/,Bisque;Link Investment Trust
DIYBlockchain,$2.50,16/07/2019,India,Deeptech & AI,,https://yourstory.com/2019/07/startup-funding-diyblockchain-25m-bitcoin-man,Herbert R Sim
Ambee,$0.12,16/07/2019,Bengaluru,Deeptech & AI,,https://yourstory.com/2019/07/ambee-aishwaraya-rai-startup-funding,Aishwarya Rai;Vrinda KR
boAt,$2.40,17/07/2019,Delhi,Consumer Electronics,Venture Debt,https://yourstory.com/2019/07/consumer-audio-startup-boat-funding-sachin-bansal,BAC Acquisitions
Lymbyc,,17/07/2019,Bengaluru,Deeptech & AI,Acquisition,https://yourstory.com/2019/07/lt-infotech-acquires-deep-tech-startup-lymbyc,Larsen & Toubro Infotech
Teabox,,18/07/2019,Siliguri,E-commerce,Undisclosed,https://yourstory.com/2019/07/funding-teabox-nbventures-ratan-tata,NB Ventures
Paytm Mall,$160.00,18/07/2019,Noida,E-commerce,,https://yourstory.com/2019/07/paytm-mall-funding-ebay-ecommerce-india-vijay-shekhar-sharma,eBay
SARVA,,18/07/2019,Mumbai,Wellness,Undisclosed,https://yourstory.com/2019/07/rajinikanth-aishwaryaa-dhanush-investment-sarva-yoga-startup,Aishwaryaa R Dhanush
VComply,$2.50,18/07/2019,India,SaaS,Seed,https://yourstory.com/2019/07/vcomply-saas-grc-solution-funding-accel,Accel
Ambee,$0.39,15/07/2019,Bengaluru,Deeptech & AI,,https://inc42.com/buzz/ambee-raises-funding-from-aishwarya-rai-bachchan-rajan-anandan/,Aishwarya Rai Bachchan;Vrinda KR;Rajan Anandan;Techstars Bangalore;Touchstone Venture LLP;Motivated Minds Wealth LLP
