Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Sqrrl,$1.00,25/06/2018,Gurugram,Fintech,Pre-Series A,https://inc42.com/buzz/fintech-startup-sqrrl-raises-1-mn-in-pre-series-a-round-from-equanimity-venture-fund/,
Diageo,$3.96,25/06/2018,Chennai,E-commerce,Acquisition,https://inc42.com/buzz/diageo-picks-up-26-stake-in-alcohol-delivery-startup-hipbar-for-3-96-mn/,
SigTuple,$19.00,26/06/2018,Bengaluru,Healthtech,Series A,https://inc42.com/buzz/sigtuple-raises-19-mn-in-series-b-funding-led-by-accel-and-idg-ventures/,Accel;IDG Ventures;Accel Partners
PolicyBazaar,$200.00,25/06/2018,Gurugram,Fintech,Series F,https://inc42.com/buzz/softbank-vision-fund-pours-more-than-200-mn-in-policybazaar/,SoftBank Vision Fund
Wow Express,$4.50,28/06/2018,Mumbai,E-commerce,Pre-Series A,https://inc42.com/buzz/wow-express-raises-4-5-mn-to-expand-over-100-cities-by-2019/,US-based investors in May 2016
UST Global,$250.00,28/06/2018,Thiruvananthapuram,General,Acquisition,https://inc42.com/buzz/with-plans-to-support-kerala-startups-ust-global-raises-250-mn-from-temasek/,
Edureka,$2.00,29/06/2018,Bengaluru,Edtech,,https://inc42.com/buzz/bootstrapped-elearning-platform-edureka-raises-2-mn-from-leo-capital-to-fuel-its-growth-plans/,
Picostone,$0.60,27/06/2018,Mumbai,EV & Mobility,,https://inc42.com/startups/exclusive-picostone-raises-funding-to-disrupt-4-3-bn-smart-home-automation-market/,
Leena AI,,30/06/2018,Gurugram,Deeptech & AI,Seed,https://inc42.com/buzz/y-combinator-invests-in-ai-based-hrtech-startup-leena-ai/,Y Combinator
Aahaa Stores,$2.00,25/06/2018,New Delhi,E-commerce,,https://inc42.com/buzz/b2b-office-supplies-etailer-aahaa-stores-raises-2-mn-from-a-uae-based-investor/,Calega
Paytm Entertainment,$8.95,26/06/2018,India,Media & Entertainment,,https://inc42.com/buzz/paytm-entertainment-receives-8-95-mn-boost-from-parent-company-to-sell-100-mn-tickets-this-year/,One97 Communications
Gionee India,$36.65,27/06/2018,India,Consumer Electronics,Acquisition,https://inc42.com/buzz/chinese-smartphone-brand-gionee-to-sell-off-its-india-operations-for-36-65-mn/,Jaina Group;Arvind R Vohra
MX Player,$144.00,28/06/2018,India,Media & Entertainment,Acquisition,https://inc42.com/buzz/times-internet-confirms-acquisition-of-south-koreas-mx-player-for-144-mn/,Times Internet
Cashify,$12.00,29/06/2018,Gurugram,E-commerce,Series C,https://inc42.com/buzz/cashify-pockets-12-mn-in-series-c-funding-from-chinese-investors/,CDH Investments;MorningSide Group;AiHuiShou;Bessemer Ventures;Shunwei Capital
Hashtag Loyalty,,29/06/2018,Mumbai,Enterprise Tech,Seed,https://inc42.com/startups/exclusive-crm-startup-hashtag-loyalty-raises-funding-to-focus-into-ai-powered-marketing/,Ahimsa Capital
ZunRoof,$0.19,26/06/2018,Gurugram,General,,https://entrackr.com/2018/06/rooftop-solar-zunroof-1-5-mn-angel-fund/,
Wow Express,$4.50,29/06/2018,Mumbai,E-commerce,Series A,https://yourstory.com/2018/06/wow-express-raises-4-5-m-in-series-a-social-startup-muskaan-dreams-gets-rs-1-5-cr-funding-daily-capsule,Fidelity Management;Research company
SigTuple,$200.00,27/06/2018,India,SaaS,Series B,https://yourstory.com/2018/06/the-india-startup-report-presents-an-overview-on-the-startup-ecosystem-sigtuple-raises-series-b-funding-daily-capsule,Freshservice (IT service management software);Freshsales (CRM software);SoftBank Vision Fund;Accel Partners;IDG Venture;Info Edge (India) Ltd
PolicyBazaar,$200.00,26/06/2018,India,Foodtech,Series E,https://yourstory.com/2018/06/policybazaar-raises-200-m-led-softbank-vision-fund-info-edge-enters-unicorn-club,SoftBank Vision Fund;Info Edge
Sqrrl,$1.00,26/06/2018,Gurugram,Deeptech & AI,Pre-Series A,https://yourstory.com/2018/06/sqrrl-raises-1-m-in-pre-series-a-round-aahaa-stores-announces-equity-infusion-of-2-m-daily-capsule,YourNest
Paytm,$500.00,25/06/2018,Bengaluru,Fintech,Series C,https://yourstory.com/2018/06/china-investors-indian-startups-raising-funds-east,
Edureka,$2.00,30/06/2018,Bengaluru,Edtech,,https://yourstory.com/2018/06/bengaluru-based-e-learning-platform-edureka-raises-2m-first-round-funding,
Cashify,$12.00,30/06/2018,Gurugram,E-commerce,Series C,https://yourstory.com/2018/06/cashify-raises-12-m-in-series-c-kiran-mazumdar-shaw-is-elected-to-mit-board-daily-capsule,Bessemmer Ventures;Shunwei
Technogram Solutions,$0.60,28/06/2018,India,SaaS,,https://yourstory.com/2018/06/stealth-mode-travel-startup-raised-rs-5-cr-within-two-months-heres-need-know,
