Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Jiraaf,$7.50,08/06/2022,India,Fintech,Series A,https://inc42.com/buzz/fintech-startup-jiraaf-secures-funding-to-offer-new-age-investment-opportunities/,Accel Partners;Mankekar Family Office;Dr;PharmEasy;Livspace;Zetwerk
Kissht,$80.00,08/06/2022,Mumbai,Fintech,,https://inc42.com/buzz/fintech-kissht-raises-80-mn-in-a-bid-to-enter-bnpl-cards-market/,Vertex Growth;Brunei Investment Agency;Vertex Ventures SEA India;Endiya Partners
Samudai,$2.50,08/06/2022,India,Web3 & Crypto,Pre-Seed,https://inc42.com/buzz/samudai-raises-pre-seed-funding-to-help-manage-build-communities-in-web3-ecosystem/,Sino Global Capital;T Capital;Coinbase Ventures;Lunar Ventures
Uni,$5.99,08/06/2022,Bengaluru,Fintech,Series A,https://inc42.com/buzz/fintech-startup-uni-raises-inr-50-cr-to-offer-interest-free-credit-products/,General Catalyst;Eight Roads Ventures;Elevation Capital;Arbor Ventures;Lightspeed;Accel
Mn,$468.00,04/06/2022,Mumbai,Fintech,Series E,https://inc42.com/buzz/funding-galore-468-mn-raised-by-indian-startups-this-week/,Goldman Sachs Asset Management;B Capital
Ivy Homes,$7.00,06/06/2022,India,Proptech,Seed,https://inc42.com/buzz/ivy-homes-raises-7-mn-to-make-property-selling-process-easy-for-homeowners/,Venture Highway;Y Combinator;GFC;Foundamental;Better Capital;Titan Capital;Rebright Partners
CRED,$140.00,09/06/2022,Bengaluru,D2C,Series E,https://entrackr.com/2022/06/cred-raises-140-mn-in-series-f-at-6-4-bn-valuation/,
Aerotime,$2.00,09/06/2022,India,General,Seed,https://entrackr.com/2022/06/aerotime-raises-2-mn-in-seed-round/,
Intents Mobi,$1.00,09/06/2022,Gurugram,Logistics,Series A,https://entrackr.com/2022/06/intents-mobi-raises-1-mn-in-bridge-round/,DevX Venture Fund;Tier1 VCs
Spardha,$0.96,09/06/2022,Mumbai,General,,https://entrackr.com/2022/06/spardha-raises-rs-8-cr-led-by-ipv/,IPV;Inflection Point Ventures;Mumbai Angels;We Founder Circle
FreshR,$1.20,09/06/2022,India,General,,https://entrackr.com/2022/06/freshr-raises-1-2-mn-in-a-fresh-round/,Axilor Ventures;1crowd
Pepper Content,$14.30,09/06/2022,Mumbai,General,Series A,https://entrackr.com/2022/06/pepper-content-raises-14-3-mn-led-by-bessemer/,Bessemer;Bessemer Venture Partners;Lightspeed;Ba;Tanglin Venture Partners;Titan Capital;Ritesh Agarwal;Abhinav Sinha;Ankur Nagpal;Dheeraj Pandey;Ashish Gupta;Kunal Shah;Beerud Sheth
Read Samudai,$2.50,08/06/2022,India,Web3 & Crypto,Pre-Seed,https://yourstory.com/2022/06/funding-roundup-june-8-the-june-shop-ecommerce-moneyyapp,Sino Global Capital;T Capital;Coinbase Ventures;Lunar Ventures;NxGen;Paradigm Shift Capital;DWeb3 Capital;Builders Tribe;Superteam DAO;FTX Ventures
Purplle,$33.00,09/06/2022,Mumbai,E-commerce,Series E,https://entrackr.com/2022/06/purplle-turns-unicorn-with-33-mn-series-e-round/,Paramark Ventures;Blume Ventures;Kedaara;Premji Invest
EzeDox,,08/06/2022,India,Enterprise Tech,Acquisition,https://inc42.com/buzz/betterplace-continues-acquisition-spree-buys-ezedox-in-all-cash-deal/,BetterPlace
Way2News,$16.75,09/06/2022,Hyderabad,Media & Entertainment,Series A,https://inc42.com/buzz/hyperlocal-news-app-way2news-bags-16-75-mn-to-expand-user-base-in-southern-states/,Westbridge Capital;Sashi Reddi
Lenskart,$28.20,09/06/2022,India,Ecommerce,Series I,https://inc42.com/buzz/exclusive-peyush-bansals-lenskart-bags-28-mn-from-avendus/,Avendus Future Leaders Fund II
PhysicsWallah,$100.00,07/06/2022,Noida,Edtech,Series A,https://inc42.com/buzz/physicswallah-indias-101st-unicorn-raises-100-mn/,WestBridge Capital;GSV Ventures
FlexiLoans,$90.00,07/06/2022,India,Fintech,Series B,https://inc42.com/buzz/sme-lending-platform-flexiloans-raises-90-mn-in-debt-equity-to-shore-up-user-base/,MAJ Invest;Fasanara Capital;Sanjay Nayar
Zaara Biotech,,06/06/2022,Thrissur,Health Tech,Undisclosed,https://inc42.com/buzz/biotech-startup-zaara-biotech-bags-funding-to-set-up-manufacturing-facility-research-centres/,Transcend International
Garuda Aerospace,,06/06/2022,Chennai,Advanced Hardware & Technology,Undisclosed,https://inc42.com/buzz/ms-dhoni-invests-drone-startup-garuda-aerospace-joins-brand-ambassador/,MS Dhoni
Text Mercato,$2.60,06/06/2022,Bengaluru,Enterprise Tech,Pre-Series A,https://inc42.com/buzz/content-startup-text-mercato-raises-funding-to-launch-diy-platform-for-small-brands/,1Crowd;Mount Judi Ventures;Innospark Ventures;Modulor Capital;Tremis Capital;ah! Ventures
ARTH,$2.50,07/06/2022,India,Fintech,Pre-Series A,https://inc42.com/buzz/sme-lending-fintech-arth-raises-funding-to-help-small-businesses-avail-loans-easily/,DEG;MIT Alumni Network
Lybrate,,07/06/2022,New Delhi,Health Tech,Acquisition,https://inc42.com/buzz/healthtech-unicorn-pristyn-care-enters-primary-healthcare-with-acquisition-of-ratan-tata-backed-lybrate/,Pristyn Care
