Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
PaySense,$5.30,18/05/2017,Mumbai,Fintech,Series A,https://inc42.com/buzz/paysense-series-a-5mn/,Jungle Ventures
EzCred,$1.00,19/05/2017,Bengaluru,Fintech,Series A,https://inc42.com/buzz/ezcred-1mn-fintech/,Jungle Ventures;Dheeraj Pandey
Freecharge,$3.38,19/05/2017,Gurugram,General,Acquisition,https://inc42.com/buzz/freecharge-funding-jasper/,
Paytm,$1400.00,18/05/2017,India,Fintech,,https://inc42.com/buzz/paytm-funding-1-4-bn-softbank/,
Fynd,$0.50,15/05/2017,Mumbai,E-commerce,Series A,https://inc42.com/buzz/fynd-funding/,Rocketship
Niki.ai,$2.00,16/05/2017,Bengaluru,Deeptech & AI,Series A,https://inc42.com/buzz/niki-ai-funding-sap/,SAP.iO;Unilazer Ventures;Haresh Chawla;Arihant Patni
Zapty,$0.50,15/05/2017,Bengaluru,SaaS,,https://inc42.com/buzz/zapty-funding-ideaspring/,Ideaspring Capital
Vernacular.ai,,15/05/2017,Bengaluru,Deeptech & AI,Undisclosed,https://inc42.com/buzz/vernacular-ai-funding-kstart/,Kalaari Capital
Telr,$3.00,17/05/2017,Singapore,Fintech,Series B,https://inc42.com/buzz/telr-series-b-3mn/,Innovations East
PumpKart,,18/05/2017,Chandigarh,E-commerce,Seed,https://inc42.com/buzz/exclusive-pumpkart-funding/,Ritesh Malik
The Good Life Company,$1.00,17/05/2017,Mumbai,E-commerce,Seed,https://inc42.com/buzz/the-good-life-company-funding/,Ayesha Takia Azmi;Abu Farhan Azmi
