Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
DeHaat,$3.59,18/03/2019,India,Fintech,Seed,https://entrackr.com/2019/03/agri-dehaat-funding-omnivore/,Bertelsmann
Faasos,$15.80,13/03/2019,India,General,Debt,https://entrackr.com/2019/03/faasos-15-8-mn-funding/,
Me,$300.00,12/03/2019,Bengaluru,General,Series A,https://yourstory.com/2019/03/matrix-partner-investment-pfhg5nz75q,
Wedding Brigade,$1.00,12/03/2019,Mumbai,E-commerce,Pre-Series A,https://yourstory.com/2019/03/wedding-brigade-pre-seriesa-funding-x3yztarsuk,Japan–based AET Fund;Blume Ventures;Czar Capital;Mountain Pine Capital;Lets Venture investors;Allana Group
Whatfix,$11.02,12/03/2019,Bengaluru,SaaS,Series A,https://yourstory.com/2019/03/bengaluru-whatfix-funding-eight-roads-ventures-jyedhyor8h,Eight Roads Ventures India;Stellaris Venture Partners;VC investors Helion Venture Partners;Powerhouse Ventures
Tosshead,$3.00,12/03/2019,Bengaluru,General,,https://yourstory.com/2019/03/event-management-tosshead-funding-oyo-partnership-az4d95wbyh,
AgroStar,$27.00,13/03/2019,Pune,Agritech,Series B,https://yourstory.com/2019/03/agritech-startup-agrostar-funding-seriesc--jz5id3844s,Bertelsmann India;Accel;Chirate Ventures;Aavishkar Bharat Fund
Acko,$65.00,14/03/2019,Pune,Agritech,Series C,https://yourstory.com/2019/03/youtube-music-app-india-acko-funding-binny-bansal-zqid820o1x,SoftBank's former managing partner Kabir Misra;Intact Ventures;Bertelsmann India;Accel;Chirate Ventures;Aavishkar Bharat Fund
Acko,$65.00,13/03/2019,India,Deeptech & AI,Series A,https://yourstory.com/2019/03/insurance-startup-acko-funding-binny-bansal-74hfi30shw,SoftBank's former managing partner Kabir Misra;Amazon
MSwipe,$26.32,14/03/2019,Mumbai,General,Series C,https://yourstory.com/2019/03/mobile-payment-solution-startup-mswipe-funding-bkddyipg,Actis Capital;Falcon Edge Capital;Ola Cabs;Meru Capital
MSwipe Technologies,$26.32,15/03/2019,Pune,General,,https://yourstory.com/2019/03/mswipe-funding-facebook-music-bollywood-india-g6ylhfs6cv,
Innoviti,$9.58,15/03/2019,Bengaluru,Fintech,Series A,https://yourstory.com/2019/03/innoviti-raises-debt-capital-rs-80-cr--npimut,Trifecta Capital
Innoviti,$9.58,16/03/2019,Bengaluru,Foodtech,Venture Debt,https://yourstory.com/2019/03/lee-fixel-tiger-global-innoviti-funding-vl8tdjs0nj,Trifecta Capital
Aibono,$2.50,12/03/2019,Bengaluru,Agritech,Pre-Series A,https://inc42.com/buzz/agritech-startup-aibono-raises-2-5-mn-in-pre-series-a-funding-round/,
Amazon-Backed Acko,$65.00,13/03/2019,Mumbai,Fintech,Series C,https://inc42.com/buzz/amazon-backed-acko-raises-fresh-65-mn-in-series-c-from-binny-bansal-rps-ventures-others/,Catamaran Ventures
HotStar,$153.00,14/03/2019,India,General,,https://inc42.com/buzz/hotstar-raises-153-mn-to-up-its-game-for-the-indian-ott-market/,
Mswipe,$11.50,15/03/2019,Bengaluru,Fintech,Venture Debt,https://inc42.com/buzz/innoviti-eyes-expansion-with-11-5-mn-debt-funding/,
Vivriti Capital,$13.17,13/03/2019,Chennai,Fintech,,https://yourstory.com/2019/03/creation-investments-vivriti-capital-funding,Creation Investments
Rebel Foods,$15.80,14/03/2019,Pune,Foodtech,Series D,https://yourstory.com/2019/03/faasos-rebel-foods-funding-sequoia-capital-7ykiciek58,Sequoia Capital India;Lightbox Ventures;Evolvence India
Nua,$4.00,15/03/2019,India,E-commerce,Series A,https://yourstory.com/2019/03/lightbox-ventures-funding-nua-women-wellness-jkbd2hao1j,Lightbox Ventures;Kae Capital
BlackBuck,$43.00,13/03/2019,Bengaluru,Logistics,Series D,https://entrackr.com/2019/03/blackbuck-fundinf-43-mn/,Goldman Sachs;B Capital
Nua,$4.00,13/03/2019,Mumbai,Healthtech,Series A,https://entrackr.com/2019/03/nua-funding-lighbox/,Lightbox;Kae Capital
Yatra,$336.00,12/03/2019,Gurugram,Travel Tech,Acquisition,https://inc42.com/buzz/ebix-eyes-online-travel-market-offers-336-mn-acquisition-deal-to-yatra/,Ebix
The Wedding Brigade,$1.00,12/03/2019,Mumbai,E-commerce,Pre-Series A,https://inc42.com/buzz/matrimonial-marketplace-the-wedding-brigade-raises-1-mn-led-by-aet-blume-ventures/,AET Fund;Blume Ventures;Allana Group
&Me,,12/03/2019,Bengaluru,Foodtech,Undisclosed,https://inc42.com/buzz/matrix-follows-up-with-fresh-funds-for-womens-health-focused-beverage-me/,Matrix Partners India;Sauce.vc
Guiddoo,,13/03/2019,Mumbai,Travel Tech,Undisclosed,https://inc42.com/buzz/traveltech-startup-guiddoo-raises-funds-to-lure-in-chinas-tourists/,SOSV;Artesian China Fund
Mswipe,$31.50,13/03/2019,Mumbai,Fintech,Series E,https://inc42.com/buzz/mswipe-looks-to-swipe-pos-industry-with-31-5-mn-series-e-funding/,B Capital;DSG Consumer Partners;Epiq Capital;Falcon Edge
Whatfix,$13.20,13/03/2019,Bengaluru,SaaS,Series B,https://inc42.com/startups/enterprisetech-startup-whatfix-raises-13-2-mn-to-finance-headcount-tech-expansion/,Eight Roads Ventures;F Prime Capital;Cisco Investments;Stellaris Venture Partners;Helion Venture Partners
BlackBuck,$43.50,14/03/2019,Bengaluru,Logistics,Series D,https://inc42.com/buzz/blackbuck-gets-the-unicorn-tag-at-1-1-bn-valuation-looks-to-raise-43-mn-more/,B Capital Asia;Global Private Opportunities Partners
Innov8,$31.84,15/03/2019,Gurugram,Coworking,Acquisition,https://inc42.com/buzz/breaking-oyo-acquires-innov8-for-inr-220-cr-in-all-cash-deal/,OYO
