Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Credihealth,$1.50,17/04/2017,Gurugram,Healthtech,Pre-Series A,https://inc42.com/buzz/credihealth-funding/,
Holachef,$5.00,20/04/2017,Mumbai,Foodtech,Series B,https://inc42.com/buzz/holachef-funding-kalaari/,Kalaari Capital;SIDBI Venture Capital;India Quotient
Raw Pressery,$0.54,17/04/2017,Mumbai,Foodtech,,https://inc42.com/buzz/raw-pressery-funding/,Jacqueline Fernandez
SVG Media,,18/04/2017,Gurugram,Media & Entertainment,Acquisition,https://inc42.com/buzz/dentsy-acquires-svg-media/,Dentsu Aegis Network
Be U Salons,$0.62,18/04/2017,Delhi,Consumer Services,Seed,https://inc42.com/buzz/be-u-salons-funding/,5 ideas Startup Superfuel;Jatin Aneja;Sundeep Singh Sahni
Innefu Labs,$2.00,18/04/2017,Delhi,Deeptech & AI,Series A,https://inc42.com/buzz/innefu-indianivesh-funding/,IndiaNivesh Venture Capital Fund
Financial Navigator,,19/04/2017,Santa Clara,Fintech,Acquisition,https://inc42.com/buzz/financial-navigator-acquisition/,Asset Vantage
Whodat,$0.60,18/04/2017,Bengaluru,Deeptech & AI,,https://inc42.com/buzz/whodat-funding/,Ideaspring Capital
Doormint,,21/04/2017,Mumbai,Consumer Services,Acquisition,https://inc42.com/buzz/wassup-acquires-doormint/,Wassup
Wassup,,21/04/2017,India,Logistics,Acquisition,https://yourstory.com/2017/04/wassup-acquires-doormint,Wassup
