Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
CityFurnish,$1.96,24/12/2015,Gurugram,E-commerce,Series A,https://inc42.com/flash-feed/cityfurnish-raises-seed-fund/,LightBox VC
Doctor Insta,$2.00,25/12/2015,Gurugram,Healthtech,Pre-Series A,https://inc42.com/flash-feed/doctor-insta-funding/,
Bumper,$0.40,29/12/2015,Bengaluru,E-commerce,Pre-Series A,https://inc42.com/flash-feed/bumper-raises-funding/,SAIF Partners;YouWeCan Ventures;TaxiForSure’s co-founder Aprameya Radhakrishna
Town Essentials,$1.00,28/12/2015,Bengaluru,E-commerce,,https://inc42.com/flash-feed/town-essentials-funding/,Infosys’ first non-founder employee
MobiKwik,$6.50,29/12/2015,Gurugram,Fintech,Series B,https://inc42.com/flash-feed/mobikwik-raises-funding/,Cisco Investments;American Express
Black White Orange,$0.30,24/12/2015,Mumbai,E-commerce,,https://inc42.com/flash-feed/black-white-orange-raises-funding/,Collaborative Licensing Ventures
Canvera,$2.20,25/12/2015,Bengaluru,E-commerce,,https://inc42.com/flash-feed/canvera-digital-funding/,Info Edge
Doctor Insta,$0.50,26/12/2015,India,Healthtech,Pre-Series A,https://inc42.com/buzz/funding-galore-73/,Rishi Parti;BrahmaX Ventures
Cloudnine,$74.00,24/12/2015,Bengaluru,General,,https://yourstory.com/2015/12/cloudnine-funding,
Bumper,$0.50,28/12/2015,Bengaluru,EV & Mobility,Seed,https://yourstory.com/2015/12/bumper-funding,SAIF Partners
