Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Healthians,$10.18,18/11/2019,Gurugram,Logistics,Series A,https://entrackr.com/2019/11/healthians-raises-rs-85-cr-series-b-funding/,Japan-based DG Incubation;DG Daiwa Ventures;Trifecta Capital in January 2019;BEENEXT in August 2016
Grofers,$17.13,18/11/2019,Gurugram,E-commerce,,https://entrackr.com/2019/11/grofers-raises-rs-143-cr-from-bccl-receives-rs-321-cr-from-parent-entity/,Flipkart;BigBasket;Grofers have been leading the segment for the past few years
Medikabazaar,$13.41,18/11/2019,Mumbai,E-commerce,Series A,https://entrackr.com/2019/11/medikabazaar-secures-rs-112-crore/,Ackermans;HealthQuad;Rebright Partners;Japan-based Toppan Printing Co;HealthQuad in October 2018;CBC Co;Elan Corporation;Mitsui Sumitomo Insurance Venture Capital;Kois Invest from Belgium
SimSim,$30.00,16/11/2019,Delhi,Edtech,Pre-Series A,https://entrackr.com/2019/11/funding-indian-startups-week-nov-5/,Accel India;Shunwei Capital (via Astrent IV India);IAN Fund;RB Investments;Prime Venture Partners;Vikrampati Singhania
SuperGaming,$1.30,12/11/2019,Pune,Gaming,Seed,https://yourstory.com/2019/11/funding-alert-gaming-platform-supergaming-dream-incubator,India’s Better Capital
BookingJini,$0.36,13/11/2019,Bhubaneswar,SaaS,Seed,https://yourstory.com/2019/11/funding-seed-startup-bookingjini-mumbai-angels-network,Apurva Salarpuria
Smarten Spaces,$12.00,13/11/2019,India,SaaS,Series A,https://yourstory.com/2019/11/funding-startup-smarten-spaces-symphony-international-holdings,
Coolberg,$3.50,13/11/2019,Mumbai,General,Series A,https://yourstory.com/2019/11/zero-alchohol-beer-startup-coolberg-funding,RB Investments;Coolberg's existing investor;India Quotient;RB Investments (Singapore-based family office);Ashish Goenka
Sunstone Eduversity,$1.35,13/11/2019,Mumbai,Edtech,Seed,https://yourstory.com/2019/11/funding-startup-sunstone-eduversity-mba-prime-venture,Prime Venture;Prime Venture Partners
Freshworks,$150.00,13/11/2019,India,SaaS,,https://yourstory.com/2019/11/funding-startup-freshworks-valuation-ipo,Sequoia Capital;CapitalG;Freshworks’ first investor Accel
Niki.ai,,14/11/2019,Bengaluru,Deeptech & AI,Series A,https://yourstory.com/2019/11/funding-alert-bengaluru-commerce-startup-niki-emvc,EMVC;Ratan Tata;Ronnie Screwvala’s Unilazer Ventures;Haresh Chawla;Japan’s Recruit Partners
Shipsy,$2.00,15/11/2019,Gurugram,Logistics,Pre-Series A,https://yourstory.com/2019/11/funding-startup-logistics-shipsy-info-edge-naukri,Info Edge India – the parent company of job portal Naukri;Accel Partners
VOGO,$3.35,15/11/2019,Bengaluru,EV & Mobility,Series A,https://yourstory.com/2019/11/funding-startup-vogo-bike-rental-kalaari-capital-matrix-partners,Eduardo Saverin's B Capital;Falcon Edge;Accel Growth Fund;Maverick;Hong Kong;Astrac Ventures;AdvantEdge
Burger Singh,$6.00,15/11/2019,Gurugram,General,,https://yourstory.com/2019/11/funding-startup-gurugram-burger-singh-rb-investments-swiggy,RB Investments;Singapore-based venture capital firm;Sanjeev Bhikchandani
Quikkloan,$12.00,18/11/2019,New Delhi,Fintech,Series B,https://yourstory.com/2019/11/funding-fintech-lending-startup-quikkloan,Avaana Capital;Arun Diaz
Lido Learning,$3.00,12/11/2019,Mumbai,Edtech,Series A,https://inc42.com/buzz/edtech-startup-lido-learning-raises-3-mn-for-expansion/,Ronnie Screwvala
Sunstone,$1.50,13/11/2019,Gurugram,Edtech,Seed,https://inc42.com/buzz/edtech-startup-sunstone-eduversity-raises-1-5-mn-seed-funding-led-by-prime-venture-partners/,Prime Venture Partners;LetsVenture;PS1 Ventures;Rajul Garg
Jumbotail,$1.68,15/11/2019,Bengaluru,Fintech,Series B,https://inc42.com/buzz/b2b-marketplace-jumbotail-raises-inr-14-cr-from-nexus-venture-partners/,San Franscisco-based omni-stage venture fund Heron Rock;Jumbotail had raised INR 90 Cr ($12;Capria Fund;BNK Ventures;William Jarvis;Nexus Venture Partners;Kalaari Capital
TravelTriangle,$13.00,18/11/2019,India,General,Series C,https://inc42.com/buzz/traveltriangle-bags-8-6-mn-in-series-d-from-kb-global/,Fundamentum;SAIF Partners;Bessemer Venture Partners;RB investments;RB Investments had
Navi Technologies,$106.41,14/11/2019,Bengaluru,Fintech,,https://entrackr.com/2019/11/sachin-bansal-invest-rs-888-crore-navi-tech/,Sachin Bansal
DailyNinja,$22.50,13/11/2019,Bengaluru,E-commerce,Acquisition,https://entrackr.com/2019/11/bigbasket-set-to-acquire-dailiyninja-in-20-25-mn-cash-and-equity-deal/,BigBasket
ekincare,$3.60,13/11/2019,Hyderabad,Healthtech,Series A,https://yourstory.com/2019/11/startup-funding-ai-driven-health-benefits-platform-ekincare,Venture East;Eight Roads;Touchstone Equities
Zypp,$1.80,14/11/2019,Gurugram,EV & Mobility,Pre-Series A,https://yourstory.com/2019/11/funding-alert-micro-mobility-startup-zypp-e-scooter-ian-fund,IAN Fund
misters.in,$1.00,14/11/2019,Gurugram,Healthtech,Seed,https://yourstory.com/2019/11/funding-alert-d2c-mens-health-wellness-brand-mistersin,Sauce.vc;Rainforest Ventures
StyleCracker,$2.00,15/11/2019,Mumbai,E-commerce,,https://yourstory.com/2019/11/funding-alert-amj-ventures-alia-bhatt-fashion-tech-stylecracker,AMJ Ventures
Multibhashi,,18/11/2019,Jaipur,Edtech,Undisclosed,https://yourstory.com/2019/11/startup-funding-language-learning-startup-multibhashi-rarejob,Rarejob Inc
Niki,,13/11/2019,Bengaluru,Deeptech & AI,Undisclosed,https://inc42.com/buzz/commerce-platform-niki-looks-to-raise-nearly-30-mn-growth-funding/,EMVC
AutoNxt Automation,,13/11/2019,India,EV & Mobility,Undisclosed,https://inc42.com/buzz/sun-mobilitys-chetan-maini-invests-in-ev-tractor-startup-autonxt-automation/,Virya Mobility 5.0;Chetan Maini;Sandeep Maini
Delectable,$0.90,14/11/2019,Bengaluru,Foodtech,Acquisition,https://inc42.com/buzz/itc-to-acquire-stake-in-vending-machine-startup-delectable-to-expand-retail-distribution-network/,ITC
StyleCracker,$2.00,14/11/2019,Mumbai,E-commerce,,https://inc42.com/buzz/alia-bhatt-backed-fashion-startup-stylecracker-raises-2-mn-to-expand-its-footprint/,AMJ Ventures
WayCool,$5.20,15/11/2019,Chennai,Agritech,Debt,https://inc42.com/buzz/fmo-to-provide-5-mn-infrastructure-development-fund-to-agritech-waycool/,FMO
misters.in,$1.00,15/11/2019,Gurugram,Healthtech,Seed,https://inc42.com/buzz/mens-health-wellness-startup-misters-in-raises-1-mn-in-seed-funding/,Sauce.vc;Rainforest Ventures
SimSim,$6.00,17/11/2019,Delhi,E-commerce,Series A,https://inc42.com/buzz/video-ecommerce-simsim-raises-6-mn-from-accel-india-good-capital-more/,Accel India;Shunwei Capital;Good Capital;Sunil Kalra;Samarth Bedi
Kaarva,,18/11/2019,India,Fintech,Seed,https://inc42.com/buzz/exclusive-kaarva-announces-seed-funding-to-bring-on-demand-micro-loans-to-salaried-indians/,Naveen Tewari;Amit Gupta
