Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Xpressbees,$100.00,05/08/2023,Pune,E-commerce,,https://inc42.com/buzz/xpressbees-in-talks-with-ontario-teachers-pension-plan-board-to-raise-100-mn/,
Mn,$11.00,05/08/2023,Bengaluru,Fintech,,https://inc42.com/buzz/indian-startup-funding-hits-a-snag-only-11-mn-raised-this-week/,Japan-based job board Mynavi
Stable Money,$5.00,08/08/2023,India,Fintech,Seed,https://inc42.com/buzz/wealthtech-startup-stable-money-secures-5-mn-funding-from-matrix-partners-lightspeed/,Matrix Partners India;Lightspeed;Titan Capital;Mar Shot Ventures;Kunal Bahl;Rohit Bansal;Harsha Majety
Bidso,$1.50,08/08/2023,India,General,Pre-Seed,https://inc42.com/buzz/bidso-bags-funding-from-peercapital-to-help-manufacturers-source-products/,DeVC;Partner- RTP Global’s Nishit Garg;Livspace’s Saurabh Jain
Chakr Innovation,$2.16,11/08/2023,India,Cleantech,Series B,https://inc42.com/buzz/chakr-innovation-secures-funding-to-work-on-mitigating-air-pollution/,
Shaktimaan.ai,$2.00,11/08/2023,India,Edtech,Seed,https://inc42.com/buzz/shaktimaan-ai-bags-funding-to-help-upsc-aspirants-prepare-with-ai-powered-platform/,Y Combinator;Fundersclub;GoodWater Capital;Jar founders Misbah Ashraf;Nishchay AG
Pluckk,$5.00,10/08/2023,Mumbai,D2C,Seed,https://inc42.com/buzz/actor-kareena-kapoor-khan-invests-in-d2c-brand-pluckk/,
Credgenics,$50.00,09/08/2023,Noida,Fintech,Series B,https://entrackr.com/2023/08/credgenics-raises-50-mn-in-series-b-from-westbridge-accel-and-others/,Westbridge Capital;Accel;Tanglin Ventures;Beams Fintech Fund
Go Zero,$1.00,08/08/2023,India,E-commerce,Pre-Series A,https://entrackr.com/2023/08/ice-cream-brand-go-zero-picks-up-1-mn-in-pre-series-a/,DSG Consumer Partners;Saama;V3 Ventures;Jungle Ventures;Arjun Purkayastha;Nikhil Vora;Krishi Fagwani
Disprz,$30.00,07/08/2023,India,EV & Mobility,Series C,https://entrackr.com/2023/08/enterprise-skilling-firm-disprz-raises-30-mn-in-series-c-round/,Lumos Capital;360 ONE Asset;Kae Capital;KOIS;Dallas Venture Capital
Harmony Organics,$26.95,07/08/2023,India,General,,https://yourstory.com/2023/08/harmony-organics-raises-rs-225-crore-from-piramal-alternatives,
Expertrons,,07/08/2023,Mumbai,Edtech,Undisclosed,https://entrackr.com/2023/08/expertrons-raises-fresh-funds-acquihires-foxmula/,Hindustan Media Ventures;Echjay Family Office;Amar Ujala;Ivycap Ventures;Iceland Venture Studio;Venture Catalysts;Ah Ventures
Fitspire,,08/08/2023,Delhi,D2C,Pre-Series A,https://inc42.com/buzz/bollywood-singer-sukhbir-singh-backs-vegan-wellness-brand-fitspire/,Sukhbir Singh;Ashish Chand;Sohil Chand;Ivor Braganza;Dheeraj Jain;Family Office of Jaipurias;Amit Singhal
What's Up Wellness,$1.70,09/08/2023,India,D2C,Seed,https://inc42.com/buzz/d2c-wellness-brand-whats-up-wellness-bags-funding-from-unilever-ventures/,Unilever Ventures
Nyxion.ai,,11/08/2023,New Delhi,SaaS,Acquisition,https://inc42.com/buzz/anotheracquisition-acquires-indian-ai-email-platform-nyxion-ai/,AnotherAcquisition
Xoriant,,11/08/2023,Bengaluru,IT Services,Acquisition,https://yourstory.com/2023/08/startup-news-and-updates-daily-roundup-august-11-2023,Xoriant
All Is Well,$0.25,09/08/2023,India,Fitness Tech,,https://yourstory.com/2023/08/startup-news-and-updates-daily-roundup-aug-9-2023,Bharat Founders Fund;Shantanu Deshpande;Abhishek Banerjee;Pradeep Parameswaran;Vijay Aggarwal;Aarti Gill;Sumit Jain
BluWheelz,$0.50,10/08/2023,India,Electric Vehicle,Seed,https://yourstory.com/2023/08/startup-news-and-updates-daily-roundup-august-10-2023,Faad Network;LetsVenture
ZestMoney,,08/08/2023,India,Fintech,Undisclosed,https://yourstory.com/2023/08/zestmoney-raises-funds-from-existing-investors-quona-capital,Quona Capital;Omidyar Network India;Flourish Ventures;Zip;Scarlet Capital
Qoruz,,07/08/2023,India,Martech,Seed,https://yourstory.com/2023/08/startup-news-and-updates-daily-roundup-august-7-2023,Dexter Angels;IIM Indore;Ideotic Media
Monitra Healthcare,$0.50,05/08/2023,Hyderabad,Medtech,Pre-Series A,https://yourstory.com/2023/08/monitra-healthcare-raises-usd-500-k-in-pre-series-a-funding,91Ventures;Lavni Ventures;ACG World;AWE Funds;Indian Angel Network
