Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
BatX Energies,$5.00,19/12/2023,India,Logistics,Pre-Series A,https://inc42.com/buzz/batx-energies-bags-5-mn-funding-to-fortify-its-rd-in-battery-recycling/,LetsVenture;Excel Industries;BluSmart;JITO Angel Network
Finhaat,$3.00,20/12/2023,Mumbai,Fintech,Seed,https://inc42.com/buzz/finhaat-secures-3-mn-to-offer-tech-based-insurance-distribution-solutions/,Kettleborough VC
Kapture CX,$4.00,19/12/2023,Bengaluru,SaaS,Series A,https://inc42.com/buzz/saas-startup-kapture-cx-raises-4-mn-to-automate-customer-support-operations/,
GreyOrange,$135.00,21/12/2023,India,E-commerce,Series D,https://inc42.com/buzz/greyorange-raises-135-mn-to-boost-automation-for-warehouses-fulfilment-centres/,Anthelion Capital;Anthelion Capital (erstwhile Cowen Sustainable Investments);Mithril;3State Ventures;Blume Ventures
Fasal,$12.00,22/12/2023,India,Agritech,Series A,https://inc42.com/buzz/agritech-startup-fasal-raises-12-mn-to-fortify-its-b2b-brand-fasal-fresh-rd/,TDK Ventures;British International Investment;British International Investment (BII);ITI Growth Opportunities Fund;Navam Capital;Aureolis Ventures;Omnivore;3one4 Capital;Wavemaker Partners;Genting Ventures;The Yield Labs Asia Pacific
Oxyzen Express,$3.00,23/12/2023,Chennai,E-commerce,Seed,https://entrackr.com/2023/12/oxyzen-express-raises-3-mn-in-seed-round/,
Nestroots,$0.36,21/12/2023,Gurugram,E-commerce,Pre-Seed,https://entrackr.com/2023/12/nestroots-raises-pre-seed-round-led-by-beyond-seed-singapore/,Beyond Seed Singapore;BeyondSeed Singapore;We Founder Circle (WFC)
BluSmart,$24.00,21/12/2023,India,EV & Mobility,Series A,https://entrackr.com/2023/12/blusmart-raises-24-mn-from-existing-investors-founders-and-leadership-team/,BP Ventures;Survam Partners;Mayfield India Fund;9Unicorns;JITO Angel Network;Green Frontier Capital;Stride Ventures;Alteria Capital;BlackSoil
Spice Lounge,$1.00,20/12/2023,Hyderabad,General,,https://entrackr.com/2023/12/spice-lounge-raises-1-mn-from-klub/,Klub
Peptris,$1.00,19/12/2023,India,Deeptech & AI,Pre-Seed,https://entrackr.com/2023/12/peptris-raises-1-mn-in-pre-seed-round-led-by-speciale-invest/,Speciale Invest
HouseEazy,$1.00,19/12/2023,Noida,Proptech,Pre-Seed,https://entrackr.com/2023/12/houseeazy-raises-1-mn-in-a-seed-round/,Antler;India Accelerator;AC Ventures;Agility Ventures;Finvolve Ventures;Pirojsha Godrej;Droom’s founder Sandeep Aggarwal
Monitra Health,$1.50,19/12/2023,Hyderabad,Healthtech,Pre-Series A,https://entrackr.com/2023/12/monitra-health-raises-1-5-mn-in-pre-series-a-round/,Equanimity Ventures;Kotak;Kotak Alternate Asset Managers;Ravi Bhogu;Monitra Health collaborates
VideoVerse,$45.00,19/12/2023,Mumbai,SaaS,Series A,https://entrackr.com/2023/12/videoverse-raises-45-mn-in-new-round-led-by-bluestone-equity/,Bluestone Equity;A91 Partners;Alpha Wave Global;Binny Bansal
Noise,$170.78,18/12/2023,Gurugram,E-commerce,Series A,https://entrackr.com/2023/12/noise-raises-its-maiden-funding-round-from-audio-giant-bose/,
Finayo,$1.92,18/12/2023,India,SaaS,,https://entrackr.com/2023/12/ev-financing-platform-finayo-raises-rs-16-cr/,NBFCs F Mec;CFPI
Farmley,$6.70,17/12/2023,India,E-commerce,Series A,https://entrackr.com/2023/12/farmley-raises-6-7-mn-in-new-round-led-by-bc-jindal-group/,BC Jindal Group;DSG;Omnivore;Alkemi;DSG Consumer Partners;Alkemi Partners
