Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Prescribez,$0.60,02/05/2016,Pune,General,Seed,https://inc42.com/flash-feed/healthcare-app-prescribez-raises-seed-funding/,
Mobikwik,$6.50,03/05/2016,Gurugram,Fintech,Series B,https://inc42.com/flash-feed/mobikwik-raises-funding-from-japanese-and-taiwanese-investors/,Japan’s GMO Payment Gateway;Taiwanese fabless semiconductor company MediaTek;Asia-focused hedge fund Tree Line Asia;Cisco Investments;American Express
DreamCareer,$5.00,03/05/2016,Delhi,Edtech,Pre-Series A,https://inc42.com/flash-feed/idreamcareer-secures-funding/,
MyDentistChoice,$1.20,03/05/2016,Hyderabad,Healthtech,Pre-Series A,https://inc42.com/flash-feed/mydentistchoice-raises-seed-funding/,Farooq Oomerbhoy of FAO Ventures;Maverick Capital Ventures
Seclore,$12.00,04/05/2016,Mumbai,General,Series B,https://inc42.com/flash-feed/seclore-funding-sistema-jsfc/,
Unbxd,$2.00,05/05/2016,Bengaluru,E-commerce,Series A,https://inc42.com/flash-feed/unbxd-series-b-funding/,Nirvana Venture Advisors;IDG Ventures
Auro Robotics,$2.00,29/04/2016,California,EV & Mobility,,https://inc42.com/flash-feed/auro-robotics-funding/,Motus Ventures;Rothenberg Ventures
MotoMojo,,02/05/2016,Mumbai,EV & Mobility,Undisclosed,https://inc42.com/flash-feed/motomojo-angel-funding/,Niloufer Dundh;Fauzan Rahim;Balamurugan Mani
Agile Parking Solutions,$0.03,02/05/2016,New Delhi,EV & Mobility,,https://inc42.com/flash-feed/chennai-angels-invests-376k-in-agile-parking-solutions/,The Chennai Angels
Volob Technologies,,03/05/2016,Noida,Deeptech & AI,Acquisition,https://inc42.com/flash-feed/cardekho-acquires-volob-technologies/,CarDekho.com
Prepathon,,03/05/2016,Mumbai,Edtech,Pre-Series A,https://inc42.com/flash-feed/blume-ventures-prepathon-funding/,Blume Ventures
Zuver,$0.01,03/05/2016,Mumbai,EV & Mobility,,https://inc42.com/flash-feed/zuver-raises-seed-funding/,Shruth & Smith Holdings;Hermes Group
Synergyse,,03/05/2016,Toronto,SaaS,Acquisition,https://inc42.com/flash-feed/google-acquires-synergyse/,Google
Comarete Technologies,,04/05/2016,Pune,SaaS,Undisclosed,https://inc42.com/flash-feed/comarete-technologies-solartown-energy-solution-raise-210k-grex/,GREX
Active.ai,$0.50,04/05/2016,India,Fintech,,https://inc42.com/flash-feed/kalaari-capital-invests-500k-active-ai/,Kalaari Capital
Lenskart,$60.00,04/05/2016,Delhi,E-commerce,Series D,https://inc42.com/flash-feed/lenskart-60-mn-series-d-ifc/,IFC;Kris Gopalakrishnan;Adveq Management;TPG Growth;IDG Ventures
TargetingMantra,,05/05/2016,Gurgaon,Deeptech & AI,Acquisition,https://inc42.com/flash-feed/snapdeal-acquires-targetingmantra/,Snapdeal
DriveU,,02/05/2016,Gurgaon,EV & Mobility,Acquisition,https://inc42.com/flash-feed/driveu-acquires-callathome/,DriveU
Koovs PLC,$25.39,30/04/2016,India,E-commerce,,https://yourstory.com/2016/04/koovs-plc-raises-fund-india-growth,
EduAce Services,$1.00,05/05/2016,Lucknow,Edtech,,https://yourstory.com/2016/05/eduace-services-lucknow-startup-funding,
