Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Floryo,$2.00,26/08/2022,India,D2C,Pre-Series A,https://inc42.com/buzz/d2c-brand-floryo-secures-funding-to-offer-customised-staple-products-to-indian-households/,3one4 Capital
Mn,$333.00,27/08/2022,Mumbai,Fintech,Acquisition,https://inc42.com/buzz/funding-galore-from-earlysalary-to-servify-333-mn-raised-by-indian-startups-this-week/,
Metalbook,$5.00,29/08/2022,India,E-commerce,Seed,https://inc42.com/buzz/saas-platform-metalbook-secures-15-mn-to-help-businesses-enhance-metal-procurement-experience/,Axilor Ventures
Pixxel,$25.00,30/08/2022,Bengaluru,Deeptech & AI,Series A,https://inc42.com/buzz/spacetech-startup-pixxel-bags-investment-from-accenture/,Canada-based Radical Ventures;Canada-based Radical Ventures to ramp up the production of its hyperspectral satellite constellation
MedGenome,$50.00,30/08/2022,Bengaluru,Healthtech,,https://inc42.com/buzz/medgenome-raises-50-mn-to-expand-global-footprint-scale-up-saas-offerings/,Novo Holdings;Sofina
Bike Bazaar,$52.00,01/09/2022,India,E-commerce,Series D,https://inc42.com/buzz/bike-bazaar-raises-52-mn-to-help-customers-buy-sell-used-two-wheelers-offer-financing-solutions/,
Sequoia-backed MedGenome,$50.00,31/08/2022,Bengaluru,SaaS,,https://entrackr.com/2022/08/sequoia-backed-medgenome-raises-50-mn-led-by-novo-holdings/,Novo Holdings;Denmark-based Novo Holdings;Sequoia;International Finance Corporation (IFC);HDFC
Powerplay,$7.00,30/08/2022,India,General,,https://entrackr.com/2022/08/exclusive-powerplay-raises-new-round-led-by-accel/,Accel;Accel India
MyMuse,$1.20,30/08/2022,Mumbai,D2C,Series A,https://entrackr.com/2022/08/mymuse-raises-1-2-mn-in-seed-round/,Saama Capital;Whiteboard Capital;Mohit;Malika Sadanni;Varun Sadana;B Capital’s newly launched e
TyrePlex,$1.44,30/08/2022,India,E-commerce,Pre-Series A,https://entrackr.com/2022/08/tyreplex-raises-pre-series-a-round/,9Unicorns;AdvantEdge Founders
EarlySalary,$110.00,30/08/2022,Pune,General,Series C,https://entrackr.com/2022/08/earlysalary-raises-110-mn-in-series-d-round/,TPG’s The Rise Fund;Norwest Venture Partners;Piramal Capital;Housing Finance Limited
Human Edge,$1.50,29/08/2022,Mumbai,General,,https://entrackr.com/2022/08/human-edge-secures-1-5-mn-led-by-bharat-innovation-fund/,Bharat Innovation Fund
Kuku FM,$21.80,29/08/2022,India,General,Series B,https://entrackr.com/2022/08/exclusive-kuku-fm-kicks-off-series-b-round-led-by-fundamentum/,Fundamentum;Sanjeev Aggarwal;The Fundamentum Partnership;Helion Ventures's co-founder Sanjeev Aggarwal;Paramark;KRAFTON;Inc;3one4 Capital;Vertex;Verlinvest;FounderBank Capital have
Broker Network,$10.78,01/09/2022,Mumbai,Proptech,,https://entrackr.com/2022/09/exclusive-rahul-yadavs-broker-network-bags-rs-90-cr-from-info-edge/,Info Edge
Algomage,$0.85,31/08/2022,Mumbai,AI,Pre-Seed,https://entrackr.com/2022/08/algomage-raises-850k-in-pre-seed-funding/,The DotIn Network
Electrifuel,$0.22,31/08/2022,Delhi-NCR,EV,Seed,https://entrackr.com/2022/08/ian-infuses-rs-1-8-cr-in-ev-tech-startup-electrifuel/,Indian Angel Network;Vishnuraj Kunjur;Sahil Kejriwal;Pradeep Gupta
Servify,$65.00,27/08/2022,India,Device Management,Series D,https://entrackr.com/2022/08/funding-and-acquisitions-in-indian-startups-this-week-22-27-aug/,
Nazara Technologies,,30/08/2022,India,Media & Entertainment,Acquisition,https://inc42.com/buzz/nazara-acquires-us-based-kids-gaming-company-wildworks/,
Silence Laboratories,$1.70,01/09/2022,India,Enterprise Tech,Seed,https://inc42.com/buzz/cybersecurity-startup-silence-laboratories-bags-seed-funding-to-build-better-authentication-schemes/,pi Ventures;imToken Ventures;Daniel Ari Friedman;Mahin Gupta;CK Vishwakarma;Priyeshu Garg;Ashish Tiwari
3ev,$4.00,27/08/2022,Bengaluru,Clean Tech,Pre-Series A,https://inc42.com/buzz/credence-invests-4-mn-in-ev-startup-3eco-its-parent-3ev/,Credence
