Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Mn,$344.00,19/11/2022,India,Fintech,Series B,https://inc42.com/buzz/funding-galore-from-contentstack-to-lenskart-344-mn-raised-by-indian-startups-this-week/,
IndiaMART-Backed ProcMart,$10.00,21/11/2022,Delhi,General,Series A,https://inc42.com/buzz/indiamart-backed-procmart-secures-10-mn-funding-from-sixth-sense-ventures/,
Ultraviolette Automotive,$10.00,22/11/2022,India,EV & Mobility,Series D,https://inc42.com/buzz/ultraviolette-automotive-bags-funding-to-launch-its-electric-two-wheeler-soon/,
Amagi,$100.00,22/11/2022,India,SaaS,Acquisition,https://inc42.com/buzz/amagi-acquires-us-based-streamwise-to-scale-data-solutions/,
Sukoon,$15.00,23/11/2022,Gurugram,General,Acquisition,https://inc42.com/buzz/mental-wellness-startup-sukoon-secures-15-mn-funding-from-lightrock-india/,
MyGate,$11.98,23/11/2022,India,Fintech,Series B,https://inc42.com/buzz/mygate-secures-inr-100-cr-funding-from-urban-company-acko/,Urban Company
HealthKart,$65.70,25/11/2022,India,Healthtech,,https://inc42.com/buzz/healthkart-raises-65-7-mn-funding-from-temasek-a91-partners/,Temasek
Indiagold,$22.00,24/11/2022,India,Fintech,Series A,https://inc42.com/buzz/fintech-startup-indiagold-raises-10-mn-funding-from-alpha-wave-others/,Alpha Wave Incubation (AWI) fund;PayU;Leo Capital had
RapidBox,$4.50,24/11/2022,India,E-commerce,Series A,https://inc42.com/buzz/d2c-startup-rapidbox-secures-funding-from-sig-venture-capital-others/,SIG Venture Capital
TAC,$3.00,23/11/2022,India,E-commerce,Series A,https://inc42.com/buzz/bollywood-actor-kajal-aggarwal-backs-d2c-ayurvedic-startup-tac/,
Healthkart,$65.00,24/11/2022,Gurugram,Healthtech,,https://entrackr.com/2022/11/exclusive-healthkart-raises-over-65-mn-led-by-temasek/,Temasek;A91 Partners
Koo,$6.00,23/11/2022,Bengaluru,General,,https://entrackr.com/2022/11/exclusive-koo-raises-over-6-mn-led-by-tiger-global/,Tiger Global;Accel Partners;Kalaari Capital;3one4 Capital;Dream Incubator (DI)
Indiagold,$10.00,23/11/2022,Gurugram,Fintech,Series A,https://entrackr.com/2022/11/exclusive-indiagold-raises-10-mn-from-existing-backers/,Alpha Wave;3one4 Capital;PayU;Leo Capital
Soptle,$2.00,22/11/2022,Gurugram,SaaS,,https://entrackr.com/2022/11/soptle-raises-angel-investment-from-kube-vc-others/,Soonicorn LLP
ReshaMandi,$5.99,22/11/2022,Bengaluru,General,Series A,https://entrackr.com/2022/11/exclusive-reshamandi-raises-rs-50-cr-debt-from-stride-ventures/,
Clean Electric,$2.20,21/11/2022,Bengaluru,EV & Mobility,Seed,https://entrackr.com/2022/11/clean-electric-raises-seed-funding-led-by-climate-angels-and-kalaari/,Climate Angels;Kalaari;Bengaluru based venture capital firm Kalaari Capital;LV Fund;7Square Ventures;CIIE Regional Innovation Foundation
Bonatra,$0.66,21/11/2022,India,General,Pre-Seed,https://entrackr.com/2022/11/bonatra-raises-rs-5-5-cr-in-pre-seed-round/,ITI Growth Opportunities Fund;Helloworld;Rajesh Yabaji
ProcMart,$10.00,21/11/2022,Noida,General,Series A,https://entrackr.com/2022/11/procmart-raises-10-mn-series-a-round/,Sixth Sense Ventures
Nosh,$1.00,24/11/2022,Bengaluru,Deeptech & AI,Pre-Seed,https://yourstory.com/2022/11/robotics-startup-nosh-raises-preseed-round-bits-spark,BITS Spark;SuperMorpheus
Read HireQuotient,$1.80,24/11/2022,India,General,Pre-Seed,https://yourstory.com/2022/11/funding-roundup-hirequotient-motovolt-fresh-from-farm-binny-bansal,Binny Bansal;Flipkart Co-founder
Koo,$6.00,24/11/2022,India,General,,https://yourstory.com/2022/11/funding-koo-6-million-tiger-global-accel-partners,Tiger Global;Accel Partners;Kalaari Capital;3one4 Capital;Dream Incubator (DI);Capsier Venture Partner;Ravi Modi Family Trust;Ashneer Grover;FBC Venture Partners;Adventz Finance
Udaan,$350.00,24/11/2022,Bengaluru,E-commerce,Debt,https://yourstory.com/2022/11/udaan-debt-funding-evolutionx-capital-news,
Celebal Technologies,$32.00,23/11/2022,India,Deeptech & AI,,https://yourstory.com/2022/11/celebal-technologies-investment-norwest-venture-partners,
Bira91,$70.00,22/11/2022,India,General,Series D,https://yourstory.com/2022/11/bira91-raises-70m-in-series-d-funding-from-japans-,
Read Bonatra,$0.66,21/11/2022,Delhi,General,Pre-Seed,https://yourstory.com/2022/11/funding-roundup-bonatra-push-sports-raise-capital,ITI Growth Opportunities Fund;BeyondSeed;Moonshine Technologies Pvt;Founder;Nestaway;Helloworld;Rajesh Yabaji;Blackbuck
Shiprocket,$33.30,25/11/2022,Delhi,Logistics,Series E,https://entrackr.com/2022/11/decoding-shiprockets-unicorn-round/,Temasek;Lightrock;Zomato
Motovolt Mobility,$1.90,24/11/2022,Kolkata,EV,Pre-Series A,https://entrackr.com/2022/11/motovolt-mobility-raises-pre-series-a-round-led-by-wami-capital/,Wami Capital;Vikas Bagaria
Fresh From Farm,$0.38,24/11/2022,Delhi,Food & Agriculture,Seed,https://entrackr.com/2022/11/ipv-leads-seed-round-in-fresh-from-farm/,Inflection Point Ventures
Sukoon Healthcare,$15.00,23/11/2022,Gurugram,Healthtech,Seed,https://entrackr.com/2022/11/lightrock-india-leads-15-mn-round-in-healthtech-startup-sukoon/,Lightrock India
RedBrick AI,$4.60,23/11/2022,India,Healthtech,Seed,https://entrackr.com/2022/11/redbrick-ai-raises-4-6-mn-from-sequoias-surge-yc-others/,Sequoia Surge;Y Combinator
Edmingle,$1.00,22/11/2022,Bengaluru,Edtech,Pre-Series A,https://entrackr.com/2022/11/ian-leads-pre-series-a-round-edtech-saas-platform-edmingle/,Indian Angel Network;Keiretsu Forum;SucSEED Innovation Fund;Mumbai Angel Network
Crio,,21/11/2022,India,Edtech,Acquisition,https://entrackr.com/2022/11/edtech-startup-skill-lync-acquires-crio/,Skill-Lync
Bira 91,$70.00,22/11/2022,New Delhi,Ecommerce,,https://inc42.com/buzz/bira-91-raises-70-mn-kirin-holdings/,Kirin Holdings
Bewakoof,$11.98,25/11/2022,Mumbai,Ecommerce,Acquisition,https://inc42.com/buzz/aditya-birla-fashion-retail-to-pay-inr-100-cr-for-controlling-stake-in-bewakoof/,Aditya Birla Fashion & Retail
Bira91,$70.00,25/11/2022,India,FMCG,Series D,https://yourstory.com/2022/11/weekly-funding-roundup-nov-21-25-venture-capital-i,Kirin Holdings
Amagi (Streamwise),,22/11/2022,India,Media Tech,Acquisition,https://yourstory.com/2022/11/startup-news-and-updates-daily-roundup-november22-2022,Amagi
Skill-Lync (Crio.do),,21/11/2022,India,Edtech,Acquisition,https://yourstory.com/2022/11/startup-news-updates-daily-roundup-november-21,Skill-Lync
