Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
DMI Finance,$400.00,03/04/2023,Mumbai,Fintech,,https://inc42.com/buzz/dmi-finance-raises-400-mn-japans-mufg-bank-sumi-trust-bank/,Mitsubishi UFJ Financial Group;Sumitomo Mitsui Trust Bank (SuMi TRUST Bank)
Spendflo,$11.00,04/04/2023,India,SaaS,Series A,https://inc42.com/buzz/saas-platform-spendflo-bags-11mn-to-expand-footprint-in-north-america/,Prosus Ventures;Accel;Accel India;Together Fund
InsuranceDekho,$150.00,04/04/2023,India,Fintech,Series A,https://inc42.com/buzz/insurancedekho-acquires-sequoia-backed-sme-insurance-platform-verak/,TVS Capital Funds
Dozee,$6.00,04/04/2023,India,Healthtech,,https://inc42.com/buzz/healthtech-platform-dozee-bags-6-mn-funding-from-sbi-prime-venture-others/,A Partners family office;Dinesh Mody Ventures
BlackSoil,$25.00,05/04/2023,Mumbai,General,Venture Debt,https://inc42.com/buzz/blacksoil-bags-25-mn-funding-as-it-looks-to-cash-in-on-venture-debt-boom/,
Iron Pillar,$129.00,05/04/2023,India,SaaS,Series B,https://inc42.com/buzz/iron-pillar-closes-129-mn-fund-to-back-series-b-series-c-stage-saas-startups/,Iron Pillar are Uniphore;Servify;FreshToHome;BlueStone;Skill-Lync;Curefoods
Ossus Renewables,$2.40,05/04/2023,Bengaluru,Deeptech & AI,Pre-Series A,https://inc42.com/buzz/ossus-renewable-bags-funding-from-nikhil-kamaths-gruhas-to-produce-green-hydrogen/,
Apptile,$2.50,05/04/2023,India,SaaS,Seed,https://inc42.com/buzz/no-code-app-development-platform-apptile-bags-funding-from-livspace-founder/,Mankekar Family Office;Livspace founder Ramakant Sharma
LightMetrics,$8.50,05/04/2023,Bengaluru,Deeptech & AI,Series A,https://inc42.com/buzz/lightmetrics-bags-8-5-mn-sequoia-keep-risky-driving-bay/,
Dunzo,$75.00,06/04/2023,India,General,,https://inc42.com/buzz/dunzo-fires-30-workforce-after-raising-75-mn/,
Curefoods,$35.93,06/04/2023,India,General,Debt,https://entrackr.com/2023/04/curefoods-raises-rs-300-cr-led-by-binny-bansals-three-state-capital/,Binny Bansal’s Three State Ventures;Binny Bansal’s fund Three State Ventures
Magenta,$22.00,05/04/2023,Pune,E-commerce,Series A,https://entrackr.com/2023/04/hpcl-backed-ev-firm-magenta-raises-22-mn/,
Ossus,$2.40,05/04/2023,Bengaluru,Deeptech & AI,Pre-Series A,https://entrackr.com/2023/04/green-energy-startup-ossus-raises-pre-series-a-round-worth-2-4-mn/,Gruhas;Rainmatter Climate
Dozer,$3.00,04/04/2023,India,General,Seed,https://entrackr.com/2023/04/dozer-raises-3-mn-led-by-sequoia-capital-india-and-surge/,Sequoia Capital India;Surge;Southeast Asia’s surge;Gradient Ventures;January Capital
Zyod,$3.50,04/04/2023,India,General,Seed,https://entrackr.com/2023/04/zyod-raises-3-5-mn-in-seed-round-led-by-lightspeed/,Lightspeed;FJ Labs;Panthera Peak Capital;Abhinav Sinha;Gaurav Hinduja;Ravi Khandelwal
Narrato,$1.00,04/04/2023,India,Deeptech & AI,Pre-Seed,https://entrackr.com/2023/04/ai-content-marketing-platform-narrato-raises-pre-seed-round/,AirTree Ventures
CometChat,$4.79,03/04/2023,Mumbai,General,Venture Debt,https://entrackr.com/2023/04/user-engagement-platform-cometchat-raises-rs-40-cr-in-debt/,Zions Venture Fund;Matchstick Ventures;Range Ventures;Unbound Ventures;Signal Peak Ventures
Avanti Finance,$24.00,03/04/2023,Bengaluru,Deeptech & AI,Series B,https://yourstory.com/2023/04/avanti-finance-raises-usd-24-mn-series-b-rabo-partnerships-idh-farmfit-fund,Oikocredit;NRJN Trust
WebileApps,,07/04/2023,Hyderabad,Enterprise Software,Acquisition,https://entrackr.com/2023/04/kfintech-acquires-webileapps/,KFin Technologies
Hero Mindmine,,06/04/2023,India,Edtech,Acquisition,https://entrackr.com/2023/04/imarticus-learning-acquires-heromindmine/,Imarticus Learning
Prozeal Infra,$4.00,04/04/2023,Ahmedabad,Solar,,https://entrackr.com/2023/04/chandrakant-gogris-family-office-leads-a-4-mn-round-in-prozeal-infra/,Alchemie Ventures
Brierley+Partners,,04/04/2023,"Texas, USA",SaaS,Acquisition,https://entrackr.com/2023/04/capillary-tech-acquires-us-based-brierleypartners/,Capillary Technologies
Youth4Work,,03/04/2023,Noida,Edtech,Acquisition,https://inc42.com/buzz/inurture-education-acquires-youth4work-forms-new-venture-y4w-learning/,iNurture Education
Metastable Materials,,03/04/2023,Bengaluru,Clean Tech,Undisclosed,https://inc42.com/buzz/battery-recycling-startup-metastable-materials-raises-funding-from-sequoias-surge-others/,Sequoia Surge;Speciale Invest;Theia Ventures;Akshay Singhal;Archana Priyadershini;Sanjeev Rangrass
Moneyboxx Finance,$2.87,03/04/2023,India,Fintech,,https://inc42.com/buzz/lendingtech-platform-moneyboxx-finance-bags-inr-24-cr-funding/,non-promoter investors
AVIOM Housing Finance,$30.00,04/04/2023,Delhi,Real Estate Tech,Series D,https://inc42.com/buzz/aviom-housing-finance-raises-30-mn-support-low-income-households/,Nuveen
Brierley,,04/04/2023,US,Enterprise Tech,Acquisition,https://inc42.com/buzz/sequoia-backed-capillary-technologies-acquires-saas-co-brierley/,Capillary Technologies
The Souled Store,$16.50,01/04/2023,India,D2C,,https://inc42.com/buzz/funding-galore-from-upgrad-to-the-souled-store-indian-startups-raised-102-mn-this-week/,Xponentia Capital
Branded,$1.30,05/04/2023,Singapore,Media & Entertainment,Acquisition,https://inc42.com/buzz/nazaras-nodwin-picks-51-stake-branded-expansion-into-events-ips/,NODWIN Gaming;Nazara Technologies
Zero Cow Factory,$4.00,05/04/2023,Gujarat,Biotech,Seed,https://inc42.com/buzz/zero-cow-factory-bags-4-mn-funding-for-animal-free-dairy-products/,Green Frontier Capital;GVFL;pi Ventures;Pascual Innoventures
Magenta Mobility,$22.00,05/04/2023,Mumbai,Logistics,Series A,https://inc42.com/buzz/ev-startup-magenta-mobility-raises-22-mn-from-bp-morgan-stanley-to-increase-fleet-count/,bp;Morgan Stanley India Infrastructure
Tripeur,,07/04/2023,Bengaluru,Travel Tech,Acquisition,https://inc42.com/buzz/andreessen-horowitz-backed-navan-eyes-indias-35-bn-travel-market-pie-with-tripeurs-acquisition/,Navan
Early Spring,$11.98,07/04/2023,India,Consumer,,https://yourstory.com/2023/04/godrej-consumer-products-to-invest-rs-100cr-in-early-spring,Godrej Consumer Products
CureBay,$5.99,03/04/2023,India,Healthtech,Series A,https://yourstory.com/2023/04/startup-news-and-updates-daily-roundup-april-3-2023,Elevar Equity
Verak,,04/04/2023,Mumbai,Insurtech,Acquisition,https://yourstory.com/2023/04/insurancedekho-acquires-sme-insurance-startup-verak-expand-presence-msme-sector,InsuranceDekho
Kikibix,$0.30,01/04/2023,Gurugram,FMCG,,https://yourstory.com/2023/04/kikibix-raises-300k-from-9-unicorn-founders-blume-ventures,9 Unicorn;Blume Ventures;AngelList
