Company,Amount ($M),Date,HQ,Sector,Series,Source,Investors
Remidio,$1500.00,15/01/2016,Bengaluru,Healthtech,Series B,https://inc42.com/flash-feed/remidio-funding/,
FITSO,$0.16,15/01/2016,Gurugram,Healthtech,,https://inc42.com/flash-feed/fitso-raises-angel-funding/,
Jugnoo,$5.50,20/01/2016,Chandigarh,General,Series B,https://inc42.com/flash-feed/jugnoo-raises-5-5-mn/,Paytm;Snow Leopard
KartRocket,$6.00,18/01/2016,Delhi,E-commerce,,https://inc42.com/flash-feed/kartrocket-funding/,Bertelsmann India Investments
DailyObjects,$1.30,19/01/2016,Delhi,E-commerce,,https://inc42.com/flash-feed/dailyobjects-raises-funding/,
Collegedunia,$0.36,19/01/2016,Delhi,Edtech,Pre-Series A,https://inc42.com/flash-feed/collegedunia-raises-444k-in-pre-series-a-round/,
Swiggy,$35.00,19/01/2016,Bengaluru,Foodtech,Series B,https://inc42.com/flash-feed/swiggy-raises-35-mn/,SAIF Partners
Villgro,$2.00,19/01/2016,Chennai,General,Series A,https://inc42.com/flash-feed/villgro-raises-funding-for-menterra/,
Housing.com,$14.70,21/01/2016,India,General,,https://inc42.com/flash-feed/housing-com-raises-14-7-mn-from-softbank/,
Industrybuying,$1.70,20/01/2016,Delhi,E-commerce,Series B,https://inc42.com/flash-feed/industrybuying-debt-financing-1-7-mn/,Kalaari;SAIF
EasyPolicy,$2.00,21/01/2016,Noida,Fintech,Series C,https://inc42.com/flash-feed/easypolicy-raises-2mn/,Ronnie Screwvala’s private investment firm
Fisdom,$0.41,21/01/2016,Bengaluru,Fintech,,https://inc42.com/flash-feed/fisdom-raises-usd-500k-funding/,
CREO,$3.00,21/01/2016,Bengaluru,General,Seed,https://inc42.com/flash-feed/creo-raises-3-mn-from-sequoia-india-others/,
Orahi,$0.45,15/01/2016,Gurgaon,EV & Mobility,,https://inc42.com/flash-feed/orahi-funding/,Indian Angel Network
Zoctr,,15/01/2016,Mumbai,Healthtech,Undisclosed,https://inc42.com/flash-feed/times-group-invests-in-zoctr/,Times Group
Hyve,,19/01/2016,Bangalore,Consumer Services,Acquisition,https://inc42.com/flash-feed/stylofie-acquires-hyve/,Stylofie
RedDoorz,,20/01/2016,India,Travel Tech,Pre-Series A,https://inc42.com/flash-feed/reddoorz-gets-funding-from-500startups/,500 Startups
PSTakeCare,,18/01/2016,Mumbai,Healthtech,Acquisition,https://inc42.com/flash-feed/portea-acquires-majority-stake-in-pstakecare/,Portea Medical
CashKaro,,19/01/2016,Gurgaon,E-commerce,Undisclosed,https://inc42.com/flash-feed/ratan-tata-invests-in-cashkaro/,Ratan Tata
Tinystep,,19/01/2016,Bangalore,E-commerce,Seed,https://inc42.com/flash-feed/tinystep-funding/,Flipkart
FirstCry,,21/01/2016,Pune,E-commerce,Undisclosed,https://inc42.com/flash-feed/ratan-tata-invests-in-firstcry/,Ratan Tata
Plick.it,,18/01/2016,Mumbai,SaaS,Undisclosed,https://inc42.com/flash-feed/plick-it-raises-angel-funding/,Sanjay Mehta
Moodoo,$0.03,20/01/2016,Mumbai,Consumer Services,Seed,https://inc42.com/flash-feed/get-together-app-moodoo-raises-seed-funding/,University of Oxford Said Business School Seed Fund
Just Buy Live,$20.00,20/01/2016,Mumbai,E-commerce,Series A,https://inc42.com/flash-feed/just-buy-live-funding/,Alpha Capital Advisors
SmartPocket,,20/01/2016,Bangalore,SaaS,Acquisition,https://inc42.com/flash-feed/goodbox-acquires-smartpocket/,Goodbox
Teewe,$3.00,21/01/2016,Bengaluru,General,Seed,https://yourstory.com/2016/01/creo-funding,
Goodbox,$2.50,20/01/2016,Bengaluru,E-commerce,Series A,https://yourstory.com/2016/01/goodbox-acquires-smartpocket,
Swiggy,$35.00,18/01/2016,Bengaluru,Foodtech,Series C,https://yourstory.com/2016/01/swiggy-funding,
Just Buy Live,,21/01/2016,India,E-commerce,Undisclosed,https://yourstory.com/2016/01/just-buy-live-funding,Arin Capital;Alpha Capital Advisors
